Player,Team,Match-up,Date,W/L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Davis Bertans,WAS,@CLE,01/23/2020,W,27,17,6,10,60.0,4,8,50.0,1,1,100,0,2,2,2,1,0,0,1,13
John Henson,CLE,vs.WAS,01/23/2020,L,13,3,1,4,25.0,1,2,50.0,0,2,0.0,0,1,1,3,0,0,1,3,-7
Larry Nance Jr.,CLE,vs.WAS,01/23/2020,L,28,22,10,14,71.4,2,2,100,0,0,-,5,7,12,3,0,0,0,1,-5
Jordan McRae,WAS,@CLE,01/23/2020,W,18,4,2,8,25.0,0,2,0.0,0,2,0.0,0,0,0,2,0,0,0,2,0
Dante Exum,CLE,vs.WAS,01/23/2020,L,15,2,1,3,33.3,0,2,0.0,0,0,-,1,3,4,0,1,0,0,0,-28
Matthew Dellavedova,CLE,vs.WAS,01/23/2020,L,6,0,0,1,0.0,0,0,-,0,0,-,0,1,1,2,0,0,1,0,5
Tristan Thompson,CLE,vs.WAS,01/23/2020,L,21,6,3,6,50.0,0,0,-,0,0,-,2,1,3,1,0,0,2,3,-6
Kevin Love,CLE,vs.WAS,01/23/2020,L,34,21,8,19,42.1,3,9,33.3,2,3,66.7,0,5,5,2,2,0,0,2,-6
Avery Bradley,LAL,@BKN,01/23/2020,W,20,2,1,8,12.5,0,5,0.0,0,0,-,0,1,1,1,1,0,1,1,10
LeBron James,LAL,@BKN,01/23/2020,W,34,27,11,19,57.9,3,6,50.0,2,2,100,2,9,11,10,1,1,5,0,26
Dwight Howard,LAL,@BKN,01/23/2020,W,23,14,7,10,70.0,0,0,-,0,3,0.0,6,6,12,1,2,1,1,1,1
Alex Caruso,LAL,@BKN,01/23/2020,W,10,8,3,5,60.0,2,2,100,0,0,-,0,2,2,1,0,0,0,1,0
Quinn Cook,LAL,@BKN,01/23/2020,W,3,2,1,4,25.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-1
Troy Daniels,LAL,@BKN,01/23/2020,W,8,3,1,3,33.3,0,1,0.0,1,1,100,1,0,1,1,0,1,0,0,-11
Anthony Davis,LAL,@BKN,01/23/2020,W,27,16,4,9,44.4,1,3,33.3,7,8,87.5,1,10,11,2,1,1,2,3,6
Danny Green,LAL,@BKN,01/23/2020,W,19,14,5,9,55.6,4,7,57.1,0,0,-,0,1,1,0,2,1,0,3,8
Kyrie Irving,BKN,vs.LAL,01/23/2020,L,33,20,7,17,41.2,3,6,50.0,3,4,75.0,1,2,3,4,2,1,4,2,-26
Joe Harris,BKN,vs.LAL,01/23/2020,L,26,6,2,6,33.3,2,5,40.0,0,0,-,0,2,2,2,1,1,3,0,-2
Taurean Prince,BKN,vs.LAL,01/23/2020,L,29,18,6,13,46.2,3,7,42.9,3,4,75.0,1,2,3,4,3,0,3,3,-14
Timothe Luwawu-Cabarrot,BKN,vs.LAL,01/23/2020,L,4,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,0,4
Theo Pinson,BKN,vs.LAL,01/23/2020,L,4,5,2,2,100,1,1,100,0,0,-,0,0,0,0,1,0,0,0,4
Dzanan Musa,BKN,vs.LAL,01/23/2020,L,4,0,0,3,0.0,0,1,0.0,0,0,-,0,2,2,1,0,0,1,1,4
Rodions Kurucs,BKN,vs.LAL,01/23/2020,L,11,8,3,3,100,2,2,100,0,0,-,0,1,1,1,0,0,1,0,9
Chris Chiozza,BKN,vs.LAL,01/23/2020,L,4,0,0,1,0.0,0,0,-,0,0,-,0,1,1,1,1,0,0,0,4
Wilson Chandler,BKN,vs.LAL,01/23/2020,L,22,15,5,7,71.4,4,6,66.7,1,1,100,0,3,3,1,1,0,1,4,-1
Jarrett Allen,BKN,vs.LAL,01/23/2020,L,30,7,3,8,37.5,0,1,0.0,1,2,50.0,2,6,8,0,0,1,0,3,-24
Spencer Dinwiddie,BKN,vs.LAL,01/23/2020,L,30,7,3,9,33.3,1,6,16.7,0,0,-,2,5,7,13,1,0,1,1,-7
Jared Dudley,LAL,@BKN,01/23/2020,W,17,8,3,6,50.0,2,3,66.7,0,0,-,1,4,5,0,2,1,0,0,12
Garrett Temple,BKN,vs.LAL,01/23/2020,L,18,11,4,8,50.0,3,6,50.0,0,0,-,2,4,6,0,1,0,1,1,-21
Caris LeVert,BKN,vs.LAL,01/23/2020,L,23,16,5,13,38.5,2,4,50.0,4,4,100,0,4,4,3,1,0,1,2,-5
Kentavious Caldwell-Pope,LAL,@BKN,01/23/2020,W,28,11,3,5,60.0,3,3,100,2,3,66.7,0,2,2,1,0,0,2,1,5
Kyle Kuzma,LAL,@BKN,01/23/2020,W,28,16,5,9,55.6,3,5,60.0,3,3,100,0,2,2,1,0,0,2,2,11
Rajon Rondo,LAL,@BKN,01/23/2020,W,23,7,3,7,42.9,1,3,33.3,0,0,-,0,4,4,10,0,0,2,3,8
Brandon Ingram,NOP,vs.SAS,01/22/2020,L,34,22,6,22,27.3,2,8,25.0,8,11,72.7,0,3,3,2,1,0,2,2,-9
Jaxson Hayes,NOP,vs.SAS,01/22/2020,L,16,9,3,4,75.0,0,0,-,3,3,100,0,3,3,1,0,1,1,2,-10
Nickeil Alexander-Walker,NOP,vs.SAS,01/22/2020,L,5,2,1,3,33.3,0,0,-,0,0,-,0,1,1,1,0,0,0,1,-9
Nicolo Melli,NOP,vs.SAS,01/22/2020,L,1,0,0,0,-,0,0,-,0,0,-,1,0,1,0,0,0,0,1,-2
LaMarcus Aldridge,SAS,@NOP,01/22/2020,W,35,32,12,20,60.0,1,4,25.0,7,8,87.5,6,8,14,2,1,2,3,5,1
Rudy Gay,SAS,@NOP,01/22/2020,W,9,0,0,2,0.0,0,0,-,0,0,-,1,1,2,0,0,0,1,1,9
Trey Lyles,SAS,@NOP,01/22/2020,W,16,5,2,3,66.7,1,2,50.0,0,0,-,0,3,3,0,1,0,1,4,9
Dejounte Murray,SAS,@NOP,01/22/2020,W,24,13,5,11,45.5,1,2,50.0,2,3,66.7,0,5,5,2,1,0,1,1,1
Bryn Forbes,SAS,@NOP,01/22/2020,W,24,11,4,8,50.0,2,5,40.0,1,2,50.0,0,1,1,1,0,0,1,1,1
Lonnie Walker IV,SAS,@NOP,01/22/2020,W,13,6,2,4,50.0,1,1,100,1,2,50.0,0,1,1,0,1,0,0,1,-2
Derrick White,SAS,@NOP,01/22/2020,W,27,12,4,9,44.4,1,3,33.3,3,4,75.0,1,3,4,7,1,0,1,2,1
Jakob Poeltl,SAS,@NOP,01/22/2020,W,13,6,2,3,66.7,0,0,-,2,2,100,0,5,5,3,1,2,1,3,3
Josh Hart,NOP,vs.SAS,01/22/2020,L,25,10,3,6,50.0,2,5,40.0,2,2,100,0,5,5,1,0,1,1,4,-1
Zion Williamson,NOP,vs.SAS,01/22/2020,L,18,22,8,11,72.7,4,4,100,2,4,50.0,2,5,7,3,0,0,5,1,3
DeMar DeRozan,SAS,@NOP,01/22/2020,W,36,20,8,16,50.0,0,0,-,4,4,100,1,4,5,1,1,0,1,3,-6
E'Twaun Moore,NOP,vs.SAS,01/22/2020,L,14,5,2,6,33.3,1,4,25.0,0,0,-,0,0,0,1,0,0,0,1,5
Lonzo Ball,NOP,vs.SAS,01/22/2020,L,39,14,4,8,50.0,3,6,50.0,3,4,75.0,2,6,8,12,3,0,3,2,7
Marco Belinelli,SAS,@NOP,01/22/2020,W,17,8,3,4,75.0,2,2,100,0,0,-,0,1,1,0,0,0,0,1,0
Patty Mills,SAS,@NOP,01/22/2020,W,24,8,3,9,33.3,2,8,25.0,0,0,-,0,3,3,1,0,0,1,1,3
Frank Jackson,NOP,vs.SAS,01/22/2020,L,8,0,0,1,0.0,0,1,0.0,0,0,-,1,0,1,0,0,0,0,0,6
Derrick Favors,NOP,vs.SAS,01/22/2020,L,23,11,5,7,71.4,0,0,-,1,1,100,1,9,10,0,1,0,1,4,0
Jrue Holiday,NOP,vs.SAS,01/22/2020,L,35,12,4,11,36.4,1,5,20.0,3,4,75.0,1,1,2,4,1,1,0,2,-6
JJ Redick,NOP,vs.SAS,01/22/2020,L,22,10,3,5,60.0,1,3,33.3,3,3,100,0,0,0,1,0,0,1,1,-4
Mike Scott,PHI,@TOR,01/22/2020,L,15,6,2,7,28.6,2,5,40.0,0,0,-,1,2,3,0,1,0,0,1,-2
Norvel Pelle,PHI,@TOR,01/22/2020,L,12,1,0,2,0.0,0,0,-,1,2,50.0,1,3,4,0,0,2,1,1,-6
Tobias Harris,PHI,@TOR,01/22/2020,L,41,22,7,18,38.9,4,10,40.0,4,5,80.0,0,6,6,4,1,2,1,3,-9
Fred VanVleet,TOR,vs.PHI,01/22/2020,W,42,22,8,17,47.1,6,7,85.7,0,1,0.0,2,3,5,8,1,0,3,4,2
Raul Neto,PHI,@TOR,01/22/2020,L,12,3,1,3,33.3,1,1,100,0,0,-,0,2,2,2,0,0,0,2,-3
Furkan Korkmaz,PHI,@TOR,01/22/2020,L,27,17,6,13,46.2,4,8,50.0,1,2,50.0,0,2,2,1,0,2,0,4,-2
Rondae Hollis-Jefferson,TOR,vs.PHI,01/22/2020,W,14,0,0,3,0.0,0,1,0.0,0,0,-,1,1,2,2,0,0,0,1,11
Norman Powell,TOR,vs.PHI,01/22/2020,W,28,18,6,11,54.5,1,5,20.0,5,6,83.3,0,8,8,0,0,1,1,3,23
Terence Davis,TOR,vs.PHI,01/22/2020,W,13,0,0,1,0.0,0,0,-,0,0,-,1,5,6,3,0,0,1,1,11
Shake Milton,PHI,@TOR,01/22/2020,L,23,9,3,10,30.0,3,6,50.0,0,0,-,1,3,4,2,0,0,1,4,-7
Serge Ibaka,TOR,vs.PHI,01/22/2020,W,27,16,6,9,66.7,2,3,66.7,2,3,66.7,0,7,7,2,2,0,0,3,24
Al Horford,PHI,@TOR,01/22/2020,L,36,7,3,11,27.3,1,6,16.7,0,0,-,2,8,10,7,2,0,0,0,-6
Patrick McCaw,TOR,vs.PHI,01/22/2020,W,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Ben Simmons,PHI,@TOR,01/22/2020,L,38,17,5,7,71.4,0,0,-,7,9,77.8,2,8,10,8,2,0,8,3,-14
Pascal Siakam,TOR,vs.PHI,01/22/2020,W,34,18,8,23,34.8,1,8,12.5,1,2,50.0,2,13,15,3,1,0,2,3,-1
Kyle Lowry,TOR,vs.PHI,01/22/2020,W,35,16,5,12,41.7,0,5,0.0,6,9,66.7,0,3,3,4,0,0,2,1,6
Matisse Thybulle,PHI,@TOR,01/22/2020,L,27,13,5,12,41.7,3,9,33.3,0,0,-,0,2,2,0,2,0,2,5,-11
Josh Richardson,PHI,@TOR,01/22/2020,L,4,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,1
James Ennis III,PHI,@TOR,01/22/2020,L,6,0,0,1,0.0,0,1,0.0,0,0,-,1,1,2,1,0,0,0,0,-1
Marc Gasol,TOR,vs.PHI,01/22/2020,W,25,17,7,7,100,3,3,100,0,0,-,1,4,5,3,1,0,2,1,-3
OG Anunoby,TOR,vs.PHI,01/22/2020,W,21,0,0,3,0.0,0,1,0.0,0,0,-,1,1,2,2,1,1,1,2,-13
Montrezl Harrell,LAC,@ATL,01/22/2020,L,33,30,12,23,52.2,0,1,0.0,6,13,46.2,2,5,7,0,1,3,4,1,-9
Landry Shamet,LAC,@ATL,01/22/2020,L,36,13,4,10,40.0,2,6,33.3,3,4,75.0,0,2,2,0,2,1,1,3,-8
Rodney McGruder,LAC,@ATL,01/22/2020,L,24,7,2,7,28.6,0,1,0.0,3,6,50.0,1,5,6,1,1,0,0,2,2
Derrick Walton Jr.,LAC,@ATL,01/22/2020,L,7,1,0,0,-,0,0,-,1,2,50.0,0,0,0,1,0,0,0,0,1
Ivica Zubac,LAC,@ATL,01/22/2020,L,15,11,5,6,83.3,0,0,-,1,2,50.0,2,4,6,2,0,0,0,1,2
Maurice Harkless,LAC,@ATL,01/22/2020,L,27,6,2,3,66.7,0,0,-,2,2,100,1,4,5,1,0,0,4,2,0
Patrick Patterson,LAC,@ATL,01/22/2020,L,7,2,0,1,0.0,0,1,0.0,2,2,100,0,2,2,1,0,0,0,1,0
Lou Williams,LAC,@ATL,01/22/2020,L,35,18,6,19,31.6,0,7,0.0,6,6,100,0,6,6,7,0,0,3,2,-4
Cam Reddish,ATL,vs.LAC,01/22/2020,W,27,10,3,9,33.3,0,3,0.0,4,5,80.0,1,7,8,1,0,0,2,5,1
Kevin Huerter,ATL,vs.LAC,01/22/2020,W,36,12,5,14,35.7,2,6,33.3,0,0,-,1,6,7,3,1,0,1,3,17
Bruno Fernando,ATL,vs.LAC,01/22/2020,W,19,6,2,7,28.6,0,0,-,2,2,100,6,3,9,1,2,2,2,3,10
JaMychal Green,LAC,@ATL,01/22/2020,L,22,3,1,3,33.3,1,2,50.0,0,0,-,2,4,6,0,1,1,0,4,-8
De'Andre Hunter,ATL,vs.LAC,01/22/2020,W,36,8,3,16,18.8,1,6,16.7,1,2,50.0,1,3,4,1,1,0,3,3,-2
Brandon Goodwin,ATL,vs.LAC,01/22/2020,W,20,19,6,14,42.9,3,4,75.0,4,4,100,0,3,3,3,0,0,1,3,3
John Collins,ATL,vs.LAC,01/22/2020,W,36,33,12,22,54.5,3,6,50.0,6,6,100,7,9,16,2,3,1,0,3,24
Jerome Robinson,LAC,@ATL,01/22/2020,L,19,3,1,5,20.0,1,3,33.3,0,0,-,0,5,5,4,0,1,1,2,-2
Terance Mann,LAC,@ATL,01/22/2020,L,15,1,0,1,0.0,0,0,-,1,2,50.0,0,0,0,2,0,2,1,2,-9
Jeff Teague,ATL,vs.LAC,01/22/2020,W,25,3,1,7,14.3,1,2,50.0,0,0,-,1,2,3,8,0,0,1,4,8
Vince Carter,ATL,vs.LAC,01/22/2020,W,13,3,1,6,16.7,1,5,20.0,0,0,-,1,2,3,2,0,0,2,0,-1
Alex Len,ATL,vs.LAC,01/22/2020,W,20,7,3,6,50.0,0,2,0.0,1,2,50.0,3,4,7,0,1,0,2,4,-21
Treveon Graham,ATL,vs.LAC,01/22/2020,W,8,1,0,1,0.0,0,1,0.0,1,2,50.0,2,1,3,0,0,0,0,1,-3
Damian Jones,ATL,vs.LAC,01/22/2020,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,1,2,-1
Meyers Leonard,MIA,vs.WAS,01/22/2020,W,14,3,1,3,33.3,0,0,-,1,2,50.0,0,3,3,0,0,1,1,3,-9
Kelly Olynyk,MIA,vs.WAS,01/22/2020,W,21,14,5,7,71.4,2,3,66.7,2,2,100,1,4,5,2,1,0,0,2,6
Duncan Robinson,MIA,vs.WAS,01/22/2020,W,16,13,4,7,57.1,4,7,57.1,1,2,50.0,0,2,2,0,0,0,1,2,-5
Isaiah Thomas,WAS,@MIA,01/22/2020,L,24,14,5,11,45.5,3,7,42.9,1,2,50.0,1,3,4,3,1,0,3,2,-2
Thomas Bryant,WAS,@MIA,01/22/2020,L,17,6,3,4,75.0,0,0,-,0,0,-,0,6,6,2,0,2,0,1,1
Troy Brown Jr.,WAS,@MIA,01/22/2020,L,20,9,4,8,50.0,0,2,0.0,1,2,50.0,0,3,3,4,1,0,1,3,-16
Bam Adebayo,MIA,vs.WAS,01/22/2020,W,34,6,3,8,37.5,0,0,-,0,1,0.0,1,7,8,2,0,1,4,2,-4
Ian Mahinmi,WAS,@MIA,01/22/2020,L,35,10,3,8,37.5,0,1,0.0,4,5,80.0,3,7,10,4,1,2,0,3,-5
Ish Smith,WAS,@MIA,01/22/2020,L,28,7,3,6,50.0,1,1,100,0,0,-,0,1,1,1,0,0,1,1,-2
Derrick Jones Jr.,MIA,vs.WAS,01/22/2020,W,29,6,3,6,50.0,0,1,0.0,0,0,-,1,3,4,0,0,1,0,1,9
Kendrick Nunn,MIA,vs.WAS,01/22/2020,W,26,14,5,10,50.0,2,4,50.0,2,2,100,1,3,4,1,0,0,2,1,-4
Isaac Bonga,WAS,@MIA,01/22/2020,L,20,5,2,3,66.7,1,2,50.0,0,0,-,0,2,2,0,2,0,3,3,-1
Goran Dragic,MIA,vs.WAS,01/22/2020,W,30,22,7,12,58.3,1,4,25.0,7,7,100,1,5,6,10,1,0,4,1,13
Gary Payton II,WAS,@MIA,01/22/2020,L,15,2,1,2,50.0,0,1,0.0,0,0,-,0,1,1,2,2,0,0,3,8
Tyler Herro,MIA,vs.WAS,01/22/2020,W,33,25,8,14,57.1,7,9,77.8,2,2,100,0,3,3,2,1,0,0,1,11
Jordan McRae,WAS,@MIA,01/22/2020,L,34,14,5,15,33.3,2,8,25.0,2,2,100,1,2,3,5,1,0,0,5,-9
Bradley Beal,WAS,@MIA,01/22/2020,L,38,38,16,24,66.7,2,8,25.0,4,4,100,1,8,9,5,1,0,2,5,4
Davis Bertans,WAS,@MIA,01/22/2020,L,32,24,8,18,44.4,4,12,33.3,4,5,80.0,1,0,1,4,1,1,1,3,-5
Jimmy Butler,MIA,vs.WAS,01/22/2020,W,34,24,4,10,40.0,0,1,0.0,16,18,88.9,1,6,7,10,0,1,2,2,1
James Johnson,MIA,vs.WAS,01/22/2020,W,29,7,3,8,37.5,1,4,25.0,0,0,-,0,1,1,2,0,2,2,3,7
Johnathan Williams,WAS,@MIA,01/22/2020,L,1,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,2
Svi Mykhailiuk,DET,vs.SAC,01/22/2020,W,29,13,3,4,75.0,2,3,66.7,5,5,100,1,2,3,0,1,1,3,4,24
Harrison Barnes,SAC,@DET,01/22/2020,L,35,8,3,9,33.3,1,2,50.0,1,2,50.0,1,7,8,0,0,1,0,1,-10
Derrick Rose,DET,vs.SAC,01/22/2020,W,30,22,8,17,47.1,0,1,0.0,6,7,85.7,0,6,6,11,0,0,1,4,0
Thon Maker,DET,vs.SAC,01/22/2020,W,23,10,1,2,50.0,0,0,-,8,11,72.7,2,8,10,1,1,2,3,3,7
Markieff Morris,DET,vs.SAC,01/22/2020,W,27,13,4,12,33.3,3,6,50.0,2,2,100,0,11,11,1,0,0,2,2,16
Cory Joseph,SAC,@DET,01/22/2020,L,16,3,1,1,100,0,0,-,1,2,50.0,0,2,2,1,1,0,0,1,-12
Anthony Tolliver,SAC,@DET,01/22/2020,L,6,0,0,2,0.0,0,2,0.0,0,0,-,0,0,0,1,0,0,0,1,-2
Sekou Doumbouya,DET,vs.SAC,01/22/2020,W,21,4,1,4,25.0,0,3,0.0,2,2,100,0,7,7,0,0,1,3,1,5
Tony Snell,DET,vs.SAC,01/22/2020,W,33,6,2,3,66.7,2,3,66.7,0,0,-,0,3,3,1,0,0,0,1,5
Christian Wood,DET,vs.SAC,01/22/2020,W,25,23,7,7,100,0,0,-,9,11,81.8,0,3,3,1,1,0,3,1,14
Harry Giles III,SAC,@DET,01/22/2020,L,11,3,1,2,50.0,0,0,-,1,2,50.0,1,3,4,3,1,0,1,1,-12
Yogi Ferrell,SAC,@DET,01/22/2020,L,8,2,1,3,33.3,0,1,0.0,0,0,-,0,0,0,0,0,0,0,1,1
Dewayne Dedmon,SAC,@DET,01/22/2020,L,31,13,6,13,46.2,1,4,25.0,0,0,-,4,6,10,2,0,0,1,5,-9
Bogdan Bogdanovic,SAC,@DET,01/22/2020,L,26,19,8,17,47.1,3,8,37.5,0,0,-,1,1,2,3,0,0,2,1,-17
Justin James,SAC,@DET,01/22/2020,L,2,1,0,0,-,0,0,-,1,2,50.0,0,0,0,0,1,0,0,0,-2
DaQuan Jeffries,SAC,@DET,01/22/2020,L,2,0,0,2,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,2,-2
Nemanja Bjelica,SAC,@DET,01/22/2020,L,29,14,6,12,50.0,1,4,25.0,1,1,100,4,5,9,5,1,0,3,3,-7
Buddy Hield,SAC,@DET,01/22/2020,L,29,14,6,16,37.5,2,9,22.2,0,1,0.0,0,4,4,5,2,0,1,5,-12
Jordan Bone,DET,vs.SAC,01/22/2020,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,2
Kent Bazemore,SAC,@DET,01/22/2020,L,16,7,2,4,50.0,1,2,50.0,2,4,50.0,1,2,3,0,1,0,1,4,-11
Langston Galloway,DET,vs.SAC,01/22/2020,W,29,14,5,10,50.0,2,6,33.3,2,3,66.7,0,1,1,0,4,0,1,2,5
Louis King,DET,vs.SAC,01/22/2020,W,2,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,1,2
De'Aaron Fox,SAC,@DET,01/22/2020,L,30,22,8,17,47.1,1,2,50.0,5,9,55.6,0,3,3,3,3,0,1,3,-10
Reggie Jackson,DET,vs.SAC,01/22/2020,W,19,22,8,14,57.1,3,7,42.9,3,3,100,0,3,3,4,2,0,1,0,25
Clint Capela,HOU,vs.DEN,01/22/2020,W,34,14,7,14,50.0,0,0,-,0,1,0.0,8,3,11,2,0,5,1,1,9
Jarred Vanderbilt,DEN,@HOU,01/22/2020,L,8,2,1,1,100,0,0,-,0,0,-,0,1,1,0,0,0,2,1,0
Michael Frazier,HOU,vs.DEN,01/22/2020,W,6,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,1,0,0,2,-8
Thabo Sefolosha,HOU,vs.DEN,01/22/2020,W,3,0,0,0,-,0,0,-,0,0,-,0,3,3,1,0,0,1,0,0
James Harden,HOU,vs.DEN,01/22/2020,W,31,27,6,13,46.2,2,6,33.3,13,15,86.7,1,4,5,5,2,0,3,3,7
Monte Morris,DEN,@HOU,01/22/2020,L,29,11,4,7,57.1,2,4,50.0,1,1,100,0,2,2,3,3,0,1,2,-1
Nikola Jokic,DEN,@HOU,01/22/2020,L,34,19,8,19,42.1,0,1,0.0,3,6,50.0,4,8,12,10,1,1,6,2,-9
Will Barton,DEN,@HOU,01/22/2020,L,38,8,3,14,21.4,2,6,33.3,0,0,-,1,2,3,6,2,1,2,3,-17
Ben McLemore,HOU,vs.DEN,01/22/2020,W,18,2,1,3,33.3,0,1,0.0,0,0,-,0,1,1,1,0,0,2,1,-10
Isaiah Hartenstein,HOU,vs.DEN,01/22/2020,W,4,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-7
Chris Clemons,HOU,vs.DEN,01/22/2020,W,4,2,1,2,50.0,0,1,0.0,0,0,-,0,0,0,1,0,0,2,0,-7
Juancho Hernangomez,DEN,@HOU,01/22/2020,L,14,4,1,1,100,0,0,-,2,2,100,1,3,4,1,0,0,0,1,-18
Jerami Grant,DEN,@HOU,01/22/2020,L,35,17,7,17,41.2,2,4,50.0,1,1,100,4,3,7,1,3,2,0,1,-6
Danuel House Jr.,HOU,vs.DEN,01/22/2020,W,25,2,1,5,20.0,0,2,0.0,0,0,-,0,4,4,1,0,0,0,0,28
Malik Beasley,DEN,@HOU,01/22/2020,L,31,12,4,10,40.0,1,5,20.0,3,3,100,0,0,0,1,0,0,1,4,-14
Torrey Craig,DEN,@HOU,01/22/2020,L,27,14,6,10,60.0,1,3,33.3,1,2,50.0,2,5,7,0,2,2,1,5,-6
Russell Westbrook,HOU,vs.DEN,01/22/2020,W,34,28,11,25,44.0,0,0,-,6,7,85.7,6,10,16,8,4,1,5,2,25
PJ Dozier,DEN,@HOU,01/22/2020,L,21,15,7,12,58.3,1,4,25.0,0,0,-,1,2,3,2,0,0,1,2,-16
P.J. Tucker,HOU,vs.DEN,01/22/2020,W,31,8,3,9,33.3,2,6,33.3,0,0,-,3,6,9,4,1,0,0,4,13
Austin Rivers,HOU,vs.DEN,01/22/2020,W,21,11,3,5,60.0,3,4,75.0,2,2,100,0,4,4,1,2,0,2,1,8
Eric Gordon,HOU,vs.DEN,01/22/2020,W,29,25,8,11,72.7,6,8,75.0,3,3,100,0,0,0,2,0,1,1,2,22
Vlatko Cancar,DEN,@HOU,01/22/2020,L,3,3,1,1,100,1,1,100,0,0,-,0,1,1,1,1,0,1,0,7
Nikola Vucevic,ORL,vs.OKC,01/22/2020,L,35,24,10,20,50.0,3,7,42.9,1,1,100,3,8,11,5,3,1,2,5,-6
Aaron Gordon,ORL,vs.OKC,01/22/2020,L,35,14,6,13,46.2,2,4,50.0,0,2,0.0,4,4,8,3,1,0,0,3,-8
Markelle Fultz,ORL,vs.OKC,01/22/2020,L,32,11,4,7,57.1,1,1,100,2,2,100,0,5,5,6,0,0,2,2,-5
Michael Carter-Williams,ORL,vs.OKC,01/22/2020,L,19,15,6,12,50.0,1,2,50.0,2,3,66.7,1,1,2,3,1,1,2,4,5
Mike Muscala,OKC,@ORL,01/22/2020,W,18,14,5,6,83.3,4,4,100,0,0,-,0,1,1,1,0,0,2,2,-7
Terrence Ross,ORL,vs.OKC,01/22/2020,L,29,26,8,16,50.0,5,11,45.5,5,5,100,0,3,3,2,2,0,1,4,-4
Khem Birch,ORL,vs.OKC,01/22/2020,L,13,4,2,4,50.0,0,0,-,0,0,-,3,2,5,0,0,0,0,0,4
Mo Bamba,ORL,vs.OKC,01/22/2020,L,13,2,1,2,50.0,0,1,0.0,0,0,-,0,2,2,1,0,1,0,0,0
Shai Gilgeous-Alexander,OKC,@ORL,01/22/2020,W,38,18,7,10,70.0,0,0,-,4,5,80.0,0,12,12,1,3,3,3,4,9
Evan Fournier,ORL,vs.OKC,01/22/2020,L,36,12,5,12,41.7,1,6,16.7,1,1,100,0,1,1,6,1,0,7,3,-12
Darius Bazley,OKC,@ORL,01/22/2020,W,17,2,1,2,50.0,0,0,-,0,0,-,0,1,1,1,0,2,0,1,1
Hamidou Diallo,OKC,@ORL,01/22/2020,W,18,4,2,3,66.7,0,0,-,0,0,-,0,3,3,1,0,0,1,0,1
Dennis Schroder,OKC,@ORL,01/22/2020,W,33,31,13,18,72.2,3,4,75.0,2,3,66.7,0,3,3,9,0,0,1,1,2
Luguentz Dort,OKC,@ORL,01/22/2020,W,26,6,2,4,50.0,0,0,-,2,2,100,0,0,0,2,2,0,1,4,-4
Nerlens Noel,OKC,@ORL,01/22/2020,W,30,14,7,10,70.0,0,1,0.0,0,0,-,0,7,7,0,1,2,3,3,13
Danilo Gallinari,OKC,@ORL,01/22/2020,W,32,12,4,11,36.4,2,7,28.6,2,2,100,0,6,6,1,1,0,1,0,5
Chris Paul,OKC,@ORL,01/22/2020,W,29,19,5,12,41.7,0,3,0.0,9,11,81.8,0,3,3,6,3,0,3,2,10
Gary Clark,ORL,vs.OKC,01/22/2020,L,4,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-11
Wes Iwundu,ORL,vs.OKC,01/22/2020,L,25,6,2,6,33.3,1,3,33.3,1,2,50.0,0,2,2,0,1,0,0,4,7
Brad Wanamaker,BOS,vs.MEM,01/22/2020,W,25,10,5,11,45.5,0,3,0.0,0,0,-,0,3,3,3,1,0,0,0,-7
Solomon Hill,MEM,@BOS,01/22/2020,L,21,13,4,6,66.7,3,4,75.0,2,3,66.7,0,2,2,2,1,0,0,0,5
Kyle Anderson,MEM,@BOS,01/22/2020,L,14,10,4,7,57.1,0,1,0.0,2,2,100,0,0,0,2,2,0,0,1,5
Tyus Jones,MEM,@BOS,01/22/2020,L,17,3,1,4,25.0,1,1,100,0,0,-,0,1,1,4,0,0,0,0,-17
Carsen Edwards,BOS,vs.MEM,01/22/2020,W,12,7,3,5,60.0,1,2,50.0,0,0,-,0,1,1,2,1,0,2,0,-12
Grant Williams,BOS,vs.MEM,01/22/2020,W,12,2,1,3,33.3,0,0,-,0,0,-,1,2,3,1,0,1,1,2,-12
Jonas Valanciunas,MEM,@BOS,01/22/2020,L,26,16,7,13,53.8,1,2,50.0,1,2,50.0,3,10,13,1,2,2,0,2,3
Marko Guduric,MEM,@BOS,01/22/2020,L,11,2,0,1,0.0,0,1,0.0,2,2,100,0,2,2,0,0,1,1,1,12
