Player,Team,Match-up,Date,W/L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Tyrese Maxey,PHI,@CLE,12/27/2020,L,22,6,3,8,37.5,0,2,0.0,0,0,-,0,0,0,1,1,0,1,1,-14
Matisse Thybulle,PHI,@CLE,12/27/2020,L,8,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,1,-4
Darius Garland,CLE,vs.PHI,12/27/2020,W,29,14,7,15,46.7,0,3,0.0,0,0,-,0,0,0,7,2,0,2,2,21
Shake Milton,PHI,@CLE,12/27/2020,L,22,6,2,6,33.3,1,3,33.3,1,2,50.0,0,1,1,2,0,0,1,2,-22
Furkan Korkmaz,PHI,@CLE,12/27/2020,L,17,4,1,8,12.5,0,5,0.0,2,2,100,0,2,2,2,1,0,1,0,-23
Cedi Osman,CLE,vs.PHI,12/27/2020,W,22,14,5,8,62.5,2,4,50.0,2,2,100,0,2,2,2,1,1,1,4,20
Larry Nance Jr.,CLE,vs.PHI,12/27/2020,W,35,13,5,6,83.3,3,4,75.0,0,0,-,1,3,4,5,2,0,4,3,19
Dante Exum,CLE,vs.PHI,12/27/2020,W,23,6,3,5,60.0,0,1,0.0,0,0,-,1,3,4,6,2,0,1,5,29
Mike Scott,PHI,@CLE,12/27/2020,L,19,12,4,8,50.0,3,7,42.9,1,2,50.0,2,1,3,0,1,0,3,2,-8
Andre Drummond,CLE,vs.PHI,12/27/2020,W,26,24,11,18,61.1,0,0,-,2,4,50.0,6,8,14,3,3,2,1,1,27
Jaden McDaniels,MIN,@LAL,12/27/2020,L,8,6,2,3,66.7,2,3,66.7,0,0,-,0,1,1,0,2,1,0,2,0
Anthony Edwards,MIN,@LAL,12/27/2020,L,29,15,6,21,28.6,1,9,11.1,2,2,100,2,2,4,2,1,0,1,2,-14
LeBron James,LAL,vs.MIN,12/27/2020,W,26,18,6,13,46.2,1,5,20.0,5,7,71.4,0,9,9,5,1,0,4,1,16
Jared Dudley,LAL,vs.MIN,12/27/2020,W,8,3,1,1,100,1,1,100,0,0,-,0,2,2,0,0,0,0,0,0
Marc Gasol,LAL,vs.MIN,12/27/2020,W,21,12,4,4,100,3,3,100,1,1,100,2,5,7,8,0,4,3,2,24
Wesley Matthews,LAL,vs.MIN,12/27/2020,W,18,4,2,4,50.0,0,2,0.0,0,1,0.0,0,1,1,2,0,1,1,1,16
Markieff Morris,LAL,vs.MIN,12/27/2020,W,15,7,3,7,42.9,1,4,25.0,0,0,-,1,5,6,1,0,2,1,3,1
Dennis Schroder,LAL,vs.MIN,12/27/2020,W,25,11,5,10,50.0,0,3,0.0,1,1,100,0,4,4,4,1,0,3,3,35
Kentavious Caldwell-Pope,LAL,vs.MIN,12/27/2020,W,23,8,3,3,100,0,0,-,2,3,66.7,0,2,2,2,1,0,0,1,29
Montrezl Harrell,LAL,vs.MIN,12/27/2020,W,20,12,6,10,60.0,0,1,0.0,0,0,-,0,1,1,2,1,1,1,2,12
Quinn Cook,LAL,vs.MIN,12/27/2020,W,9,5,2,5,40.0,0,3,0.0,1,1,100,0,1,1,2,0,0,0,0,0
Alex Caruso,LAL,vs.MIN,12/27/2020,W,11,7,3,4,75.0,1,2,50.0,0,0,-,0,2,2,0,0,0,0,1,4
Alfonzo McKinnie,LAL,vs.MIN,12/27/2020,W,8,8,3,3,100,0,0,-,2,2,100,1,1,2,0,0,0,1,1,0
Kyle Kuzma,LAL,vs.MIN,12/27/2020,W,29,20,8,12,66.7,4,6,66.7,0,0,-,1,2,3,3,0,3,1,1,38
Kostas Antetokounmpo,LAL,vs.MIN,12/27/2020,W,8,0,0,2,0.0,0,0,-,0,0,-,0,4,4,0,0,2,2,1,0
Talen Horton-Tucker,LAL,vs.MIN,12/27/2020,W,21,12,4,12,33.3,2,5,40.0,2,2,100,0,2,2,3,2,1,0,2,5
Ricky Rubio,MIN,@LAL,12/27/2020,L,18,9,4,8,50.0,1,4,25.0,0,0,-,1,3,4,4,0,0,0,1,-9
Ed Davis,MIN,@LAL,12/27/2020,L,13,4,2,5,40.0,0,0,-,0,0,-,7,0,7,1,0,1,2,4,-15
D'Angelo Russell,MIN,@LAL,12/27/2020,L,21,4,2,7,28.6,0,1,0.0,0,0,-,0,0,0,3,1,1,7,4,-31
Malik Beasley,MIN,@LAL,12/27/2020,L,24,8,3,9,33.3,0,3,0.0,2,3,66.7,0,5,5,2,1,0,0,0,-19
Jake Layman,MIN,@LAL,12/27/2020,L,15,10,4,8,50.0,0,1,0.0,2,2,100,0,3,3,0,0,0,0,1,-17
Juancho Hernangomez,MIN,@LAL,12/27/2020,L,13,6,2,6,33.3,1,3,33.3,1,3,33.3,2,3,5,0,0,1,0,1,-15
Josh Okogie,MIN,@LAL,12/27/2020,L,11,4,2,4,50.0,0,1,0.0,0,0,-,0,0,0,1,0,0,0,0,-16
Jarred Vanderbilt,MIN,@LAL,12/27/2020,L,15,2,0,3,0.0,0,0,-,2,4,50.0,2,5,7,6,3,1,1,0,1
Jordan McLaughlin,MIN,@LAL,12/27/2020,L,16,4,2,5,40.0,0,2,0.0,0,0,-,0,3,3,1,0,0,0,0,-6
Jarrett Culver,MIN,@LAL,12/27/2020,L,29,8,4,11,36.4,0,4,0.0,0,0,-,2,2,4,0,1,1,5,4,-18
Naz Reid,MIN,@LAL,12/27/2020,L,28,11,5,13,38.5,1,4,25.0,0,0,-,1,4,5,4,2,0,1,5,-21
Chris Paul,PHX,@SAC,12/27/2020,W,27,8,4,10,40.0,0,2,0.0,0,0,-,1,3,4,12,0,0,2,4,-7
Jae Crowder,PHX,@SAC,12/27/2020,W,26,2,1,6,16.7,0,4,0.0,0,0,-,0,3,3,3,0,0,1,1,-4
Langston Galloway,PHX,@SAC,12/27/2020,W,14,9,3,4,75.0,2,3,66.7,1,1,100,0,0,0,0,0,0,0,0,3
Frank Kaminsky,PHX,@SAC,12/27/2020,W,19,11,5,10,50.0,1,2,50.0,0,0,-,1,1,2,2,0,1,1,1,17
Devin Booker,PHX,@SAC,12/27/2020,W,35,20,8,19,42.1,1,6,16.7,3,4,75.0,1,4,5,5,2,1,4,1,16
Cameron Payne,PHX,@SAC,12/27/2020,W,20,7,2,5,40.0,1,2,50.0,2,2,100,0,5,5,6,2,0,0,6,26
Damian Jones,PHX,@SAC,12/27/2020,W,1,0,0,0,-,0,0,-,0,0,-,1,0,1,0,0,0,0,0,-5
Mikal Bridges,PHX,@SAC,12/27/2020,W,36,22,9,15,60.0,4,8,50.0,0,0,-,1,6,7,1,0,1,0,3,8
Jahmi'us Ramsey,SAC,vs.PHX,12/27/2020,L,3,2,1,1,100,0,0,-,0,0,-,0,1,1,0,0,0,0,0,5
Robert Woodard II,SAC,vs.PHX,12/27/2020,L,3,2,1,2,50.0,0,1,0.0,0,2,0.0,0,1,1,0,0,0,1,0,5
De'Aaron Fox,SAC,vs.PHX,12/27/2020,L,27,12,4,12,33.3,0,2,0.0,4,6,66.7,0,0,0,4,0,0,5,5,-9
Richaun Holmes,SAC,vs.PHX,12/27/2020,L,25,8,3,5,60.0,0,0,-,2,2,100,2,9,11,0,2,1,2,4,2
Tyrese Haliburton,SAC,vs.PHX,12/27/2020,L,27,15,5,7,71.4,3,4,75.0,2,2,100,1,0,1,6,0,0,0,2,-10
Justin James,SAC,vs.PHX,12/27/2020,L,3,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,0,5
Glenn Robinson III,SAC,vs.PHX,12/27/2020,L,16,0,0,1,0.0,0,0,-,0,0,-,0,1,1,1,0,0,1,1,-16
Kyle Guy,SAC,vs.PHX,12/27/2020,L,6,5,1,2,50.0,1,1,100,2,2,100,0,2,2,1,0,0,0,0,3
Harrison Barnes,SAC,vs.PHX,12/27/2020,L,29,10,4,6,66.7,0,1,0.0,2,3,66.7,0,7,7,0,0,0,1,1,-8
Marvin Bagley III,SAC,vs.PHX,12/27/2020,L,27,11,5,13,38.5,1,2,50.0,0,0,-,0,8,8,1,1,0,3,4,3
Cory Joseph,SAC,vs.PHX,12/27/2020,L,20,9,2,4,50.0,1,2,50.0,4,4,100,0,2,2,2,1,0,1,2,-10
Buddy Hield,SAC,vs.PHX,12/27/2020,L,34,17,6,16,37.5,3,9,33.3,2,2,100,0,0,0,3,1,1,1,3,-18
Nemanja Bjelica,SAC,vs.PHX,12/27/2020,L,11,3,1,3,33.3,1,1,100,0,0,-,0,3,3,2,0,0,0,0,-5
Hassan Whiteside,SAC,vs.PHX,12/27/2020,L,10,6,3,4,75.0,0,0,-,0,2,0.0,0,2,2,0,0,2,0,1,-11
Ty-Shon Alexander,PHX,@SAC,12/27/2020,W,1,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-5
Cameron Johnson,PHX,@SAC,12/27/2020,W,21,21,7,9,77.8,3,4,75.0,4,4,100,0,1,1,1,1,0,0,1,20
Deandre Ayton,PHX,@SAC,12/27/2020,W,29,11,5,11,45.5,1,2,50.0,0,0,-,3,12,15,4,0,0,1,2,-3
Jevon Carter,PHX,@SAC,12/27/2020,W,10,5,2,4,50.0,1,2,50.0,0,0,-,0,1,1,0,1,0,0,1,-6
Brad Wanamaker,GSW,@CHI,12/27/2020,W,14,2,1,4,25.0,0,2,0.0,0,0,-,0,1,1,5,4,0,2,1,2
Andrew Wiggins,GSW,@CHI,12/27/2020,W,36,19,6,15,40.0,2,3,66.7,5,6,83.3,2,7,9,4,0,1,0,2,4
Kelly Oubre Jr.,GSW,@CHI,12/27/2020,W,30,8,3,16,18.8,0,6,0.0,2,2,100,3,8,11,0,4,0,3,3,9
Kevon Looney,GSW,@CHI,12/27/2020,W,17,8,3,5,60.0,0,0,-,2,2,100,3,1,4,4,0,0,0,2,8
Damion Lee,GSW,@CHI,12/27/2020,W,21,12,4,7,57.1,4,5,80.0,0,0,-,1,1,2,2,2,0,0,4,7
Mychal Mulder,GSW,@CHI,12/27/2020,W,11,7,2,6,33.3,2,5,40.0,1,2,50.0,0,0,0,0,1,0,0,1,0
Juan Toscano-Anderson,GSW,@CHI,12/27/2020,W,19,5,2,3,66.7,1,2,50.0,0,0,-,0,5,5,1,1,0,1,1,-2
Eric Paschall,GSW,@CHI,12/27/2020,W,19,15,4,8,50.0,1,2,50.0,6,7,85.7,1,1,2,2,2,0,1,2,-13
Jordan Poole,GSW,@CHI,12/27/2020,W,13,10,3,7,42.9,2,6,33.3,2,2,100,0,2,2,1,0,0,0,2,-6
James Wiseman,GSW,@CHI,12/27/2020,W,23,7,3,8,37.5,1,1,100,0,0,-,0,3,3,0,1,1,1,4,-4
Garrett Temple,CHI,vs.GSW,12/27/2020,L,19,2,1,5,20.0,0,3,0.0,0,0,-,0,1,1,2,0,0,0,6,-7
Tomas Satoransky,CHI,vs.GSW,12/27/2020,L,23,3,1,3,33.3,0,1,0.0,1,1,100,0,1,1,3,0,0,3,2,-5
Otto Porter Jr.,CHI,vs.GSW,12/27/2020,L,21,12,3,4,75.0,3,4,75.0,3,4,75.0,2,4,6,3,0,0,3,2,-3
Zach LaVine,CHI,vs.GSW,12/27/2020,L,35,33,11,23,47.8,4,12,33.3,7,9,77.8,0,7,7,3,2,2,7,3,-5
Lauri Markkanen,CHI,vs.GSW,12/27/2020,L,29,23,7,13,53.8,4,7,57.1,5,7,71.4,0,7,7,1,1,1,2,1,12
Wendell Carter Jr.,CHI,vs.GSW,12/27/2020,L,31,22,8,9,88.9,1,2,50.0,5,8,62.5,4,9,13,4,0,0,3,3,-4
Chandler Hutchison,CHI,vs.GSW,12/27/2020,L,19,7,3,5,60.0,1,2,50.0,0,0,-,0,8,8,4,1,0,1,2,0
Coby White,CHI,vs.GSW,12/27/2020,L,36,20,8,19,42.1,4,9,44.4,0,0,-,0,7,7,5,0,0,3,1,-6
Patrick Williams,CHI,vs.GSW,12/27/2020,L,26,6,2,5,40.0,0,1,0.0,2,2,100,1,3,4,2,0,3,2,1,6
Stephen Curry,GSW,@CHI,12/27/2020,W,36,36,11,25,44.0,5,15,33.3,9,9,100,0,2,2,6,2,2,4,1,3
Jeff Teague,BOS,@IND,12/27/2020,L,22,9,0,6,0.0,0,0,-,9,10,90.0,0,3,3,2,2,0,1,2,3
Tristan Thompson,BOS,@IND,12/27/2020,L,22,7,3,7,42.9,0,0,-,1,2,50.0,1,7,8,0,0,1,3,1,-2
Marcus Smart,BOS,@IND,12/27/2020,L,32,11,4,8,50.0,2,4,50.0,1,2,50.0,1,2,3,6,2,0,2,1,-4
Jaylen Brown,BOS,@IND,12/27/2020,L,34,18,8,13,61.5,0,1,0.0,2,2,100,0,2,2,4,2,1,2,4,1
Jayson Tatum,BOS,@IND,12/27/2020,L,36,25,9,21,42.9,3,9,33.3,4,4,100,0,11,11,5,0,1,5,1,-3
Semi Ojeleye,BOS,@IND,12/27/2020,L,12,2,1,3,33.3,0,2,0.0,0,0,-,0,1,1,1,0,0,1,1,0
Daniel Theis,BOS,@IND,12/27/2020,L,15,4,2,5,40.0,0,2,0.0,0,0,-,0,4,4,0,1,2,0,0,-5
Robert Williams III,BOS,@IND,12/27/2020,L,22,12,6,7,85.7,0,0,-,0,0,-,2,2,4,1,4,2,1,3,-4
Grant Williams,BOS,@IND,12/27/2020,L,23,6,2,4,50.0,1,2,50.0,1,4,25.0,2,2,4,0,0,0,1,4,0
Payton Pritchard,BOS,@IND,12/27/2020,L,23,13,5,5,100,3,3,100,0,0,-,0,0,0,2,2,0,2,0,6
Justin Holiday,IND,vs.BOS,12/27/2020,W,28,13,5,7,71.4,0,1,0.0,3,3,100,1,3,4,1,1,0,1,5,2
Doug McDermott,IND,vs.BOS,12/27/2020,W,27,16,6,12,50.0,3,7,42.9,1,2,50.0,1,0,1,3,1,0,0,1,-4
T.J. Warren,IND,vs.BOS,12/27/2020,W,38,17,8,14,57.1,0,1,0.0,1,1,100,0,5,5,1,1,0,2,5,2
T.J. McConnell,IND,vs.BOS,12/27/2020,W,19,2,1,2,50.0,0,0,-,0,0,-,0,3,3,7,1,0,3,2,3
Myles Turner,IND,vs.BOS,12/27/2020,W,29,10,3,10,30.0,0,4,0.0,4,4,100,3,4,7,0,2,5,1,2,3
Domantas Sabonis,IND,vs.BOS,12/27/2020,W,41,19,8,18,44.4,2,4,50.0,1,3,33.3,2,8,10,5,0,1,4,2,7
Malcolm Brogdon,IND,vs.BOS,12/27/2020,W,36,25,11,20,55.0,2,7,28.6,1,2,50.0,0,5,5,5,2,0,5,0,-4
Aaron Holiday,IND,vs.BOS,12/27/2020,W,22,6,3,5,60.0,0,2,0.0,0,0,-,1,1,2,1,3,1,0,3,14
D.J. Augustin,MIL,@NYK,12/27/2020,L,14,2,0,6,0.0,0,4,0.0,2,2,100,0,1,1,1,0,0,1,0,-19
Brook Lopez,MIL,@NYK,12/27/2020,L,21,6,2,7,28.6,0,4,0.0,2,2,100,2,0,2,0,1,2,0,3,-20
Jrue Holiday,MIL,@NYK,12/27/2020,L,28,8,4,10,40.0,0,4,0.0,0,0,-,2,2,4,5,2,0,3,0,-9
Khris Middleton,MIL,@NYK,12/27/2020,L,33,22,8,18,44.4,1,6,16.7,5,5,100,1,3,4,5,0,0,0,1,-18
Giannis Antetokounmpo,MIL,@NYK,12/27/2020,L,32,27,9,15,60.0,1,5,20.0,8,13,61.5,2,11,13,5,3,0,3,3,-8
RJ Barrett,NYK,vs.MIL,12/27/2020,W,38,17,7,17,41.2,0,4,0.0,3,4,75.0,2,6,8,4,1,0,2,4,18
Thanasis Antetokounmpo,MIL,@NYK,12/27/2020,L,5,0,0,0,-,0,0,-,0,0,-,2,0,2,0,0,0,0,2,0
Ignas Brazdeikis,NYK,vs.MIL,12/27/2020,W,1,2,0,1,0.0,0,0,-,2,2,100,1,0,1,0,0,0,0,0,-4
Bobby Portis,MIL,@NYK,12/27/2020,L,26,17,7,12,58.3,1,2,50.0,2,2,100,5,2,7,2,1,1,1,5,6
Pat Connaughton,MIL,@NYK,12/27/2020,L,16,4,2,8,25.0,0,5,0.0,0,0,-,1,2,3,1,0,1,0,2,-6
Bryn Forbes,MIL,@NYK,12/27/2020,L,18,1,0,4,0.0,0,1,0.0,1,2,50.0,0,0,0,0,0,0,0,2,-10
D.J. Wilson,MIL,@NYK,12/27/2020,L,7,1,0,0,-,0,0,-,1,2,50.0,1,0,1,0,0,0,0,2,-6
Torrey Craig,MIL,@NYK,12/27/2020,L,3,0,0,0,-,0,0,-,0,0,-,0,0,0,2,0,1,0,0,3
Jared Harper,NYK,vs.MIL,12/27/2020,W,2,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-4
Theo Pinson,NYK,vs.MIL,12/27/2020,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-4
Mitchell Robinson,NYK,vs.MIL,12/27/2020,W,35,9,4,6,66.7,0,0,-,1,1,100,0,6,6,1,2,1,1,2,16
Kevin Knox II,NYK,vs.MIL,12/27/2020,W,26,7,3,8,37.5,1,4,25.0,0,0,-,0,4,4,2,1,1,1,1,14
Frank Ntilikina,NYK,vs.MIL,12/27/2020,W,19,12,4,6,66.7,4,4,100,0,0,-,0,1,1,0,0,0,1,4,6
Julius Randle,NYK,vs.MIL,12/27/2020,W,37,29,8,17,47.1,3,5,60.0,10,11,90.9,3,11,14,7,0,1,2,4,9
Donte DiVincenzo,MIL,@NYK,12/27/2020,L,24,10,4,7,57.1,2,4,50.0,0,1,0.0,0,2,2,1,0,0,1,0,-6
Jordan Nwora,MIL,@NYK,12/27/2020,L,7,9,4,6,66.7,1,2,50.0,0,0,-,0,2,2,0,0,0,2,0,6
Sam Merrill,MIL,@NYK,12/27/2020,L,7,3,1,2,50.0,1,1,100,0,0,-,1,2,3,2,0,0,0,1,6
Alec Burks,NYK,vs.MIL,12/27/2020,W,20,18,5,7,71.4,4,5,80.0,4,5,80.0,0,2,2,5,0,0,1,3,21
Nerlens Noel,NYK,vs.MIL,12/27/2020,W,13,2,1,1,100,0,0,-,0,0,-,1,3,4,0,0,1,3,1,1
Reggie Bullock,NYK,vs.MIL,12/27/2020,W,17,7,2,5,40.0,1,2,50.0,2,2,100,0,3,3,1,0,0,1,2,1
Elfrid Payton,NYK,vs.MIL,12/27/2020,W,29,27,12,16,75.0,3,3,100,0,2,0.0,1,2,3,7,1,0,3,2,15
Devin Vassell,SAS,@NOP,12/27/2020,L,12,0,0,4,0.0,0,2,0.0,0,0,-,0,2,2,1,0,0,0,1,6
JJ Redick,NOP,vs.SAS,12/27/2020,W,20,3,1,8,12.5,0,6,0.0,1,1,100,0,1,1,1,0,0,0,1,-16
Patty Mills,SAS,@NOP,12/27/2020,L,23,10,3,6,50.0,2,4,50.0,2,2,100,0,2,2,3,0,0,1,1,11
Jakob Poeltl,SAS,@NOP,12/27/2020,L,23,8,4,6,66.7,0,0,-,0,0,-,0,8,8,0,0,2,1,3,15
Lonnie Walker IV,SAS,@NOP,12/27/2020,L,34,16,6,14,42.9,4,7,57.1,0,0,-,0,2,2,1,0,1,0,4,-13
Trey Lyles,SAS,@NOP,12/27/2020,L,6,0,0,1,0.0,0,1,0.0,0,0,-,0,2,2,0,0,0,0,0,-6
LaMarcus Aldridge,SAS,@NOP,12/27/2020,L,20,4,2,7,28.6,0,2,0.0,0,0,-,1,3,4,1,0,2,2,3,-16
Brandon Ingram,NOP,vs.SAS,12/27/2020,W,35,28,9,23,39.1,2,5,40.0,8,10,80.0,2,9,11,6,0,1,3,1,15
Steven Adams,NOP,vs.SAS,12/27/2020,W,31,8,4,7,57.1,0,0,-,0,2,0.0,3,6,9,3,0,1,0,1,18
Jaxson Hayes,NOP,vs.SAS,12/27/2020,W,17,6,2,3,66.7,0,0,-,2,2,100,0,4,4,0,0,0,1,4,-15
Zion Williamson,NOP,vs.SAS,12/27/2020,W,38,18,7,22,31.8,0,1,0.0,4,7,57.1,5,6,11,0,5,1,1,3,-1
DeMar DeRozan,SAS,@NOP,12/27/2020,L,31,8,3,12,25.0,0,4,0.0,2,2,100,0,3,3,10,0,1,2,5,-18
Rudy Gay,SAS,@NOP,12/27/2020,L,28,22,9,20,45.0,2,8,25.0,2,2,100,1,5,6,2,2,2,1,2,9
Josh Hart,NOP,vs.SAS,12/27/2020,W,33,12,3,6,50.0,1,2,50.0,5,5,100,1,9,10,0,0,0,0,3,10
Lonzo Ball,NOP,vs.SAS,12/27/2020,W,37,16,7,14,50.0,1,5,20.0,1,2,50.0,1,7,8,5,5,0,2,2,8
Eric Bledsoe,NOP,vs.SAS,12/27/2020,W,28,7,3,11,27.3,1,5,20.0,0,0,-,1,1,2,0,1,1,1,1,-4
Keldon Johnson,SAS,@NOP,12/27/2020,L,31,14,5,10,50.0,2,5,40.0,2,2,100,2,9,11,5,1,2,2,3,3
Dejounte Murray,SAS,@NOP,12/27/2020,L,31,13,6,9,66.7,1,3,33.3,0,0,-,0,7,7,3,2,0,6,1,-6
Robin Lopez,WAS,vs.ORL,12/27/2020,L,16,8,4,6,66.7,0,0,-,0,1,0.0,2,3,5,0,0,0,2,2,-8
Ish Smith,WAS,vs.ORL,12/27/2020,L,16,4,2,5,40.0,0,0,-,0,0,-,0,3,3,4,0,0,1,3,-8
Davis Bertans,WAS,vs.ORL,12/27/2020,L,19,5,1,4,25.0,1,4,25.0,2,3,66.7,0,2,2,1,0,1,1,3,-14
Raul Neto,WAS,vs.ORL,12/27/2020,L,32,22,10,17,58.8,2,8,25.0,0,0,-,2,2,4,5,3,0,2,2,1
Thomas Bryant,WAS,vs.ORL,12/27/2020,L,32,16,8,15,53.3,0,2,0.0,0,0,-,4,3,7,5,1,1,1,5,1
Isaac Bonga,WAS,vs.ORL,12/27/2020,L,18,6,2,2,100,2,2,100,0,0,-,1,6,7,1,0,1,0,2,20
Terrence Ross,ORL,@WAS,12/27/2020,W,31,26,7,15,46.7,4,7,57.1,8,8,100,1,0,1,0,1,0,2,4,22
Michael Carter-Williams,ORL,@WAS,12/27/2020,W,23,6,3,3,100,0,0,-,0,0,-,1,5,6,3,2,1,2,1,28
Khem Birch,ORL,@WAS,12/27/2020,W,20,6,1,6,16.7,0,0,-,4,4,100,2,5,7,2,0,1,0,1,18
Aaron Gordon,ORL,@WAS,12/27/2020,W,20,4,1,4,25.0,0,1,0.0,2,2,100,0,6,6,0,0,0,0,0,-12
Troy Brown Jr.,WAS,vs.ORL,12/27/2020,L,24,12,5,7,71.4,2,4,50.0,0,0,-,2,3,5,1,0,0,2,4,-24
Jerome Robinson,WAS,vs.ORL,12/27/2020,L,7,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,2,3,-15
Cole Anthony,ORL,@WAS,12/27/2020,W,19,12,3,9,33.3,0,2,0.0,6,6,100,4,3,7,3,0,0,0,1,18
Deni Avdija,WAS,vs.ORL,12/27/2020,L,36,9,4,11,36.4,1,5,20.0,0,0,-,2,7,9,3,2,0,1,1,13
Gary Clark,ORL,@WAS,12/27/2020,W,9,0,0,2,0.0,0,2,0.0,0,0,-,1,2,3,1,0,0,1,1,18
Bradley Beal,WAS,vs.ORL,12/27/2020,L,39,29,10,29,34.5,0,7,0.0,9,9,100,0,5,5,7,0,1,1,1,-1
Chuma Okeke,ORL,@WAS,12/27/2020,W,16,0,0,0,-,0,0,-,0,0,-,1,0,1,2,0,0,1,0,-5
Dwayne Bacon,ORL,@WAS,12/27/2020,W,17,6,2,4,50.0,0,1,0.0,2,2,100,0,3,3,0,0,1,1,1,-15
Markelle Fultz,ORL,@WAS,12/27/2020,W,29,26,11,21,52.4,2,3,66.7,2,2,100,0,2,2,2,1,0,2,1,-11
Evan Fournier,ORL,@WAS,12/27/2020,W,28,19,4,10,40.0,2,5,40.0,9,10,90.0,1,0,1,2,0,0,1,2,-15
Nikola Vucevic,ORL,@WAS,12/27/2020,W,28,15,5,11,45.5,1,4,25.0,4,4,100,0,8,8,4,2,0,0,2,-11
Kevin Durant,BKN,@CHA,12/27/2020,L,36,29,9,15,60.0,5,7,71.4,6,9,66.7,0,3,3,4,0,1,3,3,7
Jeff Green,BKN,@CHA,12/27/2020,L,13,0,0,0,-,0,0,-,0,0,-,0,0,0,2,0,0,0,1,-5
DeAndre Jordan,BKN,@CHA,12/27/2020,L,19,1,0,2,0.0,0,0,-,1,2,50.0,1,11,12,2,0,1,2,3,2
Kyrie Irving,BKN,@CHA,12/27/2020,L,36,25,10,17,58.8,3,8,37.5,2,2,100,0,3,3,6,1,0,4,1,7
Gordon Hayward,CHA,vs.BKN,12/27/2020,W,36,28,12,20,60.0,2,3,66.7,2,2,100,1,5,6,7,1,0,0,1,1
Bismack Biyombo,CHA,vs.BKN,12/27/2020,W,30,12,5,6,83.3,0,0,-,2,4,50.0,4,2,6,1,0,1,1,5,-3
Caris LeVert,BKN,@CHA,12/27/2020,L,26,10,4,12,33.3,2,7,28.6,0,0,-,1,4,5,4,1,1,0,0,-12
Taurean Prince,BKN,@CHA,12/27/2020,L,12,2,0,5,0.0,0,5,0.0,2,4,50.0,0,2,2,0,1,1,1,2,-9
Spencer Dinwiddie,BKN,@CHA,12/27/2020,L,15,5,2,4,50.0,1,2,50.0,0,0,-,0,4,4,3,0,0,0,0,2
Joe Harris,BKN,@CHA,12/27/2020,L,32,13,5,12,41.7,3,7,42.9,0,0,-,0,2,2,1,0,0,3,2,2
Landry Shamet,BKN,@CHA,12/27/2020,L,13,0,0,9,0.0,0,8,0.0,0,0,-,0,1,1,0,0,0,3,2,-4
Terry Rozier,CHA,vs.BKN,12/27/2020,W,30,19,7,14,50.0,1,7,14.3,4,5,80.0,0,4,4,5,0,0,2,1,-8
Miles Bridges,CHA,vs.BKN,12/27/2020,W,28,10,4,9,44.4,2,5,40.0,0,0,-,0,4,4,3,1,2,2,3,2
Caleb Martin,CHA,vs.BKN,12/27/2020,W,5,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,1,0,0,1,-2
P.J. Washington,CHA,vs.BKN,12/27/2020,W,35,14,6,16,37.5,0,2,0.0,2,6,33.3,6,6,12,5,2,0,3,5,7
Jalen McDaniels,CHA,vs.BKN,12/27/2020,W,4,0,0,3,0.0,0,1,0.0,0,0,-,0,1,1,2,0,0,0,1,-2
Timothe Luwawu-Cabarrot,BKN,@CHA,12/27/2020,L,12,11,4,4,100,3,3,100,0,0,-,0,0,0,0,1,0,1,2,3
LaMelo Ball,CHA,vs.BKN,12/27/2020,W,20,6,2,6,33.3,2,3,66.7,0,0,-,0,5,5,5,1,0,3,4,-4
Jarrett Allen,BKN,@CHA,12/27/2020,L,25,8,1,2,50.0,0,0,-,6,8,75.0,4,10,14,1,0,1,2,1,-3
Devonte' Graham,CHA,vs.BKN,12/27/2020,W,35,13,5,15,33.3,3,9,33.3,0,0,-,0,8,8,3,2,0,0,3,14
Cody Martin,CHA,vs.BKN,12/27/2020,W,18,4,2,6,33.3,0,3,0.0,0,0,-,2,4,6,4,0,0,1,1,5
Joe Ingles,UTA,vs.MIN,12/26/2020,L,26,10,3,8,37.5,2,5,40.0,2,2,100,1,1,2,0,0,0,3,3,-13
Derrick Favors,UTA,vs.MIN,12/26/2020,L,18,5,1,3,33.3,0,0,-,3,4,75.0,2,4,6,2,1,0,2,4,-6
Donovan Mitchell,UTA,vs.MIN,12/26/2020,L,37,21,6,23,26.1,2,9,22.2,7,9,77.8,1,1,2,5,3,2,3,2,-6
Josh Okogie,MIN,@UTA,12/26/2020,W,32,8,4,8,50.0,0,1,0.0,0,0,-,3,3,6,2,0,1,1,3,0
Jake Layman,MIN,@UTA,12/26/2020,W,14,0,0,0,-,0,0,-,0,0,-,0,0,0,1,1,0,0,2,0
