Player,Team,Match-up,Date,W/L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Jae Crowder,CLE,vs.GSW,01/15/2018,L,21,7,3,7,42.9,1,4,25.0,0,0,-,0,2,2,1,1,0,0,3,-4
Luc Mbah a Moute,HOU,@LAC,01/15/2018,L,26,5,2,6,33.3,0,2,0.0,1,2,50.0,0,2,2,2,3,0,3,3,-8
Wesley Johnson,LAC,vs.HOU,01/15/2018,W,31,11,4,8,50.0,1,5,20.0,2,3,66.7,1,11,12,0,1,4,0,1,5
P.J. Tucker,HOU,@LAC,01/15/2018,L,22,2,1,4,25.0,0,1,0.0,0,0,-,3,4,7,2,0,0,0,2,-4
Tarik Black,HOU,@LAC,01/15/2018,L,11,3,1,2,50.0,0,0,-,1,2,50.0,1,0,1,0,0,0,1,2,6
Willie Reed,LAC,vs.HOU,01/15/2018,W,10,2,1,1,100,0,0,-,0,0,-,0,1,1,0,0,2,1,1,-3
Eric Gordon,HOU,@LAC,01/15/2018,L,34,19,7,21,33.3,3,9,33.3,2,2,100,1,3,4,3,0,0,3,3,-15
Jawun Evans,LAC,vs.HOU,01/15/2018,W,20,4,2,6,33.3,0,0,-,0,0,-,0,1,1,2,0,0,4,2,-8
Blake Griffin,LAC,vs.HOU,01/15/2018,W,35,29,11,22,50.0,0,4,0.0,7,8,87.5,2,8,10,6,1,0,5,3,11
RJ Hunter,HOU,@LAC,01/15/2018,L,1,0,0,0,-,0,0,-,0,0,-,0,1,1,1,0,0,0,0,2
Montrezl Harrell,LAC,vs.HOU,01/15/2018,W,32,10,4,7,57.1,0,0,-,2,3,66.7,1,5,6,2,0,2,3,3,8
Sindarius Thornwell,LAC,vs.HOU,01/15/2018,W,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Lou Williams,LAC,vs.HOU,01/15/2018,W,40,31,12,19,63.2,4,8,50.0,3,4,75.0,0,3,3,9,0,1,1,2,16
Ryan Anderson,HOU,@LAC,01/15/2018,L,25,12,4,9,44.4,2,6,33.3,2,2,100,2,0,2,4,0,0,0,2,-8
Tyrone Wallace,LAC,vs.HOU,01/15/2018,W,33,12,5,7,71.4,1,2,50.0,1,2,50.0,0,2,2,2,3,1,1,3,16
Trevor Ariza,HOU,@LAC,01/15/2018,L,34,17,5,11,45.5,4,8,50.0,3,3,100,0,5,5,0,3,0,3,3,-13
Gerald Green,HOU,@LAC,01/15/2018,L,24,11,4,14,28.6,1,8,12.5,2,2,100,0,2,2,2,2,1,0,3,5
Clint Capela,HOU,@LAC,01/15/2018,L,28,14,6,10,60.0,0,0,-,2,3,66.7,6,1,7,0,1,2,1,1,-10
Chris Paul,HOU,@LAC,01/15/2018,L,35,19,8,17,47.1,3,10,30.0,0,0,-,0,6,6,7,0,1,1,2,-10
Sam Dekker,LAC,vs.HOU,01/15/2018,W,10,2,1,2,50.0,0,0,-,0,0,-,0,0,0,3,0,0,0,0,-5
Milos Teodosic,LAC,vs.HOU,01/15/2018,W,29,12,4,7,57.1,4,6,66.7,0,0,-,0,6,6,6,1,0,3,2,15
Willy Hernangomez,NYK,@BKN,01/15/2018,W,6,3,1,1,100,0,0,-,1,2,50.0,1,2,3,1,1,0,0,2,6
Quincy Acy,BKN,vs.NYK,01/15/2018,L,22,13,3,9,33.3,3,8,37.5,4,6,66.7,1,3,4,0,0,1,1,2,5
Courtney Lee,NYK,@BKN,01/15/2018,W,25,10,4,11,36.4,1,2,50.0,1,1,100,1,0,1,2,0,1,0,1,0
DeMarre Carroll,BKN,vs.NYK,01/15/2018,L,30,22,6,13,46.2,2,5,40.0,8,9,88.9,2,6,8,3,1,0,1,2,-8
Trey Burke,NYK,@BKN,01/15/2018,W,8,5,1,3,33.3,0,0,-,3,4,75.0,1,0,1,2,0,0,0,0,5
Nik Stauskas,BKN,vs.NYK,01/15/2018,L,7,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,0,5
Frank Ntilikina,NYK,@BKN,01/15/2018,W,29,10,3,6,50.0,2,3,66.7,2,2,100,0,7,7,10,1,2,2,3,17
Lance Thomas,NYK,@BKN,01/15/2018,W,16,4,2,4,50.0,0,0,-,0,0,-,0,1,1,0,0,0,0,3,1
Caris LeVert,BKN,vs.NYK,01/15/2018,L,30,20,8,20,40.0,3,5,60.0,1,2,50.0,3,4,7,1,1,0,3,1,-11
Allen Crabbe,BKN,vs.NYK,01/15/2018,L,35,6,1,7,14.3,1,6,16.7,3,3,100,0,3,3,3,0,1,1,5,-13
Enes Kanter,NYK,@BKN,01/15/2018,W,9,5,2,4,50.0,0,0,-,1,2,50.0,0,4,4,2,0,1,0,0,0
Michael Beasley,NYK,@BKN,01/15/2018,W,29,23,10,18,55.6,1,1,100,2,3,66.7,2,8,10,2,0,2,3,2,12
Doug McDermott,NYK,@BKN,01/15/2018,W,29,13,3,8,37.5,2,4,50.0,5,6,83.3,0,4,4,1,0,0,1,1,13
Kyle O'Quinn,NYK,@BKN,01/15/2018,W,23,11,4,4,100,0,0,-,3,6,50.0,0,7,7,3,0,2,1,2,5
Jarrett Jack,NYK,@BKN,01/15/2018,W,13,4,2,5,40.0,0,0,-,0,0,-,0,0,0,3,0,0,1,3,-8
Joe Harris,BKN,vs.NYK,01/15/2018,L,23,10,3,5,60.0,1,2,50.0,3,4,75.0,1,4,5,1,1,0,1,0,-18
Rondae Hollis-Jefferson,BKN,vs.NYK,01/15/2018,L,26,16,5,9,55.6,0,0,-,6,7,85.7,2,4,6,1,1,0,4,6,-12
Milton Doyle,BKN,vs.NYK,01/15/2018,L,4,2,1,2,50.0,0,1,0.0,0,1,0.0,0,1,1,0,0,0,0,0,6
Jahlil Okafor,BKN,vs.NYK,01/15/2018,L,7,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,1,0,1,-7
Jarrett Allen,BKN,vs.NYK,01/15/2018,L,15,2,1,3,33.3,0,0,-,0,0,-,0,4,4,1,1,0,0,3,-14
Kristaps Porzingis,NYK,@BKN,01/15/2018,W,27,26,8,14,57.1,2,3,66.7,8,11,72.7,2,7,9,0,0,2,1,4,8
Ron Baker,NYK,@BKN,01/15/2018,W,26,5,2,4,50.0,1,3,33.3,0,0,-,1,3,4,1,3,0,0,3,16
Spencer Dinwiddie,BKN,vs.NYK,01/15/2018,L,28,8,2,14,14.3,0,4,0.0,4,4,100,1,3,4,5,0,0,0,2,-10
Tyler Zeller,BKN,vs.NYK,01/15/2018,L,12,5,2,4,50.0,1,1,100,0,0,-,1,2,3,0,0,0,0,1,2
Tyler Johnson,MIA,@CHI,01/15/2018,L,20,10,4,7,57.1,1,3,33.3,1,1,100,0,1,1,3,0,0,2,0,-12
Denzel Valentine,CHI,vs.MIA,01/15/2018,W,28,12,4,8,50.0,0,3,0.0,4,4,100,0,7,7,2,0,0,1,3,0
Wayne Ellington,MIA,@CHI,01/15/2018,L,33,20,6,13,46.2,5,11,45.5,3,3,100,1,4,5,1,0,0,2,1,4
Goran Dragic,MIA,@CHI,01/15/2018,L,38,22,7,17,41.2,0,6,0.0,8,9,88.9,0,5,5,9,0,0,2,6,-12
Nikola Mirotic,CHI,vs.MIA,01/15/2018,W,24,18,4,11,36.4,3,10,30.0,7,7,100,0,5,5,1,0,1,1,3,-17
Kris Dunn,CHI,vs.MIA,01/15/2018,W,33,6,3,11,27.3,0,1,0.0,0,0,-,0,2,2,10,1,0,2,4,21
Jerian Grant,CHI,vs.MIA,01/15/2018,W,15,4,2,5,40.0,0,1,0.0,0,0,-,1,1,2,3,0,0,0,3,-13
David Nwaba,CHI,vs.MIA,01/15/2018,W,13,1,0,2,0.0,0,0,-,1,2,50.0,2,1,3,0,0,0,0,0,-10
Zach LaVine,CHI,vs.MIA,01/15/2018,W,20,18,7,12,58.3,2,4,50.0,2,3,66.7,1,4,5,5,2,0,1,3,6
Bam Adebayo,MIA,@CHI,01/15/2018,L,19,6,2,5,40.0,0,1,0.0,2,2,100,2,3,5,0,1,0,1,1,10
Kelly Olynyk,MIA,@CHI,01/15/2018,L,28,21,9,16,56.3,1,5,20.0,2,2,100,0,3,3,8,0,0,2,4,16
Bobby Portis,CHI,vs.MIA,01/15/2018,W,18,8,3,5,60.0,1,3,33.3,1,2,50.0,1,1,2,0,1,0,1,2,-13
Hassan Whiteside,MIA,@CHI,01/15/2018,L,20,9,3,7,42.9,0,0,-,3,3,100,0,8,8,1,0,2,2,0,-20
Robin Lopez,CHI,vs.MIA,01/15/2018,W,24,10,5,6,83.3,0,0,-,0,0,-,0,6,6,1,0,0,2,1,25
Justin Holiday,CHI,vs.MIA,01/15/2018,W,35,25,8,15,53.3,7,11,63.6,2,2,100,1,3,4,2,1,1,1,2,20
James Johnson,MIA,@CHI,01/15/2018,L,29,8,3,6,50.0,2,3,66.7,0,4,0.0,0,2,2,3,1,0,1,2,-18
Josh Richardson,MIA,@CHI,01/15/2018,L,32,11,4,10,40.0,3,7,42.9,0,0,-,0,5,5,6,2,2,1,4,-8
Lauri Markkanen,CHI,vs.MIA,01/15/2018,W,30,17,6,13,46.2,3,6,50.0,2,2,100,1,8,9,3,1,0,0,2,21
Justise Winslow,MIA,@CHI,01/15/2018,L,21,4,2,3,66.7,0,0,-,0,0,-,1,5,6,4,1,0,1,1,0
Pascal Siakam,TOR,@PHI,01/15/2018,L,29,11,5,8,62.5,1,3,33.3,0,1,0.0,2,4,6,1,1,0,1,4,3
CJ Miles,TOR,@PHI,01/15/2018,L,21,10,3,10,30.0,2,9,22.2,2,2,100,1,1,2,1,0,0,3,3,6
Jakob Poeltl,TOR,@PHI,01/15/2018,L,27,7,2,4,50.0,0,0,-,3,4,75.0,4,4,8,2,0,1,1,5,7
JJ Redick,PHI,vs.TOR,01/15/2018,W,28,15,5,10,50.0,2,6,33.3,3,3,100,0,5,5,3,1,0,1,1,1
Dario Saric,PHI,vs.TOR,01/15/2018,W,33,11,3,10,30.0,1,5,20.0,4,4,100,1,6,7,1,1,1,2,5,13
Joel Embiid,PHI,vs.TOR,01/15/2018,W,35,34,11,21,52.4,1,5,20.0,11,14,78.6,5,6,11,3,0,1,7,4,-2
Jerryd Bayless,PHI,vs.TOR,01/15/2018,W,19,2,1,2,50.0,0,1,0.0,0,0,-,1,1,2,0,0,0,0,0,-5
Delon Wright,TOR,@PHI,01/15/2018,L,20,20,7,11,63.6,5,6,83.3,1,2,50.0,2,2,4,1,1,0,0,3,9
Jonas Valanciunas,TOR,@PHI,01/15/2018,L,14,8,4,5,80.0,0,0,-,0,0,-,0,5,5,1,0,0,2,3,-14
Timothe Luwawu-Cabarrot,PHI,vs.TOR,01/15/2018,W,5,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-1
Amir Johnson,PHI,vs.TOR,01/15/2018,W,13,7,2,3,66.7,0,0,-,3,4,75.0,2,6,8,1,0,1,0,3,9
Ben Simmons,PHI,vs.TOR,01/15/2018,W,27,12,5,10,50.0,0,0,-,2,4,50.0,0,1,1,4,2,2,6,5,1
Trevor Booker,PHI,vs.TOR,01/15/2018,W,14,7,2,2,100,0,0,-,3,3,100,0,0,0,0,0,3,1,6,-6
T.J. McConnell,PHI,vs.TOR,01/15/2018,W,32,18,8,13,61.5,1,3,33.3,1,2,50.0,0,6,6,8,3,1,2,0,6
Fred VanVleet,TOR,@PHI,01/15/2018,L,16,8,1,8,12.5,0,2,0.0,6,6,100,0,2,2,0,0,0,1,2,4
Robert Covington,PHI,vs.TOR,01/15/2018,W,35,11,3,10,30.0,1,5,20.0,4,4,100,1,7,8,2,1,0,2,3,14
Serge Ibaka,TOR,@PHI,01/15/2018,L,17,10,5,13,38.5,0,2,0.0,0,0,-,1,4,5,2,0,0,0,2,-13
Kyle Lowry,TOR,@PHI,01/15/2018,L,37,13,3,16,18.8,1,5,20.0,6,6,100,1,6,7,4,3,0,4,3,-5
DeMar DeRozan,TOR,@PHI,01/15/2018,L,35,24,8,18,44.4,0,4,0.0,8,9,88.9,0,1,1,5,2,0,3,4,-15
OG Anunoby,TOR,@PHI,01/15/2018,L,19,0,0,2,0.0,0,1,0.0,0,0,-,1,3,4,1,1,0,0,1,-14
Norman Powell,TOR,@PHI,01/15/2018,L,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Lucas Nogueira,TOR,@PHI,01/15/2018,L,5,0,0,0,-,0,0,-,0,0,-,0,0,0,2,0,0,0,1,2
Jusuf Nurkic,POR,@MIN,01/14/2018,L,20,8,3,6,50.0,0,0,-,2,2,100,3,2,5,1,1,0,2,3,-17
Karl-Anthony Towns,MIN,vs.POR,01/14/2018,W,36,20,6,11,54.5,2,3,66.7,6,7,85.7,0,11,11,2,1,0,2,4,27
Zach Collins,POR,@MIN,01/14/2018,L,29,7,3,5,60.0,1,1,100,0,0,-,0,1,1,2,0,0,0,5,-1
Noah Vonleh,POR,@MIN,01/14/2018,L,7,0,0,2,0.0,0,1,0.0,0,0,-,0,6,6,0,0,0,0,0,7
Pat Connaughton,POR,@MIN,01/14/2018,L,29,18,7,13,53.8,4,8,50.0,0,0,-,0,1,1,3,1,1,0,1,-8
Damian Lillard,POR,@MIN,01/14/2018,L,35,21,7,14,50.0,2,6,33.3,5,6,83.3,0,6,6,8,1,0,6,3,-23
Marcus Georges-Hunt,MIN,vs.POR,01/14/2018,W,4,2,0,0,-,0,0,-,2,2,100,0,1,1,0,0,0,0,0,-9
Ed Davis,POR,@MIN,01/14/2018,L,21,0,0,1,0.0,0,0,-,0,2,0.0,1,7,8,0,1,0,0,4,-7
Shabazz Napier,POR,@MIN,01/14/2018,L,12,9,3,5,60.0,1,2,50.0,2,2,100,0,0,0,2,0,1,2,3,-1
Jimmy Butler,MIN,vs.POR,01/14/2018,W,34,24,7,11,63.6,1,1,100,9,11,81.8,1,4,5,4,2,0,0,2,23
Al-Farouq Aminu,POR,@MIN,01/14/2018,L,21,6,3,7,42.9,0,1,0.0,0,0,-,2,5,7,1,0,1,1,1,-13
Gorgui Dieng,MIN,vs.POR,01/14/2018,W,20,2,1,2,50.0,0,1,0.0,0,0,-,1,4,5,1,0,2,1,2,-3
CJ McCollum,POR,@MIN,01/14/2018,L,26,18,7,15,46.7,3,4,75.0,1,1,100,0,0,0,0,1,0,2,4,-8
Jeff Teague,MIN,vs.POR,01/14/2018,W,29,22,8,15,53.3,1,1,100,5,6,83.3,0,1,1,8,2,0,2,2,10
Taj Gibson,MIN,vs.POR,01/14/2018,W,29,12,6,11,54.5,0,1,0.0,0,0,-,3,2,5,0,2,0,1,3,8
Evan Turner,POR,@MIN,01/14/2018,L,23,8,2,6,33.3,0,1,0.0,4,4,100,2,1,3,1,1,0,4,1,-24
Jamal Crawford,MIN,vs.POR,01/14/2018,W,20,10,3,9,33.3,2,7,28.6,2,3,66.7,0,1,1,1,1,1,0,0,20
Andrew Wiggins,MIN,vs.POR,01/14/2018,W,31,17,8,11,72.7,0,1,0.0,1,2,50.0,1,3,4,2,2,0,3,1,10
Aaron Brooks,MIN,vs.POR,01/14/2018,W,3,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,-6
Tyus Jones,MIN,vs.POR,01/14/2018,W,12,4,2,3,66.7,0,1,0.0,0,0,-,0,0,0,2,2,0,0,1,6
Nemanja Bjelica,MIN,vs.POR,01/14/2018,W,19,5,2,4,50.0,1,2,50.0,0,0,-,1,4,5,1,0,0,2,2,8
Shabazz Muhammad,MIN,vs.POR,01/14/2018,W,4,2,0,2,0.0,0,0,-,2,2,100,0,0,0,0,0,0,0,0,-9
Meyers Leonard,POR,@MIN,01/14/2018,L,5,8,4,4,100,0,0,-,0,0,-,0,1,1,1,0,0,0,1,9
Jake Layman,POR,@MIN,01/14/2018,L,7,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,7
Maurice Harkless,POR,@MIN,01/14/2018,L,6,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,1,-6
Tyler Johnson,MIA,vs.MIL,01/14/2018,W,35,14,5,11,45.5,3,8,37.5,1,1,100,0,6,6,1,1,1,0,1,22
Justise Winslow,MIA,vs.MIL,01/14/2018,W,13,3,1,4,25.0,1,1,100,0,0,-,0,4,4,4,0,0,0,1,-4
James Johnson,MIA,vs.MIL,01/14/2018,W,25,4,2,8,25.0,0,2,0.0,0,0,-,0,4,4,8,2,2,1,5,14
Sterling Brown,MIL,@MIA,01/14/2018,L,22,3,1,5,20.0,1,3,33.3,0,0,-,0,5,5,0,1,0,0,1,-1
Goran Dragic,MIA,vs.MIL,01/14/2018,W,33,25,9,17,52.9,4,6,66.7,3,4,75.0,0,3,3,2,1,0,2,0,17
Malcolm Brogdon,MIL,@MIA,01/14/2018,L,34,15,7,12,58.3,1,3,33.3,0,0,-,1,4,5,1,1,0,1,5,-21
Giannis Antetokounmpo,MIL,@MIA,01/14/2018,L,31,22,6,12,50.0,0,0,-,10,10,100,1,5,6,1,1,0,2,4,-20
John Henson,MIL,@MIA,01/14/2018,L,25,4,2,5,40.0,0,1,0.0,0,0,-,2,7,9,0,1,1,3,2,-15
D.J. Wilson,MIL,@MIA,01/14/2018,L,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,1,0,0,0,-2
Eric Bledsoe,MIL,@MIA,01/14/2018,L,31,10,4,16,25.0,0,6,0.0,2,3,66.7,1,2,3,4,1,0,3,4,-16
Bam Adebayo,MIA,vs.MIL,01/14/2018,W,28,6,2,6,33.3,0,0,-,2,2,100,0,4,4,6,0,0,1,4,10
Sean Kilpatrick,MIL,@MIA,01/14/2018,L,12,2,0,2,0.0,0,2,0.0,2,2,100,0,2,2,0,0,0,1,2,-3
Khris Middleton,MIL,@MIA,01/14/2018,L,33,16,3,16,18.8,1,8,12.5,9,10,90.0,1,5,6,2,2,0,3,1,-5
Thon Maker,MIL,@MIA,01/14/2018,L,16,2,0,5,0.0,0,1,0.0,2,2,100,2,1,3,1,0,0,1,2,4
Hassan Whiteside,MIA,vs.MIL,01/14/2018,W,25,15,5,6,83.3,0,0,-,5,7,71.4,1,9,10,0,2,4,4,1,13
Tony Snell,MIL,@MIA,01/14/2018,L,21,3,1,4,25.0,1,4,25.0,0,0,-,0,0,0,0,0,0,0,2,-11
Josh Richardson,MIA,vs.MIL,01/14/2018,W,31,16,6,9,66.7,2,2,100,2,2,100,0,6,6,0,1,1,1,2,3
Matthew Dellavedova,MIL,@MIA,01/14/2018,L,12,2,1,2,50.0,0,0,-,0,0,-,0,1,1,0,0,0,1,0,0
Kelly Olynyk,MIA,vs.MIL,01/14/2018,W,18,7,3,7,42.9,0,3,0.0,1,1,100,2,5,7,0,1,0,1,3,-1
Wayne Ellington,MIA,vs.MIL,01/14/2018,W,32,7,2,8,25.0,1,7,14.3,2,3,66.7,0,5,5,2,0,0,3,1,16
Alex Len,PHX,vs.IND,01/14/2018,L,19,12,6,7,85.7,0,0,-,0,2,0.0,4,6,10,3,0,1,1,0,-2
Josh Jackson,PHX,vs.IND,01/14/2018,L,30,21,7,16,43.8,2,6,33.3,5,5,100,3,3,6,3,0,0,2,1,-20
Bojan Bogdanovic,IND,@PHX,01/14/2018,W,21,14,4,10,40.0,2,5,40.0,4,4,100,0,0,0,0,0,0,1,1,19
Tyson Chandler,PHX,vs.IND,01/14/2018,L,26,9,3,5,60.0,0,0,-,3,4,75.0,6,8,14,0,0,0,0,1,-20
T.J. Leaf,IND,@PHX,01/14/2018,W,23,9,4,6,66.7,1,1,100,0,0,-,0,2,2,1,0,0,1,3,4
Darren Collison,IND,@PHX,01/14/2018,W,27,19,8,14,57.1,1,4,25.0,2,2,100,2,1,3,2,1,0,1,0,25
Devin Booker,PHX,vs.IND,01/14/2018,L,33,15,5,16,31.3,1,6,16.7,4,4,100,0,5,5,7,0,0,2,4,-18
Al Jefferson,IND,@PHX,01/14/2018,W,19,10,5,9,55.6,0,0,-,0,0,-,1,6,7,1,2,0,0,1,10
Troy Daniels,PHX,vs.IND,01/14/2018,L,18,13,5,9,55.6,3,5,60.0,0,0,-,0,0,0,0,0,0,1,2,-5
Lance Stephenson,IND,@PHX,01/14/2018,W,20,9,3,6,50.0,1,2,50.0,2,2,100,0,4,4,5,1,0,0,5,11
Alex Poythress,IND,@PHX,01/14/2018,W,5,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-7
Alec Peters,PHX,vs.IND,01/14/2018,L,16,3,1,4,25.0,1,4,25.0,0,0,-,0,1,1,1,0,0,0,0,-3
Davon Reed,PHX,vs.IND,01/14/2018,L,5,0,0,2,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,1,7
Thaddeus Young,IND,@PHX,01/14/2018,W,25,10,4,7,57.1,2,3,66.7,0,0,-,1,3,4,2,0,0,0,4,19
Cory Joseph,IND,@PHX,01/14/2018,W,32,16,7,11,63.6,2,3,66.7,0,0,-,0,1,1,6,1,0,0,1,0
Ike Anigbogu,IND,@PHX,01/14/2018,W,5,2,1,1,100,0,0,-,0,0,-,0,1,1,0,0,1,0,0,-7
Victor Oladipo,IND,@PHX,01/14/2018,W,21,17,6,11,54.5,2,4,50.0,3,4,75.0,0,5,5,1,4,0,2,3,24
Domantas Sabonis,IND,@PHX,01/14/2018,W,24,4,2,5,40.0,0,0,-,0,0,-,4,10,14,1,0,0,1,2,20
Greg Monroe,PHX,vs.IND,01/14/2018,L,3,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,0,-1
Joe Young,IND,@PHX,01/14/2018,W,18,10,4,7,57.1,0,1,0.0,2,2,100,0,1,1,1,0,0,0,2,-3
Tyler Ulis,PHX,vs.IND,01/14/2018,L,24,10,5,9,55.6,0,2,0.0,0,0,-,0,0,0,2,2,0,0,3,-15
Danuel House Jr.,PHX,vs.IND,01/14/2018,L,12,1,0,3,0.0,0,2,0.0,1,2,50.0,0,1,1,0,0,0,0,1,-11
Jared Dudley,PHX,vs.IND,01/14/2018,L,3,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,1,0,0,0,0,3
Isaiah Canaan,PHX,vs.IND,01/14/2018,L,20,13,3,6,50.0,2,4,50.0,5,7,71.4,0,2,2,2,0,0,3,1,-9
Dragan Bender,PHX,vs.IND,01/14/2018,L,30,0,0,7,0.0,0,6,0.0,0,0,-,1,4,5,0,0,0,3,2,-21
Kristaps Porzingis,NYK,vs.NOP,01/14/2018,L,44,25,10,24,41.7,4,10,40.0,1,2,50.0,0,6,6,3,5,2,3,5,11
Frank Ntilikina,NYK,vs.NOP,01/14/2018,L,16,0,0,2,0.0,0,2,0.0,0,0,-,0,4,4,3,0,0,3,1,-3
Jarrett Jack,NYK,vs.NOP,01/14/2018,L,37,22,9,14,64.3,2,3,66.7,2,2,100,1,3,4,8,3,0,5,4,-2
Enes Kanter,NYK,vs.NOP,01/14/2018,L,36,18,9,14,64.3,0,0,-,0,0,-,4,6,10,1,0,2,1,4,-1
Rajon Rondo,NOP,@NYK,01/14/2018,W,24,4,2,7,28.6,0,3,0.0,0,0,-,1,3,4,5,1,0,4,1,-15
Kyle O'Quinn,NYK,vs.NOP,01/14/2018,L,17,6,2,3,66.7,0,0,-,2,2,100,2,2,4,2,0,1,1,4,-2
DeMarcus Cousins,NOP,@NYK,01/14/2018,W,45,15,4,16,25.0,0,5,0.0,7,12,58.3,3,12,15,5,7,3,5,5,14
Lance Thomas,NYK,vs.NOP,01/14/2018,L,26,7,2,5,40.0,1,1,100,2,2,100,1,5,6,1,0,1,0,3,2
Jrue Holiday,NOP,@NYK,01/14/2018,W,45,31,12,19,63.2,3,7,42.9,4,5,80.0,1,4,5,4,4,1,4,2,13
Michael Beasley,NYK,vs.NOP,01/14/2018,L,9,0,0,4,0.0,0,1,0.0,0,0,-,0,2,2,2,0,0,3,1,-16
Ian Clark,NOP,@NYK,01/14/2018,W,25,5,2,5,40.0,0,3,0.0,1,2,50.0,0,3,3,3,0,0,0,1,18
Tim Hardaway Jr.,NYK,vs.NOP,01/14/2018,L,33,25,8,17,47.1,2,10,20.0,7,10,70.0,1,4,5,3,3,0,3,3,-1
E'Twaun Moore,NOP,@NYK,01/14/2018,W,45,16,6,14,42.9,4,7,57.1,0,0,-,0,1,1,2,1,0,1,3,6
Darius Miller,NOP,@NYK,01/14/2018,W,20,4,2,4,50.0,0,1,0.0,0,0,-,0,0,0,0,0,0,1,3,-7
Anthony Davis,NOP,@NYK,01/14/2018,W,50,48,17,30,56.7,2,6,33.3,12,15,80.0,6,11,17,0,4,3,4,2,0
Courtney Lee,NYK,vs.NOP,01/14/2018,L,35,7,3,10,30.0,1,5,20.0,0,0,-,1,1,2,4,0,1,2,1,-16
Dante Cunningham,NOP,@NYK,01/14/2018,W,11,0,0,0,-,0,0,-,0,0,-,1,0,1,0,0,0,0,0,-4
Doug McDermott,NYK,vs.NOP,01/14/2018,L,12,8,3,4,75.0,2,2,100,0,0,-,0,1,1,1,1,0,1,1,3
Patrick McCaw,GSW,@TOR,01/13/2018,W,20,6,2,4,50.0,0,0,-,2,2,100,1,0,1,1,1,0,0,1,-13
Zaza Pachulia,GSW,@TOR,01/13/2018,W,12,6,3,4,75.0,0,0,-,0,0,-,0,1,1,2,0,0,1,5,-2
Kevin Durant,GSW,@TOR,01/13/2018,W,37,25,10,18,55.6,3,6,50.0,2,2,100,0,6,6,5,0,1,1,2,0
Stephen Curry,GSW,@TOR,01/13/2018,W,34,24,6,12,50.0,2,7,28.6,10,12,83.3,0,6,6,9,1,0,1,3,-5
Lorenzo Brown,TOR,vs.GSW,01/13/2018,L,5,2,1,1,100,0,0,-,0,0,-,0,1,1,1,0,0,0,0,-1
Shaun Livingston,GSW,@TOR,01/13/2018,W,11,6,3,5,60.0,0,0,-,0,0,-,1,2,3,1,0,0,0,1,1
Norman Powell,TOR,vs.GSW,01/13/2018,L,11,2,1,3,33.3,0,0,-,0,0,-,0,0,0,1,0,0,0,1,2
Fred VanVleet,TOR,vs.GSW,01/13/2018,L,21,13,5,9,55.6,3,6,50.0,0,0,-,0,5,5,4,1,0,2,4,-3
Nick Young,GSW,@TOR,01/13/2018,W,4,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,7
Kevon Looney,GSW,@TOR,01/13/2018,W,21,5,2,3,66.7,0,0,-,1,2,50.0,1,3,4,0,1,0,0,1,-2
CJ Miles,TOR,vs.GSW,01/13/2018,L,22,8,2,10,20.0,2,7,28.6,2,4,50.0,0,2,2,1,0,0,0,3,-6
OG Anunoby,TOR,vs.GSW,01/13/2018,L,26,17,5,7,71.4,1,3,33.3,6,6,100,1,2,3,2,0,0,0,3,3
DeMar DeRozan,TOR,vs.GSW,01/13/2018,L,38,42,17,31,54.8,0,4,0.0,8,10,80.0,2,3,5,3,0,0,2,2,-3
Pascal Siakam,TOR,vs.GSW,01/13/2018,L,21,6,3,4,75.0,0,0,-,0,0,-,4,2,6,3,1,1,1,4,-8
Jakob Poeltl,TOR,vs.GSW,01/13/2018,L,18,5,2,4,50.0,0,0,-,1,2,50.0,3,3,6,2,0,1,1,3,5
Jonas Valanciunas,TOR,vs.GSW,01/13/2018,L,26,12,3,8,37.5,0,0,-,6,6,100,3,6,9,3,0,0,3,0,3
Serge Ibaka,TOR,vs.GSW,01/13/2018,L,29,14,5,12,41.7,2,5,40.0,2,2,100,0,5,5,0,0,0,1,2,0
Delon Wright,TOR,vs.GSW,01/13/2018,L,24,4,1,4,25.0,0,0,-,2,2,100,1,1,2,2,1,0,0,1,-2
Klay Thompson,GSW,@TOR,01/13/2018,W,39,26,11,16,68.8,2,5,40.0,2,2,100,0,4,4,0,1,1,0,2,-11
