Player,Team,Match-up,Date,W/L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Tyus Jones,MIN,vs.LAC,03/20/2018,W,13,0,0,2,0.0,0,0,-,0,0,-,0,0,0,1,1,0,0,1,-8
Boban Marjanovic,LAC,@MIN,03/20/2018,L,9,4,2,3,66.7,0,0,-,0,0,-,1,5,6,1,0,2,0,1,4
Jawun Evans,LAC,@MIN,03/20/2018,L,7,1,0,1,0.0,0,0,-,1,2,50.0,0,0,0,1,1,0,2,2,3
Sindarius Thornwell,LAC,@MIN,03/20/2018,L,25,7,1,4,25.0,0,0,-,5,6,83.3,2,3,5,3,1,0,1,0,-5
Cole Aldrich,MIN,vs.LAC,03/20/2018,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Nemanja Bjelica,MIN,vs.LAC,03/20/2018,W,22,2,1,6,16.7,0,3,0.0,0,0,-,0,8,8,2,0,0,1,2,7
Isaiah Taylor,ATL,@UTA,03/20/2018,W,20,4,1,7,14.3,0,1,0.0,2,2,100,1,0,1,2,0,0,2,2,3
Tyler Dorsey,ATL,@UTA,03/20/2018,W,20,7,3,10,30.0,1,3,33.3,0,0,-,1,4,5,3,1,0,1,1,-4
Dennis Schroder,ATL,@UTA,03/20/2018,W,35,41,16,28,57.1,3,7,42.9,6,10,60.0,1,4,5,7,0,0,2,3,10
Mike Muscala,ATL,@UTA,03/20/2018,W,30,8,3,9,33.3,2,5,40.0,0,0,-,2,3,5,0,2,1,0,4,7
Tyler Cavanaugh,ATL,@UTA,03/20/2018,W,11,0,0,1,0.0,0,1,0.0,0,0,-,0,2,2,0,0,0,0,3,-7
Dewayne Dedmon,ATL,@UTA,03/20/2018,W,29,15,7,13,53.8,1,5,20.0,0,0,-,4,11,15,4,2,1,2,5,4
Andrew White III,ATL,@UTA,03/20/2018,W,16,6,2,5,40.0,2,3,66.7,0,0,-,1,7,8,2,0,1,2,1,2
Miles Plumlee,ATL,@UTA,03/20/2018,W,11,2,1,2,50.0,0,0,-,0,0,-,1,1,2,0,0,0,2,0,-5
Taurean Prince,ATL,@UTA,03/20/2018,W,37,11,3,13,23.1,0,6,0.0,5,5,100,0,3,3,2,2,0,2,4,9
Jae Crowder,UTA,vs.ATL,03/20/2018,L,33,8,3,10,30.0,1,3,33.3,1,2,50.0,3,3,6,2,1,0,0,1,-13
Ricky Rubio,UTA,vs.ATL,03/20/2018,L,34,23,7,14,50.0,3,7,42.9,6,6,100,0,3,3,3,2,1,4,3,-11
Joe Ingles,UTA,vs.ATL,03/20/2018,L,36,16,4,11,36.4,1,8,12.5,7,8,87.5,0,8,8,7,1,0,3,4,-8
Damion Lee,ATL,@UTA,03/20/2018,W,32,5,2,6,33.3,0,2,0.0,1,2,50.0,0,6,6,1,0,0,0,0,6
Ekpe Udoh,UTA,vs.ATL,03/20/2018,L,13,0,0,2,0.0,0,1,0.0,0,0,-,0,2,2,0,1,4,0,0,-1
Jonas Jerebko,UTA,vs.ATL,03/20/2018,L,13,0,0,4,0.0,0,2,0.0,0,0,-,1,4,5,0,0,0,0,0,7
Royce O'Neale,UTA,vs.ATL,03/20/2018,L,19,2,1,6,16.7,0,3,0.0,0,0,-,0,3,3,0,0,1,1,3,-3
Rudy Gobert,UTA,vs.ATL,03/20/2018,L,35,15,7,10,70.0,0,0,-,1,2,50.0,6,10,16,0,0,2,4,5,-2
Dante Exum,UTA,vs.ATL,03/20/2018,L,16,6,2,4,50.0,0,0,-,2,2,100,0,2,2,0,2,0,1,4,4
Donovan Mitchell,UTA,vs.ATL,03/20/2018,L,41,24,9,28,32.1,1,10,10.0,5,5,100,2,4,6,4,1,0,3,2,2
Zach Collins,POR,vs.HOU,03/20/2018,L,13,4,2,5,40.0,0,1,0.0,0,0,-,1,2,3,0,0,0,2,0,-2
Chris Paul,HOU,@POR,03/20/2018,W,32,22,6,16,37.5,5,10,50.0,5,6,83.3,3,5,8,6,0,0,0,2,8
Damian Lillard,POR,vs.HOU,03/20/2018,L,36,20,5,17,29.4,0,7,0.0,10,10,100,0,4,4,6,1,0,1,3,6
Gerald Green,HOU,@POR,03/20/2018,W,11,3,1,2,50.0,1,2,50.0,0,0,-,0,1,1,0,0,1,0,0,8
Joe Johnson,HOU,@POR,03/20/2018,W,15,0,0,1,0.0,0,0,-,0,0,-,0,2,2,1,1,0,0,2,-2
Pat Connaughton,POR,vs.HOU,03/20/2018,L,9,3,1,2,50.0,1,1,100,0,0,-,0,1,1,0,1,0,1,1,4
Trevor Ariza,HOU,@POR,03/20/2018,W,28,6,2,7,28.6,1,3,33.3,1,2,50.0,1,2,3,2,0,0,0,1,-1
James Harden,HOU,@POR,03/20/2018,W,33,42,13,25,52.0,5,7,71.4,11,15,73.3,0,6,6,7,0,0,4,3,-5
Eric Gordon,HOU,@POR,03/20/2018,W,34,18,7,14,50.0,3,8,37.5,1,2,50.0,1,3,4,0,0,0,3,5,6
Clint Capela,HOU,@POR,03/20/2018,W,24,5,2,3,66.7,0,0,-,1,3,33.3,1,5,6,1,0,1,1,4,-4
CJ McCollum,POR,vs.HOU,03/20/2018,L,34,8,4,15,26.7,0,5,0.0,0,0,-,0,2,2,3,0,0,0,1,-6
Luc Mbah a Moute,HOU,@POR,03/20/2018,W,26,13,5,7,71.4,2,2,100,1,1,100,0,4,4,1,2,0,1,2,1
Ed Davis,POR,vs.HOU,03/20/2018,L,21,3,1,2,50.0,0,0,-,1,2,50.0,4,6,10,0,0,0,1,0,-5
P.J. Tucker,HOU,@POR,03/20/2018,W,29,3,1,2,50.0,1,2,50.0,0,0,-,1,2,3,0,0,2,0,1,8
Evan Turner,POR,vs.HOU,03/20/2018,L,20,10,5,10,50.0,0,1,0.0,0,0,-,2,1,3,3,0,0,0,0,-7
Ryan Anderson,HOU,@POR,03/20/2018,W,9,3,1,2,50.0,1,2,50.0,0,0,-,0,1,1,0,0,0,0,3,1
Jusuf Nurkic,POR,vs.HOU,03/20/2018,L,27,21,9,10,90.0,0,0,-,3,6,50.0,2,9,11,3,2,4,2,5,2
Al-Farouq Aminu,POR,vs.HOU,03/20/2018,L,34,22,7,11,63.6,6,8,75.0,2,3,66.7,1,7,8,4,1,1,0,5,0
Shabazz Napier,POR,vs.HOU,03/20/2018,L,17,3,1,4,25.0,1,2,50.0,0,0,-,0,1,1,0,1,0,0,0,-11
Maurice Harkless,POR,vs.HOU,03/20/2018,L,29,17,5,5,100,3,3,100,4,6,66.7,0,1,1,1,0,2,1,3,-1
Jonathan Isaac,ORL,vs.TOR,03/20/2018,L,28,10,4,7,57.1,2,2,100,0,1,0.0,1,4,5,0,5,2,3,4,-8
Bismack Biyombo,ORL,vs.TOR,03/20/2018,L,16,6,2,4,50.0,0,0,-,2,2,100,3,5,8,1,0,2,1,2,-1
OG Anunoby,TOR,@ORL,03/20/2018,W,14,0,0,2,0.0,0,1,0.0,0,0,-,0,2,2,0,1,0,1,0,-11
Delon Wright,TOR,@ORL,03/20/2018,W,28,10,3,6,50.0,0,2,0.0,4,6,66.7,1,4,5,4,1,1,1,3,12
Aaron Gordon,ORL,vs.TOR,03/20/2018,L,34,16,7,15,46.7,2,8,25.0,0,0,-,0,6,6,3,1,1,0,2,-4
CJ Miles,TOR,@ORL,03/20/2018,W,21,3,1,9,11.1,1,7,14.3,0,0,-,0,4,4,2,1,0,0,0,6
Wes Iwundu,ORL,vs.TOR,03/20/2018,L,20,2,1,3,33.3,0,1,0.0,0,0,-,2,3,5,0,1,0,1,0,-3
Mario Hezonja,ORL,vs.TOR,03/20/2018,L,18,8,4,12,33.3,0,2,0.0,0,0,-,0,4,4,0,1,1,1,2,1
Shelvin Mack,ORL,vs.TOR,03/20/2018,L,24,17,7,16,43.8,3,6,50.0,0,0,-,0,0,0,4,2,0,1,1,-6
D.J. Augustin,ORL,vs.TOR,03/20/2018,L,35,9,4,9,44.4,1,4,25.0,0,0,-,0,3,3,10,0,0,2,2,-10
Pascal Siakam,TOR,@ORL,03/20/2018,W,20,8,3,9,33.3,1,2,50.0,1,2,50.0,1,6,7,1,1,1,3,0,14
Nikola Vucevic,ORL,vs.TOR,03/20/2018,L,32,15,7,19,36.8,1,2,50.0,0,0,-,1,8,9,3,3,0,1,2,-6
Lorenzo Brown,TOR,@ORL,03/20/2018,W,19,7,2,4,50.0,1,1,100,2,2,100,0,0,0,0,1,0,1,0,23
Kyle Lowry,TOR,@ORL,03/20/2018,W,37,25,9,17,52.9,7,13,53.8,0,0,-,0,5,5,8,0,0,4,0,11
Jonas Valanciunas,TOR,@ORL,03/20/2018,W,19,9,4,8,50.0,0,2,0.0,1,4,25.0,1,7,8,2,1,1,1,1,-6
Jakob Poeltl,TOR,@ORL,03/20/2018,W,11,4,2,2,100,0,0,-,0,0,-,1,1,2,1,1,0,1,1,-3
Malcolm Miller,TOR,@ORL,03/20/2018,W,8,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,1,0,-1
Serge Ibaka,TOR,@ORL,03/20/2018,W,28,13,5,11,45.5,2,4,50.0,1,1,100,0,6,6,0,0,2,1,1,-7
Lucas Nogueira,TOR,@ORL,03/20/2018,W,17,4,2,2,100,0,0,-,0,2,0.0,1,3,4,0,0,2,0,1,16
Norman Powell,TOR,@ORL,03/20/2018,W,18,10,4,7,57.1,2,4,50.0,0,0,-,1,1,2,1,0,1,3,3,-19
Arron Afflalo,ORL,vs.TOR,03/20/2018,L,23,2,1,4,25.0,0,0,-,0,0,-,1,0,1,1,0,1,2,1,-4
Khem Birch,ORL,vs.TOR,03/20/2018,L,9,1,0,1,0.0,0,0,-,1,2,50.0,2,2,4,0,0,0,0,0,6
Patrick Patterson,OKC,@BOS,03/20/2018,L,15,2,0,1,0.0,0,0,-,2,2,100,0,0,0,1,1,1,0,1,-7
Paul George,OKC,@BOS,03/20/2018,L,40,24,9,19,47.4,5,8,62.5,1,1,100,1,12,13,1,1,0,4,5,2
Aron Baynes,BOS,vs.OKC,03/20/2018,W,15,2,1,4,25.0,0,0,-,0,0,-,0,5,5,0,0,1,1,3,0
Al Horford,BOS,vs.OKC,03/20/2018,W,33,5,2,9,22.2,1,4,25.0,0,0,-,0,6,6,7,0,2,4,2,2
Jerami Grant,OKC,@BOS,03/20/2018,L,10,6,3,5,60.0,0,0,-,0,0,-,1,1,2,1,0,1,1,2,-13
Marcus Morris Sr.,BOS,vs.OKC,03/20/2018,W,30,21,8,13,61.5,3,6,50.0,2,2,100,0,4,4,0,1,0,2,3,-15
Russell Westbrook,OKC,@BOS,03/20/2018,L,37,27,9,21,42.9,2,5,40.0,7,11,63.6,2,6,8,7,1,0,5,2,5
Shane Larkin,BOS,vs.OKC,03/20/2018,W,25,13,5,9,55.6,2,4,50.0,1,1,100,2,2,4,1,0,0,1,0,17
Steven Adams,OKC,@BOS,03/20/2018,L,37,14,4,7,57.1,0,0,-,6,10,60.0,3,4,7,2,0,0,1,1,7
Jayson Tatum,BOS,vs.OKC,03/20/2018,W,35,23,8,12,66.7,3,6,50.0,4,4,100,2,9,11,4,1,1,1,3,23
Corey Brewer,OKC,@BOS,03/20/2018,L,36,11,4,12,33.3,1,6,16.7,2,2,100,1,4,5,3,2,1,0,3,-3
Carmelo Anthony,OKC,@BOS,03/20/2018,L,35,13,5,13,38.5,2,6,33.3,1,3,33.3,0,5,5,3,1,1,2,1,11
Josh Huestis,OKC,@BOS,03/20/2018,L,4,0,0,1,0.0,0,1,0.0,0,0,-,0,2,2,0,0,1,0,1,0
Raymond Felton,OKC,@BOS,03/20/2018,L,11,2,1,3,33.3,0,0,-,0,0,-,0,2,2,1,0,1,0,2,-6
Alex Abrines,OKC,@BOS,03/20/2018,L,4,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,2,-3
Abdel Nader,BOS,vs.OKC,03/20/2018,W,18,3,1,7,14.3,1,4,25.0,0,0,-,1,3,4,1,1,0,2,4,7
Semi Ojeleye,BOS,vs.OKC,03/20/2018,W,27,2,0,6,0.0,0,3,0.0,2,2,100,1,5,6,0,0,0,0,1,-9
Terrance Ferguson,OKC,@BOS,03/20/2018,L,12,0,0,2,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,2
Greg Monroe,BOS,vs.OKC,03/20/2018,W,22,17,6,12,50.0,0,0,-,5,5,100,4,2,6,3,1,1,2,3,-4
Terry Rozier,BOS,vs.OKC,03/20/2018,W,34,14,5,15,33.3,3,9,33.3,1,2,50.0,1,5,6,6,2,0,4,5,-16
Tyler Ulis,PHX,vs.DET,03/20/2018,L,15,2,0,3,0.0,0,2,0.0,2,2,100,1,3,4,5,0,0,1,3,-8
Eric Moreland,DET,@PHX,03/20/2018,W,8,2,1,2,50.0,0,0,-,0,0,-,1,1,2,1,1,3,1,2,1
Ish Smith,DET,@PHX,03/20/2018,W,30,13,5,13,38.5,1,3,33.3,2,2,100,1,2,3,3,3,0,0,1,19
Troy Daniels,PHX,vs.DET,03/20/2018,L,31,18,6,9,66.7,4,5,80.0,2,3,66.7,0,3,3,0,0,0,1,2,-18
Shaquille Harrison,PHX,vs.DET,03/20/2018,L,16,4,1,6,16.7,0,3,0.0,2,2,100,0,2,2,2,0,1,0,2,0
Marquese Chriss,PHX,vs.DET,03/20/2018,L,18,10,3,10,30.0,1,4,25.0,3,4,75.0,1,3,4,1,0,2,3,3,-21
Dragan Bender,PHX,vs.DET,03/20/2018,L,30,9,4,13,30.8,1,8,12.5,0,0,-,2,4,6,3,0,2,4,0,-24
Josh Jackson,PHX,vs.DET,03/20/2018,L,37,15,6,19,31.6,0,3,0.0,3,6,50.0,2,9,11,2,1,0,3,2,-26
Blake Griffin,DET,@PHX,03/20/2018,W,32,26,9,15,60.0,3,7,42.9,5,5,100,2,7,9,10,0,1,0,1,26
Stanley Johnson,DET,@PHX,03/20/2018,W,28,5,2,12,16.7,0,4,0.0,1,2,50.0,1,5,6,0,5,1,0,1,15
Elfrid Payton,PHX,vs.DET,03/20/2018,L,22,4,2,6,33.3,0,1,0.0,0,2,0.0,0,3,3,5,0,0,2,1,-16
Anthony Tolliver,DET,@PHX,03/20/2018,W,27,9,3,7,42.9,2,5,40.0,1,1,100,1,6,7,0,1,2,0,1,16
Luke Kennard,DET,@PHX,03/20/2018,W,24,16,6,11,54.5,3,6,50.0,1,1,100,0,6,6,3,0,2,0,1,15
Reggie Jackson,DET,@PHX,03/20/2018,W,15,7,3,7,42.9,1,2,50.0,0,0,-,0,0,0,2,0,0,0,1,9
James Ennis III,DET,@PHX,03/20/2018,W,23,10,4,9,44.4,2,4,50.0,0,0,-,3,2,5,1,0,0,2,1,13
Jared Dudley,PHX,vs.DET,03/20/2018,L,16,4,2,5,40.0,0,1,0.0,0,0,-,0,1,1,3,0,0,2,1,-3
Henry Ellenson,DET,@PHX,03/20/2018,W,4,5,2,3,66.7,1,2,50.0,0,0,-,0,1,1,1,0,0,0,0,-1
Andre Drummond,DET,@PHX,03/20/2018,W,26,10,4,9,44.4,0,0,-,2,3,66.7,3,7,10,0,1,5,4,4,12
Dwight Buycks,DET,@PHX,03/20/2018,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-1
Davon Reed,PHX,vs.DET,03/20/2018,L,17,0,0,4,0.0,0,3,0.0,0,0,-,1,2,3,0,0,0,2,0,-9
Alec Peters,PHX,vs.DET,03/20/2018,L,12,3,1,4,25.0,1,4,25.0,0,0,-,0,0,0,0,0,0,0,0,-6
Reggie Bullock,DET,@PHX,03/20/2018,W,21,12,4,9,44.4,2,3,66.7,2,2,100,0,1,1,1,1,0,1,3,11
Alex Len,PHX,vs.DET,03/20/2018,L,25,19,9,11,81.8,0,0,-,1,1,100,5,7,12,1,0,3,1,2,-4
Blake Griffin,DET,@SAC,03/19/2018,W,36,26,9,18,50.0,3,5,60.0,5,6,83.3,1,8,9,7,0,1,1,0,14
Buddy Hield,SAC,vs.DET,03/19/2018,L,33,20,8,15,53.3,3,6,50.0,1,1,100,0,6,6,4,2,0,4,2,-16
De'Aaron Fox,SAC,vs.DET,03/19/2018,L,31,16,8,11,72.7,0,0,-,0,3,0.0,0,3,3,4,0,0,3,3,-14
Kosta Koufos,SAC,vs.DET,03/19/2018,L,17,0,0,3,0.0,0,0,-,0,0,-,0,5,5,3,0,0,0,1,-5
Vince Carter,SAC,vs.DET,03/19/2018,L,17,7,3,6,50.0,1,4,25.0,0,0,-,1,0,1,0,2,1,2,3,-3
Skal Labissiere,SAC,vs.DET,03/19/2018,L,25,10,4,10,40.0,0,1,0.0,2,2,100,2,3,5,1,1,2,2,3,-2
Reggie Bullock,DET,@SAC,03/19/2018,W,31,17,7,13,53.8,3,6,50.0,0,0,-,0,0,0,2,0,0,0,0,15
Willie Cauley-Stein,SAC,vs.DET,03/19/2018,L,31,9,4,8,50.0,0,0,-,1,2,50.0,1,5,6,5,0,0,1,3,-11
Zach Randolph,SAC,vs.DET,03/19/2018,L,15,4,2,8,25.0,0,1,0.0,0,0,-,1,1,2,3,0,0,0,1,-10
Dwight Buycks,DET,@SAC,03/19/2018,W,14,4,2,4,50.0,0,0,-,0,0,-,1,2,3,0,0,0,1,1,3
Stanley Johnson,DET,@SAC,03/19/2018,W,25,11,3,8,37.5,1,3,33.3,4,4,100,0,4,4,1,3,0,0,1,12
Luke Kennard,DET,@SAC,03/19/2018,W,27,10,4,8,50.0,2,4,50.0,0,0,-,0,1,1,0,1,0,2,0,5
James Ennis III,DET,@SAC,03/19/2018,W,13,4,0,3,0.0,0,2,0.0,4,4,100,1,2,3,2,0,0,0,1,0
Bruno Caboclo,SAC,vs.DET,03/19/2018,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-1
Justin Jackson,SAC,vs.DET,03/19/2018,L,31,15,7,9,77.8,1,2,50.0,0,0,-,0,4,4,1,1,0,0,2,-13
Garrett Temple,SAC,vs.DET,03/19/2018,L,23,2,1,10,10.0,0,6,0.0,0,0,-,0,2,2,0,0,0,0,2,-4
Ish Smith,DET,@SAC,03/19/2018,W,34,18,7,10,70.0,2,3,66.7,2,2,100,0,4,4,2,2,1,1,2,13
Andre Drummond,DET,@SAC,03/19/2018,W,31,4,2,7,28.6,0,0,-,0,2,0.0,2,14,16,2,0,3,3,3,12
Frank Mason,SAC,vs.DET,03/19/2018,L,16,7,3,8,37.5,1,3,33.3,0,1,0.0,3,2,5,2,1,0,1,1,-1
Anthony Tolliver,DET,@SAC,03/19/2018,W,29,12,3,8,37.5,3,6,50.0,3,4,75.0,1,3,4,1,0,0,1,3,6
Al Jefferson,IND,vs.LAL,03/19/2018,W,7,4,1,3,33.3,0,0,-,2,2,100,0,0,0,0,1,2,0,0,-9
Kyle Kuzma,LAL,@IND,03/19/2018,L,37,27,10,18,55.6,3,10,30.0,4,5,80.0,2,6,8,1,0,0,1,2,-6
Trevor Booker,IND,vs.LAL,03/19/2018,W,17,2,1,4,25.0,0,0,-,0,0,-,1,6,7,2,0,0,0,0,0
Darren Collison,IND,vs.LAL,03/19/2018,W,33,15,5,10,50.0,2,4,50.0,3,3,100,1,3,4,8,1,1,0,0,10
Myles Turner,IND,vs.LAL,03/19/2018,W,30,21,9,15,60.0,1,1,100,2,2,100,2,5,7,3,0,2,1,3,16
Julius Randle,LAL,@IND,03/19/2018,L,34,21,9,19,47.4,0,0,-,3,5,60.0,6,3,9,3,1,0,1,4,-12
Isaiah Thomas,LAL,@IND,03/19/2018,L,25,11,4,14,28.6,0,5,0.0,3,4,75.0,0,3,3,3,0,0,1,3,-8
Cory Joseph,IND,vs.LAL,03/19/2018,W,29,8,2,6,33.3,0,2,0.0,4,4,100,0,3,3,3,2,1,0,3,5
Victor Oladipo,IND,vs.LAL,03/19/2018,W,32,20,8,15,53.3,1,3,33.3,3,4,75.0,2,2,4,0,3,0,2,2,3
Lance Stephenson,IND,vs.LAL,03/19/2018,W,30,16,6,13,46.2,2,5,40.0,2,2,100,1,4,5,1,1,0,1,3,13
Kentavious Caldwell-Pope,LAL,@IND,03/19/2018,L,39,12,3,10,30.0,3,8,37.5,3,3,100,0,7,7,1,1,1,2,2,-1
Ivica Zubac,LAL,@IND,03/19/2018,L,7,2,1,3,33.3,0,0,-,0,0,-,2,1,3,1,0,0,1,1,-7
Tyler Ennis,LAL,@IND,03/19/2018,L,9,0,0,1,0.0,0,1,0.0,0,0,-,0,3,3,0,0,0,0,2,-4
Lonzo Ball,LAL,@IND,03/19/2018,L,37,4,1,4,25.0,1,4,25.0,1,2,50.0,0,2,2,8,2,0,4,1,-3
Bojan Bogdanovic,IND,vs.LAL,03/19/2018,W,25,6,2,9,22.2,0,5,0.0,2,2,100,0,5,5,3,0,0,0,4,-1
Thaddeus Young,IND,vs.LAL,03/19/2018,W,36,18,9,12,75.0,0,1,0.0,0,0,-,2,7,9,4,1,2,2,1,13
Brook Lopez,LAL,@IND,03/19/2018,L,37,23,10,15,66.7,1,3,33.3,2,4,50.0,4,4,8,3,0,2,2,1,-8
Travis Wear,LAL,@IND,03/19/2018,L,13,0,0,2,0.0,0,2,0.0,0,0,-,0,4,4,0,0,0,1,2,-1
Malik Beasley,DEN,@MIA,03/19/2018,L,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2
Torrey Craig,DEN,@MIA,03/19/2018,L,11,6,2,4,50.0,2,2,100,0,0,-,1,2,3,0,0,0,1,1,6
Goran Dragic,MIA,vs.DEN,03/19/2018,W,42,20,6,15,40.0,1,3,33.3,7,8,87.5,1,4,5,8,1,0,3,4,10
Jamal Murray,DEN,@MIA,03/19/2018,L,43,23,5,16,31.3,4,8,50.0,9,11,81.8,1,4,5,5,0,0,1,4,-10
Justise Winslow,MIA,vs.DEN,03/19/2018,W,22,11,5,8,62.5,1,3,33.3,0,0,-,0,2,2,3,1,1,1,3,-1
Tyler Johnson,MIA,vs.DEN,03/19/2018,W,21,8,3,9,33.3,2,3,66.7,0,0,-,0,4,4,3,0,1,0,1,-3
Will Barton,DEN,@MIA,03/19/2018,L,46,22,8,21,38.1,3,10,30.0,3,3,100,1,3,4,3,4,2,0,4,-7
Wayne Ellington,MIA,vs.DEN,03/19/2018,W,40,23,8,14,57.1,6,11,54.5,1,2,50.0,0,3,3,2,0,0,1,5,13
Kelly Olynyk,MIA,vs.DEN,03/19/2018,W,41,30,11,16,68.8,4,6,66.7,4,5,80.0,1,7,8,6,1,4,2,3,18
Nikola Jokic,DEN,@MIA,03/19/2018,L,48,34,12,22,54.5,4,5,80.0,6,6,100,5,10,15,3,1,0,5,5,1
James Johnson,MIA,vs.DEN,03/19/2018,W,46,31,13,17,76.5,4,6,66.7,1,3,33.3,0,11,11,6,1,1,1,4,13
Paul Millsap,DEN,@MIA,03/19/2018,L,45,14,5,11,45.5,1,2,50.0,3,4,75.0,1,7,8,2,2,1,2,2,-12
Devin Harris,DEN,@MIA,03/19/2018,L,27,13,2,8,25.0,1,4,25.0,8,8,100,0,2,2,9,0,0,3,2,3
Wilson Chandler,DEN,@MIA,03/19/2018,L,47,26,11,16,68.8,3,7,42.9,1,2,50.0,1,4,5,0,2,1,1,5,-16
Bam Adebayo,MIA,vs.DEN,03/19/2018,W,27,7,3,9,33.3,0,0,-,1,6,16.7,4,4,8,3,0,0,2,2,-17
Rodney McGruder,MIA,vs.DEN,03/19/2018,W,9,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,0,0,3
Josh Richardson,MIA,vs.DEN,03/19/2018,W,41,17,6,13,46.2,2,4,50.0,3,3,100,1,4,5,5,1,4,1,4,4
Mason Plumlee,DEN,@MIA,03/19/2018,L,23,3,1,2,50.0,0,0,-,1,3,33.3,1,3,4,1,1,1,0,2,-3
Ante Zizic,CLE,vs.MIL,03/19/2018,W,17,13,4,6,66.7,0,0,-,5,5,100,4,2,6,0,0,1,0,4,7
Brandon Jennings,MIL,@CLE,03/19/2018,L,14,4,2,3,66.7,0,0,-,0,0,-,0,0,0,4,0,1,1,0,-6
Jabari Parker,MIL,@CLE,03/19/2018,L,25,12,5,10,50.0,1,3,33.3,1,1,100,2,4,6,3,2,1,4,3,-14
Kevin Love,CLE,vs.MIL,03/19/2018,W,25,18,5,13,38.5,4,9,44.4,4,4,100,2,5,7,4,0,2,2,0,0
Jeff Green,CLE,vs.MIL,03/19/2018,W,41,14,5,8,62.5,0,2,0.0,4,4,100,0,0,0,3,1,1,2,2,4
Sterling Brown,MIL,@CLE,03/19/2018,L,6,0,0,1,0.0,0,0,-,0,0,-,0,1,1,0,0,0,0,1,-2
Jason Terry,MIL,@CLE,03/19/2018,L,10,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-5
John Henson,MIL,@CLE,03/19/2018,L,20,4,2,5,40.0,0,0,-,0,0,-,1,3,4,2,1,1,0,1,-13
LeBron James,CLE,vs.MIL,03/19/2018,W,40,40,16,29,55.2,3,7,42.9,5,8,62.5,5,7,12,10,2,1,6,2,4
Thon Maker,MIL,@CLE,03/19/2018,L,23,12,5,10,50.0,0,2,0.0,2,2,100,1,0,1,0,3,1,0,4,9
Khris Middleton,MIL,@CLE,03/19/2018,L,38,30,11,16,68.8,5,9,55.6,3,3,100,1,4,5,2,2,1,3,5,-2
Giannis Antetokounmpo,MIL,@CLE,03/19/2018,L,39,37,13,20,65.0,0,2,0.0,11,11,100,3,8,11,5,1,0,2,4,-1
George Hill,CLE,vs.MIL,03/19/2018,W,21,0,0,2,0.0,0,2,0.0,0,0,-,0,3,3,3,0,1,1,0,2
Eric Bledsoe,MIL,@CLE,03/19/2018,L,35,13,5,15,33.3,1,8,12.5,2,3,66.7,0,3,3,8,2,2,5,4,-1
Jordan Clarkson,CLE,vs.MIL,03/19/2018,W,28,17,5,11,45.5,3,7,42.9,4,4,100,0,2,2,1,1,0,0,3,4
JR Smith,CLE,vs.MIL,03/19/2018,W,23,5,2,3,66.7,1,2,50.0,0,0,-,0,3,3,1,0,0,2,4,2
Jose Calderon,CLE,vs.MIL,03/19/2018,W,18,5,2,7,28.6,1,3,33.3,0,0,-,1,2,3,2,0,0,0,0,4
Kyle Korver,CLE,vs.MIL,03/19/2018,W,28,12,4,8,50.0,3,6,50.0,1,2,50.0,0,6,6,0,0,0,0,2,8
Tony Snell,MIL,@CLE,03/19/2018,L,31,5,2,8,25.0,1,7,14.3,0,0,-,0,1,1,2,0,0,0,0,0
Briante Weber,MEM,@BKN,03/19/2018,L,34,15,7,11,63.6,0,2,0.0,1,2,50.0,2,2,4,1,3,0,2,3,-11
Jarell Martin,MEM,@BKN,03/19/2018,L,12,5,2,4,50.0,1,1,100,0,0,-,0,0,0,0,1,0,0,6,-7
Spencer Dinwiddie,BKN,vs.MEM,03/19/2018,W,26,9,2,6,33.3,0,4,0.0,5,6,83.3,0,2,2,6,0,0,3,2,-5
Chandler Parsons,MEM,@BKN,03/19/2018,L,16,13,4,5,80.0,3,3,100,2,2,100,1,1,2,1,2,0,1,1,-12
Andrew Harrison,MEM,@BKN,03/19/2018,L,31,19,7,16,43.8,1,5,20.0,4,8,50.0,0,1,1,8,0,1,0,2,21
Allen Crabbe,BKN,vs.MEM,03/19/2018,W,27,22,7,10,70.0,4,7,57.1,4,4,100,0,3,3,2,0,1,0,0,9
Caris LeVert,BKN,vs.MEM,03/19/2018,W,24,22,7,9,77.8,4,4,100,4,6,66.7,0,3,3,2,0,1,4,3,-6
Wayne Selden,MEM,@BKN,03/19/2018,L,24,17,7,15,46.7,3,7,42.9,0,1,0.0,2,1,3,2,0,0,2,4,8
Ben McLemore,MEM,@BKN,03/19/2018,L,20,5,2,3,66.7,1,2,50.0,0,0,-,0,4,4,0,1,0,4,5,8
