Player,Team,Match-up,Date,W/L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Luke Kennard,DET,@BOS,02/13/2019,L,36,11,4,10,40.0,2,6,33.3,1,2,50.0,0,3,3,5,1,0,0,2,11
Reggie Jackson,DET,@BOS,02/13/2019,L,31,18,5,11,45.5,3,6,50.0,5,6,83.3,0,2,2,3,0,0,3,2,16
Al Horford,BOS,vs.DET,02/13/2019,W,31,17,6,12,50.0,3,5,60.0,2,2,100,3,11,14,8,1,0,0,1,26
Jayson Tatum,BOS,vs.DET,02/13/2019,W,34,19,8,18,44.4,3,8,37.5,0,0,-,1,3,4,4,2,0,3,2,13
Langston Galloway,DET,@BOS,02/13/2019,L,12,0,0,3,0.0,0,2,0.0,0,0,-,0,0,0,0,0,0,0,0,-19
Marcus Morris Sr.,BOS,vs.DET,02/13/2019,W,29,11,5,12,41.7,1,4,25.0,0,1,0.0,3,3,6,1,0,0,3,2,-13
Marcus Smart,BOS,vs.DET,02/13/2019,W,32,16,6,11,54.5,4,9,44.4,0,0,-,1,2,3,5,2,1,6,4,-5
Blake Griffin,DET,@BOS,02/13/2019,L,37,32,10,19,52.6,4,8,50.0,8,12,66.7,3,5,8,5,0,0,2,2,1
Jaylen Brown,BOS,vs.DET,02/13/2019,W,30,17,8,15,53.3,1,4,25.0,0,0,-,0,7,7,0,2,0,1,3,7
Thon Maker,DET,@BOS,02/13/2019,L,19,6,1,7,14.3,0,5,0.0,4,4,100,2,1,3,1,0,1,1,1,-13
Wayne Ellington,DET,@BOS,02/13/2019,L,33,13,5,12,41.7,3,10,30.0,0,0,-,0,1,1,1,2,0,0,3,-3
Semi Ojeleye,BOS,vs.DET,02/13/2019,W,19,9,3,4,75.0,2,3,66.7,1,2,50.0,1,2,3,2,0,0,0,2,19
Andre Drummond,DET,@BOS,02/13/2019,L,35,21,8,14,57.1,0,0,-,5,8,62.5,4,13,17,0,4,0,2,5,1
Ish Smith,DET,@BOS,02/13/2019,L,19,2,1,3,33.3,0,0,-,0,0,-,1,3,4,3,0,0,1,0,-22
Mario Hezonja,NYK,vs.PHI,02/13/2019,L,6,0,0,3,0.0,0,0,-,0,0,-,1,0,1,1,0,0,0,0,-9
Boban Marjanovic,PHI,@NYK,02/13/2019,W,14,10,5,7,71.4,0,0,-,0,0,-,2,6,8,3,0,1,2,2,6
Dennis Smith Jr.,NYK,vs.PHI,02/13/2019,L,25,13,5,15,33.3,0,0,-,3,3,100,0,1,1,5,2,0,3,4,-17
Mike Scott,PHI,@NYK,02/13/2019,W,19,8,3,8,37.5,2,6,33.3,0,0,-,0,1,1,0,0,1,0,1,-5
DeAndre Jordan,NYK,vs.PHI,02/13/2019,L,20,12,5,10,50.0,0,0,-,2,2,100,3,2,5,7,0,0,0,3,-24
Damyean Dotson,NYK,vs.PHI,02/13/2019,L,31,16,6,16,37.5,2,7,28.6,2,2,100,2,0,2,3,0,0,0,2,-18
Kadeem Allen,NYK,vs.PHI,02/13/2019,L,23,13,5,11,45.5,1,3,33.3,2,3,66.7,1,2,3,4,3,0,4,1,2
T.J. McConnell,PHI,@NYK,02/13/2019,W,14,6,3,7,42.9,0,0,-,0,0,-,1,2,3,4,3,0,1,2,8
Luke Kornet,NYK,vs.PHI,02/13/2019,L,28,7,2,11,18.2,1,8,12.5,2,2,100,0,6,6,1,0,0,2,3,9
Joel Embiid,PHI,@NYK,02/13/2019,W,34,26,7,13,53.8,0,0,-,12,14,85.7,2,12,14,3,0,1,4,5,9
Ben Simmons,PHI,@NYK,02/13/2019,W,34,18,5,7,71.4,0,0,-,8,14,57.1,1,3,4,7,1,1,5,4,7
Mitchell Robinson,NYK,vs.PHI,02/13/2019,L,28,14,5,8,62.5,0,0,-,4,7,57.1,5,8,13,1,2,4,0,2,9
Tobias Harris,PHI,@NYK,02/13/2019,W,35,25,9,14,64.3,3,7,42.9,4,5,80.0,0,6,6,3,0,1,1,3,27
Noah Vonleh,NYK,vs.PHI,02/13/2019,L,18,3,1,5,20.0,0,2,0.0,1,1,100,2,2,4,0,1,0,0,3,-18
Kevin Knox II,NYK,vs.PHI,02/13/2019,L,19,9,4,10,40.0,1,4,25.0,0,1,0.0,0,1,1,0,0,0,0,5,-29
Allonzo Trier,NYK,vs.PHI,02/13/2019,L,27,19,5,9,55.6,3,4,75.0,6,6,100,0,4,4,4,0,0,3,2,9
Jonathon Simmons,PHI,@NYK,02/13/2019,W,14,3,1,3,33.3,1,2,50.0,0,0,-,0,1,1,1,1,0,0,2,-16
Lance Thomas,NYK,vs.PHI,02/13/2019,L,15,5,2,2,100,1,1,100,0,0,-,0,3,3,1,0,0,0,2,11
JJ Redick,PHI,@NYK,02/13/2019,W,34,15,4,10,40.0,2,6,33.3,5,5,100,0,3,3,2,0,0,2,4,7
Jimmy Butler,PHI,@NYK,02/13/2019,W,34,13,4,6,66.7,0,0,-,5,5,100,0,7,7,8,3,2,0,0,31
James Ennis III,PHI,@NYK,02/13/2019,W,8,2,1,3,33.3,0,2,0.0,0,0,-,0,0,0,2,0,0,0,1,1
Robin Lopez,CHI,vs.MEM,02/13/2019,W,32,25,10,15,66.7,0,1,0.0,5,6,83.3,2,3,5,1,0,2,2,2,26
Zach LaVine,CHI,vs.MEM,02/13/2019,W,34,15,5,10,50.0,1,3,33.3,4,4,100,1,5,6,7,0,0,4,2,25
Bruno Caboclo,MEM,@CHI,02/13/2019,L,10,8,3,4,75.0,2,3,66.7,0,0,-,1,4,5,2,0,0,0,1,13
Ivan Rabb,MEM,@CHI,02/13/2019,L,9,4,2,3,66.7,0,0,-,0,0,-,1,0,1,0,2,0,0,2,-4
CJ Miles,MEM,@CHI,02/13/2019,L,24,12,5,12,41.7,2,7,28.6,0,0,-,0,2,2,2,0,0,1,1,4
Otto Porter Jr.,CHI,vs.MEM,02/13/2019,W,34,37,16,20,80.0,3,5,60.0,2,2,100,3,7,10,2,0,1,2,2,21
Shaquille Harrison,CHI,vs.MEM,02/13/2019,W,16,6,3,4,75.0,0,0,-,0,0,-,1,3,4,0,0,0,1,1,-10
Cristiano Felicio,CHI,vs.MEM,02/13/2019,W,14,8,2,4,50.0,0,0,-,4,7,57.1,2,1,3,0,0,0,0,1,-12
Tyler Dorsey,MEM,@CHI,02/13/2019,L,10,9,4,6,66.7,1,3,33.3,0,0,-,2,1,3,1,0,0,0,1,3
Avery Bradley,MEM,@CHI,02/13/2019,L,29,15,7,12,58.3,1,2,50.0,0,0,-,0,1,1,5,1,0,2,1,-24
Jaren Jackson Jr.,MEM,@CHI,02/13/2019,L,28,12,5,10,50.0,2,4,50.0,0,0,-,0,2,2,0,0,1,1,2,-22
Mike Conley,MEM,@CHI,02/13/2019,L,26,12,3,11,27.3,1,5,20.0,5,6,83.3,0,2,2,5,0,0,0,1,-23
Delon Wright,MEM,@CHI,02/13/2019,L,26,12,4,6,66.7,2,3,66.7,2,2,100,0,2,2,5,2,1,0,1,17
Rawle Alkins,CHI,vs.MEM,02/13/2019,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-4
Ryan Arcidiacono,CHI,vs.MEM,02/13/2019,W,34,2,1,2,50.0,0,0,-,0,0,-,0,6,6,11,1,0,1,4,20
Antonio Blakeney,CHI,vs.MEM,02/13/2019,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,0,-4
Justin Holiday,MEM,@CHI,02/13/2019,L,22,3,1,4,25.0,0,2,0.0,1,1,100,0,0,0,2,2,0,0,1,-21
Lauri Markkanen,CHI,vs.MEM,02/13/2019,W,35,21,6,14,42.9,3,6,50.0,6,6,100,0,9,9,6,1,0,2,2,19
Joakim Noah,MEM,@CHI,02/13/2019,L,20,8,2,4,50.0,0,0,-,4,6,66.7,0,3,3,3,0,2,0,4,8
Jevon Carter,MEM,@CHI,02/13/2019,L,15,3,1,3,33.3,0,1,0.0,1,2,50.0,1,3,4,3,2,0,1,1,6
Jonas Valanciunas,MEM,@CHI,02/13/2019,L,23,12,6,14,42.9,0,1,0.0,0,0,-,1,6,7,5,0,1,3,3,-17
Timothe Luwawu-Cabarrot,CHI,vs.MEM,02/13/2019,W,17,2,0,4,0.0,0,2,0.0,2,2,100,0,0,0,0,0,0,0,1,-13
Wayne Selden,CHI,vs.MEM,02/13/2019,W,20,6,2,7,28.6,1,3,33.3,1,2,50.0,0,3,3,0,0,0,2,3,-8
Stanley Johnson,NOP,vs.ORL,02/12/2019,L,5,0,0,2,0.0,0,0,-,0,0,-,1,3,4,0,0,0,1,0,-5
Frank Jackson,NOP,vs.ORL,02/12/2019,L,12,6,2,7,28.6,0,3,0.0,2,3,66.7,0,1,1,0,0,0,1,0,-16
Melvin Frazier Jr.,ORL,@NOP,02/12/2019,W,4,2,1,5,20.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,1
E'Twaun Moore,NOP,vs.ORL,02/12/2019,L,26,19,8,13,61.5,3,5,60.0,0,0,-,0,3,3,1,0,1,2,2,-17
Jrue Holiday,NOP,vs.ORL,02/12/2019,L,24,16,7,15,46.7,1,4,25.0,1,1,100,0,3,3,6,2,1,0,1,-14
Terrence Ross,ORL,@NOP,02/12/2019,W,18,3,1,7,14.3,1,3,33.3,0,0,-,0,1,1,2,0,1,1,0,-4
Nikola Vucevic,ORL,@NOP,02/12/2019,W,27,25,10,18,55.6,1,3,33.3,4,5,80.0,3,14,17,3,2,0,0,1,29
Jahlil Okafor,NOP,vs.ORL,02/12/2019,L,29,8,4,9,44.4,0,0,-,0,0,-,5,2,7,1,2,0,2,1,-10
Wes Iwundu,ORL,@NOP,02/12/2019,W,17,8,3,6,50.0,2,3,66.7,0,0,-,1,2,3,1,2,2,2,4,9
Jonathan Isaac,ORL,@NOP,02/12/2019,W,29,20,7,18,38.9,2,9,22.2,4,4,100,2,5,7,1,0,3,1,1,33
Cheick Diallo,NOP,vs.ORL,02/12/2019,L,13,0,0,2,0.0,0,0,-,0,0,-,1,0,1,0,0,0,1,2,-13
Anthony Davis,NOP,vs.ORL,02/12/2019,L,24,3,1,9,11.1,0,0,-,1,2,50.0,0,6,6,0,0,3,0,1,-16
D.J. Augustin,ORL,@NOP,02/12/2019,W,20,2,1,3,33.3,0,1,0.0,0,0,-,0,5,5,6,0,0,2,0,22
Darius Miller,NOP,vs.ORL,02/12/2019,L,21,9,3,11,27.3,3,9,33.3,0,0,-,0,2,2,2,0,1,0,1,-7
Jerian Grant,ORL,@NOP,02/12/2019,W,4,2,1,1,100,0,0,-,0,0,-,0,0,0,1,1,0,0,1,1
Amile Jefferson,ORL,@NOP,02/12/2019,W,4,2,0,1,0.0,0,0,-,2,2,100,1,2,3,0,0,0,0,0,1
Julius Randle,NOP,vs.ORL,02/12/2019,L,22,15,6,11,54.5,3,5,60.0,0,0,-,0,4,4,4,0,2,3,2,-21
Kenrich Williams,NOP,vs.ORL,02/12/2019,L,32,2,1,7,14.3,0,2,0.0,0,0,-,1,6,7,0,1,0,2,3,-21
Isaiah Briscoe,ORL,@NOP,02/12/2019,W,28,3,1,4,25.0,1,3,33.3,0,0,-,0,6,6,8,2,1,0,1,8
Jarell Martin,ORL,@NOP,02/12/2019,W,4,3,1,1,100,1,1,100,0,0,-,0,1,1,0,0,0,0,3,1
Aaron Gordon,ORL,@NOP,02/12/2019,W,33,20,6,10,60.0,2,4,50.0,6,6,100,1,3,4,4,2,0,2,1,18
Tim Frazier,NOP,vs.ORL,02/12/2019,L,31,10,4,8,50.0,0,1,0.0,2,2,100,0,4,4,7,0,0,2,3,-10
Evan Fournier,ORL,@NOP,02/12/2019,W,35,22,7,16,43.8,3,4,75.0,5,5,100,2,4,6,4,0,0,2,2,31
Khem Birch,ORL,@NOP,02/12/2019,W,17,6,3,5,60.0,0,0,-,0,0,-,2,3,5,2,0,1,0,0,0
Jonas Valanciunas,MEM,vs.SAS,02/12/2019,L,21,23,9,11,81.8,0,1,0.0,5,8,62.5,2,8,10,2,0,0,1,3,4
Avery Bradley,MEM,vs.SAS,02/12/2019,L,38,33,15,21,71.4,3,5,60.0,0,0,-,0,6,6,6,1,0,2,1,-1
Patty Mills,SAS,@MEM,02/12/2019,W,27,22,7,12,58.3,6,8,75.0,2,2,100,1,0,1,3,1,0,0,0,-17
Bruno Caboclo,MEM,vs.SAS,02/12/2019,L,21,4,2,7,28.6,0,1,0.0,0,0,-,1,3,4,1,0,3,0,2,1
LaMarcus Aldridge,SAS,@MEM,02/12/2019,W,35,22,8,15,53.3,0,0,-,6,10,60.0,4,7,11,2,0,3,1,5,16
Joakim Noah,MEM,vs.SAS,02/12/2019,L,18,8,4,6,66.7,0,0,-,0,0,-,1,3,4,4,2,0,0,3,1
Dante Cunningham,SAS,@MEM,02/12/2019,W,4,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,1,0,-9
Jevon Carter,MEM,vs.SAS,02/12/2019,L,14,3,1,6,16.7,1,3,33.3,0,0,-,0,0,0,1,1,1,0,1,3
Marco Belinelli,SAS,@MEM,02/12/2019,W,28,11,4,10,40.0,1,5,20.0,2,2,100,0,2,2,2,0,0,1,0,-11
Delon Wright,MEM,vs.SAS,02/12/2019,L,34,4,2,9,22.2,0,3,0.0,0,0,-,0,8,8,6,1,1,2,2,-15
Bryn Forbes,SAS,@MEM,02/12/2019,W,29,9,3,10,30.0,0,1,0.0,3,3,100,0,2,2,3,3,0,1,2,16
DeMar DeRozan,SAS,@MEM,02/12/2019,W,41,12,5,19,26.3,0,0,-,2,3,66.7,1,5,6,5,1,0,1,3,3
CJ Miles,MEM,vs.SAS,02/12/2019,L,23,10,3,8,37.5,2,5,40.0,2,2,100,0,4,4,2,0,0,1,2,10
Justin Holiday,MEM,vs.SAS,02/12/2019,L,35,11,5,11,45.5,1,3,33.3,0,0,-,1,3,4,2,0,0,3,2,1
Jaren Jackson Jr.,MEM,vs.SAS,02/12/2019,L,24,9,2,7,28.6,1,2,50.0,4,6,66.7,1,4,5,0,0,1,3,4,-7
Davis Bertans,SAS,@MEM,02/12/2019,W,28,17,5,7,71.4,4,4,100,3,3,100,0,3,3,0,0,1,0,3,12
Jakob Poeltl,SAS,@MEM,02/12/2019,W,13,0,0,2,0.0,0,0,-,0,0,-,2,3,5,0,1,0,1,0,-15
Rudy Gay,SAS,@MEM,02/12/2019,W,35,15,4,11,36.4,2,3,66.7,5,6,83.3,2,10,12,8,0,1,1,1,10
Ivan Rabb,MEM,vs.SAS,02/12/2019,L,11,2,1,3,33.3,0,1,0.0,0,0,-,2,1,3,1,0,0,0,3,-2
Vince Carter,ATL,vs.LAL,02/12/2019,W,24,11,3,4,75.0,2,3,66.7,3,3,100,0,5,5,3,0,1,1,2,-1
JaVale McGee,LAL,@ATL,02/12/2019,L,13,6,2,3,66.7,0,0,-,2,4,50.0,0,4,4,0,0,0,1,4,-8
DeAndre' Bembry,ATL,vs.LAL,02/12/2019,W,23,6,3,6,50.0,0,1,0.0,0,0,-,1,5,6,1,2,0,3,0,2
Lance Stephenson,LAL,@ATL,02/12/2019,L,15,0,0,5,0.0,0,2,0.0,0,0,-,1,2,3,2,1,0,0,1,1
John Collins,ATL,vs.LAL,02/12/2019,W,34,22,8,15,53.3,2,2,100,4,5,80.0,0,8,8,3,0,0,2,5,-2
Kyle Kuzma,LAL,@ATL,02/12/2019,L,35,19,8,20,40.0,3,9,33.3,0,0,-,2,3,5,1,1,0,1,4,-5
Reggie Bullock,LAL,@ATL,02/12/2019,L,35,15,6,11,54.5,3,6,50.0,0,0,-,0,5,5,1,2,1,1,2,-1
Taurean Prince,ATL,vs.LAL,02/12/2019,W,29,17,6,14,42.9,4,9,44.4,1,1,100,0,6,6,1,0,1,0,2,4
Alex Len,ATL,vs.LAL,02/12/2019,W,12,11,4,5,80.0,3,4,75.0,0,0,-,0,2,2,1,0,0,3,4,13
LeBron James,LAL,@ATL,02/12/2019,L,43,28,8,20,40.0,3,10,30.0,9,11,81.8,2,9,11,16,3,1,2,3,0
Omari Spellman,ATL,vs.LAL,02/12/2019,W,14,6,2,6,33.3,1,4,25.0,1,2,50.0,1,2,3,0,1,0,0,1,7
Kevin Huerter,ATL,vs.LAL,02/12/2019,W,25,5,2,7,28.6,0,4,0.0,1,2,50.0,0,1,1,2,2,0,1,2,1
Kent Bazemore,ATL,vs.LAL,02/12/2019,W,16,5,2,8,25.0,1,4,25.0,0,0,-,0,5,5,3,1,2,2,1,-8
Brandon Ingram,LAL,@ATL,02/12/2019,L,34,19,7,14,50.0,0,1,0.0,5,6,83.3,1,5,6,1,0,1,4,4,1
Rajon Rondo,LAL,@ATL,02/12/2019,L,34,13,5,10,50.0,2,4,50.0,1,3,33.3,3,4,7,4,1,1,6,4,-2
Kentavious Caldwell-Pope,LAL,@ATL,02/12/2019,L,25,13,5,11,45.5,3,7,42.9,0,1,0.0,1,1,2,0,1,2,0,1,1
Moritz Wagner,LAL,@ATL,02/12/2019,L,5,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,1,0,0,1,-7
Trae Young,ATL,vs.LAL,02/12/2019,W,38,22,6,19,31.6,3,9,33.3,7,9,77.8,0,6,6,14,1,1,6,2,11
Dewayne Dedmon,ATL,vs.LAL,02/12/2019,W,24,12,4,8,50.0,0,2,0.0,4,4,100,4,1,5,1,1,1,2,5,-7
Raul Neto,UTA,@GSW,02/12/2019,L,9,10,3,4,75.0,0,1,0.0,4,6,66.7,0,0,0,2,0,0,1,2,3
Ricky Rubio,UTA,@GSW,02/12/2019,L,32,16,7,17,41.2,1,5,20.0,1,1,100,0,4,4,6,1,0,2,3,-7
Alfonzo McKinnie,GSW,vs.UTA,02/12/2019,W,5,5,2,2,100,0,0,-,1,2,50.0,2,0,2,0,0,0,0,0,-5
Klay Thompson,GSW,vs.UTA,02/12/2019,W,32,22,9,14,64.3,3,5,60.0,1,2,50.0,0,4,4,1,0,2,1,4,8
DeMarcus Cousins,GSW,vs.UTA,02/12/2019,W,28,12,4,17,23.5,1,6,16.7,3,5,60.0,1,9,10,5,2,0,2,3,8
Kyle Korver,UTA,@GSW,02/12/2019,L,19,5,1,3,33.3,0,2,0.0,3,3,100,0,4,4,3,1,0,2,1,0
Joe Ingles,UTA,@GSW,02/12/2019,L,28,5,2,2,100,1,1,100,0,0,-,0,5,5,4,0,0,2,0,3
Stephen Curry,GSW,vs.UTA,02/12/2019,W,36,24,8,19,42.1,5,14,35.7,3,3,100,0,5,5,4,4,2,2,3,5
Donovan Mitchell,UTA,@GSW,02/12/2019,L,36,25,10,29,34.5,3,8,37.5,2,3,66.7,2,5,7,2,0,0,3,4,-13
Royce O'Neale,UTA,@GSW,02/12/2019,L,28,13,5,6,83.3,3,4,75.0,0,0,-,0,4,4,0,0,0,0,0,-3
Draymond Green,GSW,vs.UTA,02/12/2019,W,34,6,3,7,42.9,0,4,0.0,0,0,-,0,7,7,6,2,2,1,0,1
Rudy Gobert,UTA,@GSW,02/12/2019,L,35,13,4,5,80.0,0,0,-,5,6,83.3,3,13,16,3,0,0,3,3,-2
Jae Crowder,UTA,@GSW,02/12/2019,L,28,8,3,9,33.3,2,5,40.0,0,0,-,1,1,2,1,1,0,2,5,-7
Andre Iguodala,GSW,vs.UTA,02/12/2019,W,28,13,5,6,83.3,3,3,100,0,0,-,1,4,5,3,3,0,0,1,-1
Kevin Durant,GSW,vs.UTA,02/12/2019,W,37,28,11,19,57.9,1,6,16.7,5,7,71.4,0,2,2,7,0,0,0,1,11
Quinn Cook,GSW,vs.UTA,02/12/2019,W,5,2,1,2,50.0,0,1,0.0,0,0,-,0,1,1,1,0,0,0,1,-2
Kevon Looney,GSW,vs.UTA,02/12/2019,W,12,0,0,0,-,0,0,-,0,0,-,0,2,2,1,1,0,0,4,-1
Jonas Jerebko,GSW,vs.UTA,02/12/2019,W,7,1,0,2,0.0,0,2,0.0,1,2,50.0,0,1,1,0,0,0,0,0,6
Shaun Livingston,GSW,vs.UTA,02/12/2019,W,15,2,1,1,100,0,0,-,0,0,-,1,0,1,1,0,1,0,3,5
Derrick Favors,UTA,@GSW,02/12/2019,L,25,13,6,12,50.0,0,0,-,1,2,50.0,1,6,7,2,0,4,1,3,-9
Joel Embiid,PHI,vs.BOS,02/12/2019,L,37,23,9,22,40.9,2,8,25.0,3,4,75.0,3,11,14,3,0,2,2,5,3
Boban Marjanovic,PHI,vs.BOS,02/12/2019,L,11,4,1,1,100,0,0,-,2,2,100,1,5,6,1,0,0,2,3,-2
Ben Simmons,PHI,vs.BOS,02/12/2019,L,35,16,7,9,77.8,0,0,-,2,7,28.6,1,4,5,5,2,0,3,1,1
Marcus Smart,BOS,@PHI,02/12/2019,W,33,8,3,14,21.4,0,8,0.0,2,4,50.0,1,3,4,3,1,0,1,3,-3
Terry Rozier,BOS,@PHI,02/12/2019,W,31,5,2,9,22.2,1,3,33.3,0,0,-,1,3,4,5,1,1,0,1,-1
Jaylen Brown,BOS,@PHI,02/12/2019,W,24,7,3,8,37.5,0,2,0.0,1,2,50.0,0,1,1,2,0,0,0,3,3
Brad Wanamaker,BOS,@PHI,02/12/2019,W,7,0,0,0,-,0,0,-,0,0,-,0,1,1,1,0,0,0,1,-6
Daniel Theis,BOS,@PHI,02/12/2019,W,13,6,2,2,100,1,1,100,1,2,50.0,0,1,1,2,0,0,0,2,1
JJ Redick,PHI,vs.BOS,02/12/2019,L,35,16,4,11,36.4,4,8,50.0,4,4,100,1,2,3,2,0,1,3,3,8
Al Horford,BOS,@PHI,02/12/2019,W,35,23,9,16,56.3,3,5,60.0,2,2,100,4,4,8,5,4,0,1,5,2
Jonathon Simmons,PHI,vs.BOS,02/12/2019,L,14,7,2,2,100,1,1,100,2,2,100,0,1,1,1,1,0,1,2,-2
Gordon Hayward,BOS,@PHI,02/12/2019,W,28,26,8,11,72.7,6,7,85.7,4,4,100,1,3,4,3,1,0,2,3,11
Furkan Korkmaz,PHI,vs.BOS,02/12/2019,L,11,2,1,3,33.3,0,1,0.0,0,0,-,0,0,0,2,0,0,0,0,-8
Jayson Tatum,BOS,@PHI,02/12/2019,W,35,20,7,15,46.7,1,1,100,5,5,100,0,10,10,1,2,2,1,5,0
Mike Scott,PHI,vs.BOS,02/12/2019,L,14,0,0,0,-,0,0,-,0,0,-,0,1,1,1,0,0,0,1,5
T.J. McConnell,PHI,vs.BOS,02/12/2019,L,13,9,4,6,66.7,1,1,100,0,0,-,0,0,0,3,1,0,1,0,-4
Marcus Morris Sr.,BOS,@PHI,02/12/2019,W,33,17,7,13,53.8,1,2,50.0,2,2,100,1,7,8,2,0,0,0,0,8
Jimmy Butler,PHI,vs.BOS,02/12/2019,L,36,22,7,12,58.3,1,2,50.0,7,10,70.0,3,6,9,1,0,0,1,1,-4
Tobias Harris,PHI,vs.BOS,02/12/2019,L,35,10,4,14,28.6,0,6,0.0,2,2,100,1,7,8,2,0,0,1,4,-12
Evan Turner,POR,@OKC,02/11/2019,L,14,3,1,4,25.0,0,1,0.0,1,2,50.0,0,2,2,3,0,0,0,0,-12
Hamidou Diallo,OKC,vs.POR,02/11/2019,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-1
Zach Collins,POR,@OKC,02/11/2019,L,10,5,1,2,50.0,0,0,-,3,4,75.0,2,0,2,0,1,0,0,1,-9
Russell Westbrook,OKC,vs.POR,02/11/2019,W,37,21,5,19,26.3,1,6,16.7,10,13,76.9,2,12,14,11,1,2,6,4,1
CJ McCollum,POR,@OKC,02/11/2019,L,37,13,5,20,25.0,1,7,14.3,2,3,66.7,0,4,4,4,1,0,1,3,-11
Rodney Hood,POR,@OKC,02/11/2019,L,17,9,4,5,80.0,1,1,100,0,0,-,0,0,0,0,0,0,0,1,-21
Maurice Harkless,POR,@OKC,02/11/2019,L,20,3,1,3,33.3,1,3,33.3,0,0,-,1,2,3,1,2,0,2,1,-4
Raymond Felton,OKC,vs.POR,02/11/2019,W,21,15,6,10,60.0,3,5,60.0,0,0,-,0,1,1,1,2,0,0,2,13
Seth Curry,POR,@OKC,02/11/2019,L,6,3,1,4,25.0,0,1,0.0,1,1,100,0,0,0,0,0,0,0,0,1
Steven Adams,OKC,vs.POR,02/11/2019,W,35,9,4,7,57.1,0,0,-,1,2,50.0,0,1,1,0,2,1,2,4,6
Terrance Ferguson,OKC,vs.POR,02/11/2019,W,29,8,3,4,75.0,1,2,50.0,1,1,100,0,0,0,0,1,0,0,4,-7
Al-Farouq Aminu,POR,@OKC,02/11/2019,L,33,13,5,9,55.6,2,4,50.0,1,1,100,2,7,9,2,1,0,3,4,5
Deonte Burton,OKC,vs.POR,02/11/2019,W,26,18,7,9,77.8,3,5,60.0,1,2,50.0,0,0,0,0,0,3,0,2,7
Jake Layman,POR,@OKC,02/11/2019,L,28,17,5,7,71.4,2,3,66.7,5,8,62.5,2,2,4,1,0,4,0,1,-2
Paul George,OKC,vs.POR,02/11/2019,W,43,47,15,26,57.7,8,13,61.5,9,11,81.8,1,11,12,10,2,0,2,4,14
Patrick Patterson,OKC,vs.POR,02/11/2019,W,23,0,0,5,0.0,0,4,0.0,0,0,-,2,5,7,0,1,0,0,2,3
Damian Lillard,POR,@OKC,02/11/2019,L,37,31,9,22,40.9,3,8,37.5,10,11,90.9,1,6,7,6,2,1,4,4,8
Jusuf Nurkic,POR,@OKC,02/11/2019,L,30,9,2,7,28.6,0,0,-,5,8,62.5,2,10,12,1,1,2,1,6,-11
Meyers Leonard,POR,@OKC,02/11/2019,L,8,5,2,4,50.0,1,1,100,0,0,-,0,3,3,0,0,0,2,3,11
Nerlens Noel,OKC,vs.POR,02/11/2019,W,13,2,1,3,33.3,0,0,-,0,0,-,2,5,7,0,0,1,2,3,3
Abdel Nader,OKC,vs.POR,02/11/2019,W,12,0,0,3,0.0,0,0,-,0,0,-,0,3,3,1,0,0,0,2,6
Shabazz Napier,BKN,@TOR,02/11/2019,L,17,10,4,4,100,1,1,100,1,2,50.0,1,0,1,4,2,1,0,0,-5
Rodions Kurucs,BKN,@TOR,02/11/2019,L,16,5,2,4,50.0,1,1,100,0,0,-,0,2,2,2,0,0,0,2,-6
Joe Harris,BKN,@TOR,02/11/2019,L,30,24,7,9,77.8,7,8,87.5,3,3,100,0,2,2,4,0,0,1,0,-3
Norman Powell,TOR,vs.BKN,02/11/2019,W,18,5,2,6,33.3,0,2,0.0,1,1,100,0,1,1,3,0,0,2,0,7
Patrick McCaw,TOR,vs.BKN,02/11/2019,W,20,13,5,9,55.6,1,4,25.0,2,2,100,1,2,3,1,2,0,0,0,0
Ed Davis,BKN,@TOR,02/11/2019,L,19,6,3,3,100,0,0,-,0,0,-,1,5,6,0,1,0,2,3,-1
Serge Ibaka,TOR,vs.BKN,02/11/2019,W,26,18,9,13,69.2,0,2,0.0,0,0,-,2,10,12,1,1,2,0,1,-2
Danny Green,TOR,vs.BKN,02/11/2019,W,33,9,3,8,37.5,3,8,37.5,0,0,-,0,4,4,5,3,0,2,3,9
D'Angelo Russell,BKN,@TOR,02/11/2019,L,34,28,10,22,45.5,2,7,28.6,6,8,75.0,1,6,7,14,1,0,4,0,0
Rondae Hollis-Jefferson,BKN,@TOR,02/11/2019,L,22,3,1,6,16.7,0,1,0.0,1,2,50.0,2,4,6,1,0,0,0,2,7
Caris LeVert,BKN,@TOR,02/11/2019,L,23,6,3,11,27.3,0,5,0.0,0,0,-,0,0,0,4,1,1,5,3,7
OG Anunoby,TOR,vs.BKN,02/11/2019,W,18,6,3,5,60.0,0,1,0.0,0,0,-,1,1,2,1,2,0,1,2,0
Allen Crabbe,BKN,@TOR,02/11/2019,L,31,22,8,13,61.5,6,10,60.0,0,0,-,0,3,3,1,1,0,2,1,4
