Player,Team,Match-up,Date,W/L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Aaron Holiday,IND,@ATL,04/10/2019,W,22,13,5,11,45.5,1,5,20.0,2,3,66.7,0,1,1,2,2,0,1,5,3
Darren Collison,IND,@ATL,04/10/2019,W,16,6,1,3,33.3,0,1,0.0,4,4,100,0,1,1,4,1,0,1,3,1
Doug McDermott,IND,@ATL,04/10/2019,W,32,13,4,12,33.3,2,3,66.7,3,3,100,1,4,5,2,1,0,0,2,-4
T.J. Leaf,IND,@ATL,04/10/2019,W,34,28,12,19,63.2,0,2,0.0,4,5,80.0,5,5,10,2,2,2,0,2,-3
DeAndre' Bembry,ATL,vs.IND,04/10/2019,L,20,11,4,8,50.0,0,1,0.0,3,3,100,1,1,2,1,1,0,0,5,-11
Isaac Humphries,ATL,vs.IND,04/10/2019,L,1,2,1,1,100,0,0,-,0,0,-,1,0,1,0,0,0,0,1,-2
Kyle O'Quinn,IND,@ATL,04/10/2019,W,10,6,2,5,40.0,0,0,-,2,2,100,0,2,2,2,0,2,1,2,-1
Alex Len,ATL,vs.IND,04/10/2019,L,31,20,6,17,35.3,2,6,33.3,6,8,75.0,6,4,10,3,0,3,0,3,13
Terrance Ferguson,OKC,@MIL,04/10/2019,W,33,11,4,10,40.0,3,9,33.3,0,0,-,0,6,6,5,0,0,3,4,4
Jawun Evans,OKC,@MIL,04/10/2019,W,1,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,0
George Hill,MIL,vs.OKC,04/10/2019,L,19,4,1,5,20.0,1,5,20.0,1,2,50.0,1,2,3,1,1,0,0,0,-2
Sterling Brown,MIL,vs.OKC,04/10/2019,L,23,7,2,7,28.6,0,4,0.0,3,4,75.0,0,3,3,3,0,0,3,4,-14
Dennis Schroder,OKC,@MIL,04/10/2019,W,40,32,10,21,47.6,8,15,53.3,4,4,100,0,5,5,3,4,0,2,5,14
Markieff Morris,OKC,@MIL,04/10/2019,W,26,12,5,9,55.6,2,4,50.0,0,0,-,3,7,10,3,0,0,0,4,13
Ersan Ilyasova,MIL,vs.OKC,04/10/2019,L,24,4,1,5,20.0,0,3,0.0,2,3,66.7,0,8,8,0,0,0,2,3,-5
Russell Westbrook,OKC,@MIL,04/10/2019,W,36,15,7,10,70.0,1,3,33.3,0,2,0.0,0,11,11,17,1,1,4,3,6
Nerlens Noel,OKC,@MIL,04/10/2019,W,10,2,1,3,33.3,0,0,-,0,0,-,0,2,2,2,1,1,0,0,3
Deonte Burton,OKC,@MIL,04/10/2019,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Jerami Grant,OKC,@MIL,04/10/2019,W,43,28,11,20,55.0,4,8,50.0,2,2,100,2,3,5,1,0,0,0,1,11
Pat Connaughton,MIL,vs.OKC,04/10/2019,L,18,12,5,10,50.0,2,5,40.0,0,0,-,3,2,5,1,1,0,2,2,-9
Bonzie Colson,MIL,vs.OKC,04/10/2019,L,45,21,7,16,43.8,3,9,33.3,4,5,80.0,2,8,10,0,3,0,2,0,-11
Abdel Nader,OKC,@MIL,04/10/2019,W,14,11,5,12,41.7,1,6,16.7,0,1,0.0,2,6,8,2,1,0,2,1,6
Khris Middleton,MIL,vs.OKC,04/10/2019,L,17,21,9,14,64.3,3,7,42.9,0,0,-,0,1,1,5,1,0,1,2,9
Steven Adams,OKC,@MIL,04/10/2019,W,12,4,1,5,20.0,0,0,-,2,4,50.0,2,0,2,0,0,1,0,1,-1
Raymond Felton,OKC,@MIL,04/10/2019,W,24,12,4,8,50.0,4,8,50.0,0,0,-,0,4,4,7,0,0,1,1,-1
Tim Frazier,MIL,vs.OKC,04/10/2019,L,48,29,10,23,43.5,4,6,66.7,5,7,71.4,1,5,6,13,0,1,3,2,-11
D.J. Wilson,MIL,vs.OKC,04/10/2019,L,47,18,8,20,40.0,2,7,28.6,0,0,-,4,13,17,4,1,0,1,1,-12
Gary Trent Jr.,POR,vs.SAC,04/10/2019,W,48,19,8,19,42.1,1,5,20.0,2,3,66.7,0,2,2,3,1,1,1,1,5
Corey Brewer,SAC,@POR,04/10/2019,L,23,0,0,0,-,0,0,-,0,0,-,1,0,1,3,2,0,3,2,-14
Nemanja Bjelica,SAC,@POR,04/10/2019,L,12,10,3,4,75.0,2,3,66.7,2,2,100,0,0,0,1,0,0,0,1,10
Harrison Barnes,SAC,@POR,04/10/2019,L,16,10,2,4,50.0,2,3,66.7,4,6,66.7,0,3,3,3,0,0,0,0,16
Bogdan Bogdanovic,SAC,@POR,04/10/2019,L,27,15,5,16,31.3,3,11,27.3,2,2,100,0,1,1,1,0,0,1,0,-18
Meyers Leonard,POR,vs.SAC,04/10/2019,W,42,19,8,13,61.5,1,2,50.0,2,2,100,4,7,11,3,0,0,3,4,11
Anfernee Simons,POR,vs.SAC,04/10/2019,W,48,37,13,21,61.9,7,11,63.6,4,6,66.7,3,3,6,9,1,0,2,2,5
Zach Collins,POR,vs.SAC,04/10/2019,W,13,13,5,6,83.3,1,1,100,2,2,100,3,3,6,1,0,0,0,3,8
Willie Cauley-Stein,SAC,@POR,04/10/2019,L,17,8,3,3,100,0,0,-,2,2,100,2,3,5,0,0,0,0,2,16
Troy Williams,SAC,@POR,04/10/2019,L,11,4,2,5,40.0,0,1,0.0,0,0,-,2,0,2,0,0,0,0,3,-19
Caleb Swanigan,SAC,@POR,04/10/2019,L,18,4,2,5,40.0,0,1,0.0,0,0,-,3,4,7,3,2,1,0,2,-8
Yogi Ferrell,SAC,@POR,04/10/2019,L,29,17,7,13,53.8,3,6,50.0,0,0,-,1,0,1,2,0,0,1,2,-12
De'Aaron Fox,SAC,@POR,04/10/2019,L,17,17,8,10,80.0,1,1,100,0,0,-,0,1,1,9,0,0,1,1,19
Jake Layman,POR,vs.SAC,04/10/2019,W,48,19,7,15,46.7,2,3,66.7,3,5,60.0,0,4,4,2,1,0,4,2,5
Frank Mason,SAC,@POR,04/10/2019,L,18,15,6,13,46.2,2,6,33.3,1,2,50.0,2,0,2,1,0,0,2,1,-26
Buddy Hield,SAC,@POR,04/10/2019,L,16,9,3,6,50.0,3,5,60.0,0,0,-,1,2,3,2,0,0,1,0,16
Marvin Bagley III,SAC,@POR,04/10/2019,L,30,20,8,15,53.3,2,5,40.0,2,2,100,0,9,9,0,1,0,1,2,-3
BJ Johnson,SAC,@POR,04/10/2019,L,6,2,1,2,50.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,1,-2
Skal Labissiere,POR,vs.SAC,04/10/2019,W,41,29,12,17,70.6,2,2,100,3,4,75.0,4,11,15,1,2,1,2,5,-9
Sindarius Thornwell,LAC,vs.UTA,04/10/2019,W,8,2,0,0,-,0,0,-,2,2,100,0,1,1,0,0,0,0,1,-1
Royce O'Neale,UTA,@LAC,04/10/2019,L,25,6,3,6,50.0,0,3,0.0,0,0,-,0,3,3,1,0,0,1,3,-2
Tyrone Wallace,LAC,vs.UTA,04/10/2019,W,9,4,2,3,66.7,0,0,-,0,0,-,0,2,2,1,0,0,0,0,3
Georges Niang,UTA,@LAC,04/10/2019,L,40,24,9,21,42.9,2,6,33.3,4,4,100,1,5,6,3,0,1,3,3,0
Thabo Sefolosha,UTA,@LAC,04/10/2019,L,27,7,3,8,37.5,1,1,100,0,0,-,1,5,6,3,2,0,1,0,-6
Tyler Cavanaugh,UTA,@LAC,04/10/2019,L,16,0,0,2,0.0,0,0,-,0,0,-,2,1,3,1,0,0,0,3,-9
Wilson Chandler,LAC,vs.UTA,04/10/2019,W,11,2,1,3,33.3,0,1,0.0,0,0,-,1,0,1,0,0,0,0,1,1
Naz Mitrou-Long,UTA,@LAC,04/10/2019,L,34,9,3,9,33.3,1,4,25.0,2,2,100,1,3,4,9,1,1,4,5,-3
Ekpe Udoh,UTA,@LAC,04/10/2019,L,29,14,5,7,71.4,0,0,-,4,6,66.7,3,10,13,5,0,4,0,2,3
Tony Bradley,UTA,@LAC,04/10/2019,L,24,15,7,12,58.3,0,0,-,1,2,50.0,7,3,10,1,2,2,2,4,-9
Ivica Zubac,LAC,vs.UTA,04/10/2019,W,30,22,10,13,76.9,0,0,-,2,2,100,4,7,11,2,0,3,3,2,0
Garrett Temple,LAC,vs.UTA,04/10/2019,W,22,5,1,4,25.0,1,3,33.3,2,2,100,1,1,2,0,3,0,0,2,3
Joe Ingles,UTA,@LAC,04/10/2019,L,14,5,1,3,33.3,1,2,50.0,2,2,100,0,2,2,2,2,0,2,2,-3
Montrezl Harrell,LAC,vs.UTA,04/10/2019,W,21,24,10,13,76.9,0,0,-,4,6,66.7,3,4,7,5,0,1,2,1,11
Jerome Robinson,LAC,vs.UTA,04/10/2019,W,16,7,3,6,50.0,0,1,0.0,1,2,50.0,0,5,5,3,0,0,1,4,2
Lou Williams,LAC,vs.UTA,04/10/2019,W,23,15,5,17,29.4,1,2,50.0,4,5,80.0,2,3,5,5,0,0,3,0,4
Patrick Beverley,LAC,vs.UTA,04/10/2019,W,21,14,5,9,55.6,4,7,57.1,0,0,-,0,6,6,6,1,0,1,4,-4
Jae Crowder,UTA,@LAC,04/10/2019,L,16,17,5,8,62.5,4,6,66.7,3,3,100,0,3,3,2,0,2,1,1,2
Danilo Gallinari,LAC,vs.UTA,04/10/2019,W,25,13,5,11,45.5,0,1,0.0,3,4,75.0,1,3,4,5,1,0,0,1,-4
Shai Gilgeous-Alexander,LAC,vs.UTA,04/10/2019,W,24,8,3,6,50.0,0,0,-,2,2,100,0,2,2,3,2,0,1,4,5
Grayson Allen,UTA,@LAC,04/10/2019,L,41,40,11,30,36.7,5,13,38.5,13,14,92.9,2,5,7,4,1,1,3,1,-3
JaMychal Green,LAC,vs.UTA,04/10/2019,W,25,13,4,9,44.4,3,5,60.0,2,3,66.7,0,2,2,1,0,1,1,5,5
Landry Shamet,LAC,vs.UTA,04/10/2019,W,29,14,5,12,41.7,3,8,37.5,1,2,50.0,0,4,4,3,0,0,0,2,5
Derrick Jones Jr.,MIA,@BKN,04/10/2019,L,31,13,5,9,55.6,0,1,0.0,3,5,60.0,1,3,4,0,0,0,0,1,-9
Alan Williams,BKN,vs.MIA,04/10/2019,W,4,4,2,3,66.7,0,0,-,0,0,-,0,2,2,0,0,0,0,0,4
James Johnson,MIA,@BKN,04/10/2019,L,7,0,0,1,0.0,0,1,0.0,0,0,-,0,2,2,1,0,0,1,1,-10
Yante Maten,MIA,@BKN,04/10/2019,L,12,2,1,2,50.0,0,1,0.0,0,0,-,0,2,2,0,1,0,0,0,2
Spencer Dinwiddie,BKN,vs.MIA,04/10/2019,W,25,8,3,8,37.5,2,7,28.6,0,0,-,0,0,0,5,0,0,2,2,-10
Ed Davis,BKN,vs.MIA,04/10/2019,W,15,6,3,5,60.0,0,0,-,0,0,-,3,7,10,0,0,0,0,0,10
Rodions Kurucs,BKN,vs.MIA,04/10/2019,W,28,15,5,15,33.3,1,8,12.5,4,4,100,3,6,9,1,2,0,0,1,3
D'Angelo Russell,BKN,vs.MIA,04/10/2019,W,20,21,7,13,53.8,7,11,63.6,0,0,-,2,5,7,5,1,0,1,0,27
Dzanan Musa,BKN,vs.MIA,04/10/2019,W,5,3,1,2,50.0,1,1,100,0,0,-,0,1,1,1,0,0,0,0,6
Dion Waiters,MIA,@BKN,04/10/2019,L,9,0,0,2,0.0,0,1,0.0,0,0,-,0,2,2,1,0,1,0,0,-12
Bam Adebayo,MIA,@BKN,04/10/2019,L,18,10,4,7,57.1,1,2,50.0,1,1,100,0,6,6,0,1,0,2,0,-10
Justise Winslow,MIA,@BKN,04/10/2019,L,28,8,3,9,33.3,1,6,16.7,1,2,50.0,1,4,5,4,4,0,3,3,-3
Caris LeVert,BKN,vs.MIA,04/10/2019,W,20,10,4,5,80.0,1,1,100,1,1,100,1,2,3,4,0,0,2,2,15
Shabazz Napier,BKN,vs.MIA,04/10/2019,W,30,20,7,17,41.2,6,13,46.2,0,0,-,3,2,5,5,0,0,0,3,16
Theo Pinson,BKN,vs.MIA,04/10/2019,W,19,4,2,7,28.6,0,4,0.0,0,0,-,2,2,4,2,1,0,3,2,2
Udonis Haslem,MIA,@BKN,04/10/2019,L,30,12,6,17,35.3,0,6,0.0,0,0,-,2,9,11,2,0,0,0,2,-9
Treveon Graham,BKN,vs.MIA,04/10/2019,W,27,11,4,17,23.5,3,11,27.3,0,0,-,1,0,1,1,0,0,0,0,3
Rondae Hollis-Jefferson,BKN,vs.MIA,04/10/2019,W,26,10,5,18,27.8,0,2,0.0,0,0,-,5,7,12,3,3,1,3,1,21
Duncan Robinson,MIA,@BKN,04/10/2019,L,36,15,5,12,41.7,3,9,33.3,2,3,66.7,1,4,5,3,2,0,2,2,-10
Dwyane Wade,MIA,@BKN,04/10/2019,L,36,25,10,28,35.7,3,13,23.1,2,3,66.7,1,10,11,10,0,1,3,1,-17
Jarrett Allen,BKN,vs.MIA,04/10/2019,W,22,1,0,4,0.0,0,0,-,1,2,50.0,0,14,14,2,0,2,1,2,-2
Kelly Olynyk,MIA,@BKN,04/10/2019,L,24,9,4,8,50.0,0,1,0.0,1,1,100,1,3,4,1,0,2,3,1,-14
Goran Dragic,MIA,@BKN,04/10/2019,L,9,0,0,3,0.0,0,0,-,0,0,-,1,1,2,0,1,0,0,1,-3
Reggie Jackson,DET,@NYK,04/10/2019,W,25,21,6,12,50.0,3,6,50.0,6,6,100,1,3,4,7,0,0,2,3,25
Zaza Pachulia,DET,@NYK,04/10/2019,W,16,6,2,4,50.0,0,0,-,2,2,100,2,3,5,3,0,0,2,3,-5
Wayne Ellington,DET,@NYK,04/10/2019,W,18,12,4,9,44.4,4,8,50.0,0,0,-,0,1,1,1,1,0,1,0,19
Jon Leuer,DET,@NYK,04/10/2019,W,4,2,1,1,100,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-14
Ish Smith,DET,@NYK,04/10/2019,W,19,2,1,5,20.0,0,1,0.0,0,0,-,0,1,1,4,0,0,0,1,15
Luke Kornet,NYK,vs.DET,04/10/2019,L,28,6,2,9,22.2,2,8,25.0,0,0,-,0,2,2,2,0,0,0,0,-21
Henry Ellenson,NYK,vs.DET,04/10/2019,L,21,12,4,8,50.0,2,3,66.7,2,3,66.7,0,4,4,0,0,2,0,4,1
Mitchell Robinson,NYK,vs.DET,04/10/2019,L,23,11,5,6,83.3,0,0,-,1,2,50.0,1,1,2,0,1,0,0,4,-21
John Jenkins,NYK,vs.DET,04/10/2019,L,27,16,6,9,66.7,2,3,66.7,2,3,66.7,0,3,3,3,0,0,0,1,-1
Isaiah Hicks,NYK,vs.DET,04/10/2019,L,21,11,4,7,57.1,0,0,-,3,3,100,2,3,5,1,1,2,0,3,-3
Bruce Brown,DET,@NYK,04/10/2019,W,25,6,1,3,33.3,0,0,-,4,4,100,2,2,4,0,1,1,0,3,29
Thon Maker,DET,@NYK,04/10/2019,W,21,2,0,3,0.0,0,1,0.0,2,2,100,1,3,4,1,0,0,1,0,22
Jose Calderon,DET,@NYK,04/10/2019,W,4,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,1,-14
Andre Drummond,DET,@NYK,04/10/2019,W,28,20,10,15,66.7,0,0,-,0,1,0.0,5,13,18,3,2,0,5,4,26
Luke Kennard,DET,@NYK,04/10/2019,W,25,27,9,14,64.3,4,8,50.0,5,5,100,0,5,5,2,0,0,2,3,19
Billy Garrett,NYK,vs.DET,04/10/2019,L,14,6,2,5,40.0,0,2,0.0,2,2,100,0,0,0,1,0,0,1,0,5
Damyean Dotson,NYK,vs.DET,04/10/2019,L,29,5,2,8,25.0,1,4,25.0,0,0,-,0,2,2,3,0,0,1,0,-32
Kevin Knox II,NYK,vs.DET,04/10/2019,L,28,9,3,12,25.0,0,6,0.0,3,4,75.0,1,6,7,1,0,0,3,1,-26
Langston Galloway,DET,@NYK,04/10/2019,W,19,8,3,8,37.5,2,5,40.0,0,0,-,0,4,4,2,0,0,0,2,11
Mario Hezonja,NYK,vs.DET,04/10/2019,L,21,0,0,3,0.0,0,1,0.0,0,0,-,0,3,3,4,3,0,6,3,-21
Glenn Robinson III,DET,@NYK,04/10/2019,W,32,9,4,7,57.1,1,3,33.3,0,0,-,0,9,9,2,1,1,0,2,9
Khyri Thomas,DET,@NYK,04/10/2019,W,5,0,0,3,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-12
Kadeem Allen,NYK,vs.DET,04/10/2019,L,29,13,3,10,30.0,2,3,66.7,5,8,62.5,0,5,5,8,2,1,0,1,-11
Jakob Poeltl,SAS,vs.DAL,04/10/2019,W,20,4,2,3,66.7,0,0,-,0,0,-,1,1,2,2,0,1,0,2,-4
Rudy Gay,SAS,vs.DAL,04/10/2019,W,28,7,2,10,20.0,0,2,0.0,3,4,75.0,0,10,10,3,0,0,2,0,1
Patty Mills,SAS,vs.DAL,04/10/2019,W,19,4,1,5,20.0,0,2,0.0,2,2,100,0,3,3,5,0,0,1,2,5
Dwight Powell,DAL,@SAS,04/10/2019,L,33,7,1,3,33.3,0,0,-,5,6,83.3,4,7,11,2,0,0,0,3,-9
