Player,Team,Match-up,Date,W/L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Buddy Hield,SAC,@OKC,03/18/2017,L,32,11,4,12,33.3,2,8,25.0,1,1,100,0,1,1,0,1,0,2,1,-5
Darren Collison,SAC,@OKC,03/18/2017,L,27,10,4,13,30.8,0,2,0.0,2,2,100,0,3,3,0,0,0,1,2,-9
Enes Kanter,OKC,vs.SAC,03/18/2017,W,18,14,5,10,50.0,0,0,-,4,6,66.7,1,3,4,0,0,1,2,2,7
Alex Abrines,OKC,vs.SAC,03/18/2017,W,12,2,1,3,33.3,0,2,0.0,0,0,-,0,1,1,0,0,0,0,1,10
Langston Galloway,SAC,@OKC,03/18/2017,L,20,8,3,7,42.9,0,1,0.0,2,2,100,0,1,1,0,2,0,0,3,-4
Semaj Christon,OKC,vs.SAC,03/18/2017,W,12,2,1,1,100,0,0,-,0,0,-,0,0,0,4,0,1,0,2,3
Jerami Grant,OKC,vs.SAC,03/18/2017,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Ty Lawson,SAC,@OKC,03/18/2017,L,22,8,3,6,50.0,0,1,0.0,2,5,40.0,1,0,1,6,0,0,1,2,-22
Taj Gibson,OKC,vs.SAC,03/18/2017,W,16,4,1,3,33.3,0,0,-,2,2,100,0,4,4,0,0,0,1,2,3
Domantas Sabonis,OKC,vs.SAC,03/18/2017,W,26,6,2,8,25.0,1,4,25.0,1,2,50.0,1,3,4,3,1,0,0,3,10
Kosta Koufos,SAC,@OKC,03/18/2017,L,23,9,3,8,37.5,0,0,-,3,4,75.0,2,4,6,2,0,1,1,2,-2
Georgios Papagiannis,SAC,@OKC,03/18/2017,L,22,14,6,10,60.0,0,0,-,2,2,100,2,9,11,1,1,1,1,2,-3
Russell Westbrook,OKC,vs.SAC,03/18/2017,W,36,28,9,20,45.0,4,9,44.4,6,7,85.7,3,5,8,10,4,0,7,1,13
Skal Labissiere,SAC,@OKC,03/18/2017,L,18,13,5,10,50.0,0,1,0.0,3,3,100,2,2,4,1,0,0,1,3,-13
Garrett Temple,SAC,@OKC,03/18/2017,L,28,7,2,8,25.0,1,6,16.7,2,2,100,1,2,3,4,3,0,2,2,-1
Doug McDermott,OKC,vs.SAC,03/18/2017,W,21,21,8,9,88.9,4,5,80.0,1,2,50.0,0,5,5,0,0,0,0,2,6
Anthony Tolliver,SAC,@OKC,03/18/2017,L,20,10,4,7,57.1,2,2,100,0,0,-,0,2,2,0,0,0,0,2,-10
Victor Oladipo,OKC,vs.SAC,03/18/2017,W,31,9,4,15,26.7,1,5,20.0,0,0,-,0,4,4,1,0,0,2,3,11
Steven Adams,OKC,vs.SAC,03/18/2017,W,35,16,6,7,85.7,0,0,-,4,6,66.7,4,9,13,3,2,1,2,3,12
Willie Cauley-Stein,SAC,@OKC,03/18/2017,L,26,4,1,4,25.0,0,0,-,2,2,100,1,2,3,2,2,0,3,3,-11
Mike Conley,MEM,vs.SAS,03/18/2017,W,36,19,5,12,41.7,3,6,50.0,6,7,85.7,0,7,7,6,2,1,3,0,3
Brandan Wright,MEM,vs.SAS,03/18/2017,W,6,0,0,0,-,0,0,-,0,0,-,0,0,0,0,1,0,0,0,-4
Wayne Selden,MEM,vs.SAS,03/18/2017,W,1,2,0,0,-,0,0,-,2,2,100,0,0,0,0,0,0,0,0,-1
Zach Randolph,MEM,vs.SAS,03/18/2017,W,26,18,7,12,58.3,1,1,100,3,5,60.0,2,5,7,2,0,0,1,1,15
Andrew Harrison,MEM,vs.SAS,03/18/2017,W,12,5,0,2,0.0,0,1,0.0,5,5,100,0,0,0,2,0,0,1,0,5
Tony Parker,SAS,@MEM,03/18/2017,L,25,4,2,8,25.0,0,2,0.0,0,0,-,0,1,1,2,0,0,1,1,-1
James Ennis III,MEM,vs.SAS,03/18/2017,W,14,2,0,1,0.0,0,0,-,2,2,100,0,1,1,0,1,0,0,3,4
Vince Carter,MEM,vs.SAS,03/18/2017,W,30,10,3,9,33.3,2,7,28.6,2,2,100,0,4,4,3,2,0,2,3,13
David Lee,SAS,@MEM,03/18/2017,L,11,2,1,3,33.3,0,0,-,0,0,-,1,2,3,0,0,0,2,2,-1
Manu Ginobili,SAS,@MEM,03/18/2017,L,16,5,2,5,40.0,1,3,33.3,0,0,-,0,0,0,1,0,1,3,2,-13
Dewayne Dedmon,SAS,@MEM,03/18/2017,L,20,2,1,1,100,0,0,-,0,0,-,1,2,3,0,0,1,0,4,5
Davis Bertans,SAS,@MEM,03/18/2017,L,8,3,1,2,50.0,1,2,50.0,0,0,-,0,2,2,1,0,1,1,3,4
Marc Gasol,MEM,vs.SAS,03/18/2017,W,39,16,6,14,42.9,1,3,33.3,3,3,100,0,5,5,7,0,0,2,2,9
JaMychal Green,MEM,vs.SAS,03/18/2017,W,24,13,4,8,50.0,2,4,50.0,3,3,100,2,2,4,0,1,0,0,4,-3
Jonathon Simmons,SAS,@MEM,03/18/2017,L,18,14,4,6,66.7,2,3,66.7,4,4,100,1,0,1,3,1,0,0,4,5
Patty Mills,SAS,@MEM,03/18/2017,L,22,6,2,8,25.0,2,8,25.0,0,0,-,0,2,2,2,0,0,0,2,-10
LaMarcus Aldridge,SAS,@MEM,03/18/2017,L,34,21,9,18,50.0,0,0,-,3,3,100,1,8,9,4,0,1,2,1,-11
Kawhi Leonard,SAS,@MEM,03/18/2017,L,36,22,6,15,40.0,2,6,33.3,8,9,88.9,1,6,7,3,0,1,4,2,-12
Pau Gasol,SAS,@MEM,03/18/2017,L,24,8,3,5,60.0,0,1,0.0,2,2,100,3,6,9,1,0,0,1,1,-13
Deyonta Davis,MEM,vs.SAS,03/18/2017,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-1
Tony Allen,MEM,vs.SAS,03/18/2017,W,31,8,3,10,30.0,1,3,33.3,1,2,50.0,3,4,7,0,0,2,0,4,4
Troy Daniels,MEM,vs.SAS,03/18/2017,W,20,11,4,8,50.0,3,5,60.0,0,0,-,0,0,0,0,0,0,1,1,-4
Bryn Forbes,SAS,@MEM,03/18/2017,L,1,3,1,1,100,1,1,100,0,0,-,0,0,0,0,0,0,0,0,3
Danny Green,SAS,@MEM,03/18/2017,L,25,4,0,2,0.0,0,2,0.0,4,4,100,1,4,5,1,1,0,1,2,1
Kyle Anderson,SAS,@MEM,03/18/2017,L,1,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,0,1,3
Kemba Walker,CHA,vs.WAS,03/18/2017,W,34,16,5,18,27.8,4,9,44.4,2,3,66.7,0,2,2,6,0,0,2,1,4
Bojan Bogdanovic,WAS,@CHA,03/18/2017,L,23,12,4,9,44.4,2,5,40.0,2,2,100,0,3,3,1,0,0,4,3,-1
Marco Belinelli,CHA,vs.WAS,03/18/2017,W,28,11,3,9,33.3,1,1,100,4,5,80.0,0,1,1,2,0,0,1,2,10
Briante Weber,CHA,vs.WAS,03/18/2017,W,14,2,1,3,33.3,0,0,-,0,0,-,1,1,2,2,0,0,0,0,1
Ian Mahinmi,WAS,@CHA,03/18/2017,L,21,7,2,5,40.0,0,0,-,3,4,75.0,2,5,7,1,0,0,0,3,-3
Frank Kaminsky,CHA,vs.WAS,03/18/2017,W,30,14,4,14,28.6,2,7,28.6,4,8,50.0,1,3,4,2,0,1,1,2,0
Kelly Oubre Jr.,WAS,@CHA,03/18/2017,L,20,5,2,3,66.7,1,1,100,0,0,-,0,1,1,0,0,0,1,2,1
Michael Kidd-Gilchrist,CHA,vs.WAS,03/18/2017,W,27,8,4,8,50.0,0,0,-,0,0,-,1,3,4,0,2,4,0,4,4
Tomas Satoransky,WAS,@CHA,03/18/2017,L,5,0,0,0,-,0,0,-,0,0,-,0,1,1,1,0,0,0,0,5
Jason Smith,WAS,@CHA,03/18/2017,L,27,8,3,8,37.5,1,3,33.3,1,2,50.0,1,3,4,2,0,3,0,1,-6
Cody Zeller,CHA,vs.WAS,03/18/2017,W,33,19,8,10,80.0,0,0,-,3,5,60.0,1,4,5,0,4,2,0,3,11
Nicolas Batum,CHA,vs.WAS,03/18/2017,W,27,8,4,9,44.4,0,3,0.0,0,0,-,1,9,10,5,0,0,3,2,3
Otto Porter Jr.,WAS,@CHA,03/18/2017,L,33,16,4,11,36.4,4,9,44.4,4,4,100,2,1,3,1,3,0,1,4,-4
Jeremy Lamb,CHA,vs.WAS,03/18/2017,W,14,4,1,4,25.0,0,1,0.0,2,2,100,0,5,5,3,0,1,0,3,-7
Brandon Jennings,WAS,@CHA,03/18/2017,L,16,2,1,6,16.7,0,4,0.0,0,0,-,1,2,3,5,1,0,1,2,7
John Wall,WAS,@CHA,03/18/2017,L,35,19,5,16,31.3,1,4,25.0,8,11,72.7,1,3,4,8,1,2,3,1,-10
Marcin Gortat,WAS,@CHA,03/18/2017,L,27,6,2,7,28.6,0,0,-,2,2,100,1,14,15,0,0,1,1,1,-3
Marvin Williams,CHA,vs.WAS,03/18/2017,W,33,16,5,7,71.4,2,3,66.7,4,4,100,1,7,8,3,2,0,0,3,-1
Bradley Beal,WAS,@CHA,03/18/2017,L,31,18,6,14,42.9,2,7,28.6,4,6,66.7,0,3,3,2,1,1,1,4,-11
Clint Capela,HOU,@DEN,03/18/2017,W,24,16,7,13,53.8,0,0,-,2,2,100,5,3,8,0,1,1,0,4,3
James Harden,HOU,@DEN,03/18/2017,W,37,40,11,23,47.8,3,8,37.5,15,17,88.2,0,10,10,10,2,0,8,3,10
Ryan Anderson,HOU,@DEN,03/18/2017,W,27,10,3,7,42.9,1,4,25.0,3,3,100,0,4,4,0,0,0,1,2,8
Eric Gordon,HOU,@DEN,03/18/2017,W,33,10,4,7,57.1,1,3,33.3,1,2,50.0,0,3,3,2,1,1,0,2,-2
Jameer Nelson,DEN,vs.HOU,03/18/2017,L,39,15,6,14,42.9,2,7,28.6,1,2,50.0,2,5,7,11,1,0,2,3,-3
Gary Harris,DEN,vs.HOU,03/18/2017,L,39,17,6,14,42.9,1,4,25.0,4,5,80.0,3,3,6,2,2,0,1,2,0
Juancho Hernangomez,DEN,vs.HOU,03/18/2017,L,28,15,5,9,55.6,3,4,75.0,2,3,66.7,2,3,5,1,1,0,1,3,-10
Mason Plumlee,DEN,vs.HOU,03/18/2017,L,32,9,3,5,60.0,0,0,-,3,4,75.0,1,8,9,3,2,2,2,3,-7
Will Barton,DEN,vs.HOU,03/18/2017,L,33,10,2,13,15.4,1,9,11.1,5,9,55.6,0,1,1,4,0,0,1,3,1
Nikola Jokic,DEN,vs.HOU,03/18/2017,L,22,16,7,14,50.0,1,2,50.0,1,1,100,2,3,5,4,0,1,3,5,6
Lou Williams,HOU,@DEN,03/18/2017,W,23,12,4,9,44.4,0,4,0.0,4,5,80.0,0,1,1,3,0,2,2,1,-3
Kenneth Faried,DEN,vs.HOU,03/18/2017,L,23,11,5,7,71.4,0,0,-,1,2,50.0,3,5,8,2,1,0,0,1,-4
Trevor Ariza,HOU,@DEN,03/18/2017,W,34,2,1,4,25.0,0,2,0.0,0,0,-,0,9,9,1,0,1,0,1,8
Patrick Beverley,HOU,@DEN,03/18/2017,W,31,3,1,7,14.3,0,3,0.0,1,2,50.0,2,3,5,2,1,0,1,6,-1
Sam Dekker,HOU,@DEN,03/18/2017,W,8,2,1,1,100,0,0,-,0,0,-,0,1,1,0,0,0,1,0,-4
Nene,HOU,@DEN,03/18/2017,W,24,14,6,12,50.0,0,0,-,2,4,50.0,3,4,7,2,0,0,1,5,1
Jamal Murray,DEN,vs.HOU,03/18/2017,L,23,12,4,13,30.8,2,5,40.0,2,4,50.0,0,4,4,1,2,0,3,4,-3
Meyers Leonard,POR,@ATL,03/18/2017,W,3,2,1,2,50.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,0,5
Shabazz Napier,POR,@ATL,03/18/2017,W,3,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-4
Pat Connaughton,POR,@ATL,03/18/2017,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-4
Allen Crabbe,POR,@ATL,03/18/2017,W,29,16,5,10,50.0,4,8,50.0,2,2,100,0,3,3,0,2,0,1,3,6
Jose Calderon,ATL,vs.POR,03/18/2017,L,3,0,0,0,-,0,0,-,0,0,-,0,0,0,2,0,0,0,1,2
Dennis Schroder,ATL,vs.POR,03/18/2017,L,28,8,2,14,14.3,1,2,50.0,3,4,75.0,0,3,3,7,4,0,2,1,-25
Taurean Prince,ATL,vs.POR,03/18/2017,L,31,8,2,9,22.2,0,3,0.0,4,5,80.0,1,5,6,2,0,3,1,1,0
Damian Lillard,POR,@ATL,03/18/2017,W,34,27,9,17,52.9,3,5,60.0,6,6,100,0,5,5,5,2,0,4,2,27
Maurice Harkless,POR,@ATL,03/18/2017,W,30,12,5,7,71.4,1,1,100,1,2,50.0,1,3,4,4,2,1,2,3,22
Jake Layman,POR,@ATL,03/18/2017,W,3,2,0,0,-,0,0,-,2,2,100,0,0,0,0,0,0,0,0,-4
CJ McCollum,POR,@ATL,03/18/2017,W,32,22,10,19,52.6,0,1,0.0,2,2,100,1,5,6,5,1,2,0,2,9
Malcolm Delaney,ATL,vs.POR,03/18/2017,L,26,8,3,7,42.9,0,3,0.0,2,2,100,0,2,2,2,0,0,1,4,4
Mike Muscala,ATL,vs.POR,03/18/2017,L,8,2,1,3,33.3,0,0,-,0,0,-,2,1,3,0,0,0,0,0,-2
Ersan Ilyasova,ATL,vs.POR,03/18/2017,L,27,23,7,11,63.6,4,5,80.0,5,7,71.4,1,3,4,1,2,1,1,1,-11
Thabo Sefolosha,ATL,vs.POR,03/18/2017,L,19,0,0,6,0.0,0,3,0.0,0,0,-,2,3,5,1,2,1,1,1,-16
Kent Bazemore,ATL,vs.POR,03/18/2017,L,32,12,5,12,41.7,0,4,0.0,2,2,100,0,0,0,2,0,1,1,2,-10
Jusuf Nurkic,POR,@ATL,03/18/2017,W,32,12,6,11,54.5,0,0,-,0,0,-,2,7,9,6,2,5,5,4,14
Dwight Howard,ATL,vs.POR,03/18/2017,L,34,14,6,10,60.0,0,0,-,2,3,66.7,5,5,10,3,4,1,3,0,-19
Ryan Kelly,ATL,vs.POR,03/18/2017,L,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,2
Al-Farouq Aminu,POR,@ATL,03/18/2017,W,27,8,3,4,75.0,0,1,0.0,2,2,100,2,5,7,0,0,0,3,1,3
Evan Turner,POR,@ATL,03/18/2017,W,19,2,1,9,11.1,0,1,0.0,0,0,-,4,4,8,3,0,1,1,3,-6
Noah Vonleh,POR,@ATL,03/18/2017,W,27,10,4,7,57.1,0,0,-,2,3,66.7,3,8,11,0,0,0,4,3,12
Tim Hardaway Jr.,ATL,vs.POR,03/18/2017,L,29,22,6,16,37.5,2,6,33.3,8,9,88.9,1,1,2,2,1,0,3,0,-5
Brandon Bass,LAC,vs.CLE,03/18/2017,W,7,7,3,3,100,0,0,-,1,1,100,0,2,2,0,0,0,1,0,2
Deron Williams,CLE,@LAC,03/18/2017,L,26,11,4,8,50.0,1,1,100,2,2,100,0,3,3,5,0,0,5,2,-17
JR Smith,CLE,@LAC,03/18/2017,L,28,10,4,17,23.5,0,7,0.0,2,4,50.0,0,6,6,1,0,0,0,0,-17
Paul Pierce,LAC,vs.CLE,03/18/2017,W,14,7,3,3,100,1,1,100,0,0,-,1,5,6,3,0,1,2,1,14
Channing Frye,CLE,@LAC,03/18/2017,L,28,10,4,10,40.0,2,7,28.6,0,0,-,0,4,4,1,0,0,0,4,-20
DeAndre Liggins,CLE,@LAC,03/18/2017,L,18,2,1,3,33.3,0,0,-,0,0,-,1,2,3,2,4,0,4,4,-13
Kay Felder,CLE,@LAC,03/18/2017,L,15,10,4,12,33.3,0,2,0.0,2,2,100,0,2,2,2,0,0,2,1,-12
Marreese Speights,LAC,vs.CLE,03/18/2017,W,15,7,3,4,75.0,1,1,100,0,0,-,0,8,8,2,0,1,1,1,5
Wesley Johnson,LAC,vs.CLE,03/18/2017,W,7,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,1,0,1,2
Raymond Felton,LAC,vs.CLE,03/18/2017,W,22,4,2,5,40.0,0,2,0.0,0,0,-,0,0,0,5,1,0,2,1,15
Richard Jefferson,CLE,@LAC,03/18/2017,L,28,12,4,9,44.4,2,5,40.0,2,3,66.7,0,6,6,1,0,0,0,2,-20
Iman Shumpert,CLE,@LAC,03/18/2017,L,25,10,5,11,45.5,0,2,0.0,0,0,-,0,5,5,3,0,0,0,4,-8
Derrick Williams,CLE,@LAC,03/18/2017,L,24,2,1,5,20.0,0,2,0.0,0,0,-,0,4,4,0,0,0,1,3,-11
JJ Redick,LAC,vs.CLE,03/18/2017,W,19,16,6,11,54.5,2,4,50.0,2,2,100,0,1,1,1,1,0,1,4,14
Austin Rivers,LAC,vs.CLE,03/18/2017,W,29,11,4,9,44.4,0,5,0.0,3,4,75.0,0,3,3,0,0,0,0,3,18
Blake Griffin,LAC,vs.CLE,03/18/2017,W,31,23,10,17,58.8,1,2,50.0,2,4,50.0,1,7,8,4,0,0,0,1,16
Chris Paul,LAC,vs.CLE,03/18/2017,W,27,5,0,8,0.0,0,5,0.0,5,5,100,0,4,4,7,0,0,3,2,20
Luc Mbah a Moute,LAC,vs.CLE,03/18/2017,W,14,2,1,2,50.0,0,1,0.0,0,0,-,0,2,2,0,1,0,1,0,4
DeAndre Jordan,LAC,vs.CLE,03/18/2017,W,27,13,4,5,80.0,0,0,-,5,11,45.5,5,12,17,2,1,0,0,0,23
James Jones,CLE,@LAC,03/18/2017,L,17,0,0,2,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,2,-18
Jamal Crawford,LAC,vs.CLE,03/18/2017,W,28,13,4,11,36.4,3,5,60.0,2,2,100,0,2,2,3,0,0,3,1,17
Tristan Thompson,CLE,@LAC,03/18/2017,L,31,11,5,6,83.3,0,0,-,1,2,50.0,3,3,6,0,1,0,0,2,-14
George Hill,UTA,@CHI,03/18/2017,L,37,18,6,11,54.5,2,5,40.0,4,4,100,1,6,7,4,2,1,3,1,-12
Cristiano Felicio,CHI,vs.UTA,03/18/2017,W,11,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,0,1,1
Jeff Withey,UTA,@CHI,03/18/2017,L,11,2,0,0,-,0,0,-,2,2,100,0,3,3,0,0,0,0,1,-2
Joffrey Lauvergne,CHI,vs.UTA,03/18/2017,W,7,0,0,1,0.0,0,0,-,0,0,-,0,1,1,2,1,0,0,0,6
Paul Zipser,CHI,vs.UTA,03/18/2017,W,29,4,1,1,100,1,1,100,1,2,50.0,0,4,4,1,1,2,2,2,9
Nikola Mirotic,CHI,vs.UTA,03/18/2017,W,17,5,2,7,28.6,1,5,20.0,0,0,-,0,4,4,0,0,0,1,1,1
Robin Lopez,CHI,vs.UTA,03/18/2017,W,30,14,6,12,50.0,0,0,-,2,2,100,3,2,5,1,0,2,1,2,2
Dante Exum,UTA,@CHI,03/18/2017,L,16,7,2,5,40.0,0,1,0.0,3,5,60.0,0,4,4,0,0,0,1,0,2
Boris Diaw,UTA,@CHI,03/18/2017,L,16,4,2,6,33.3,0,1,0.0,0,0,-,2,1,3,0,0,1,1,0,3
Rajon Rondo,CHI,vs.UTA,03/18/2017,W,21,5,2,5,40.0,1,2,50.0,0,0,-,0,2,2,5,0,0,2,2,-8
Michael Carter-Williams,CHI,vs.UTA,03/18/2017,W,27,9,4,10,40.0,0,1,0.0,1,1,100,0,2,2,4,1,3,2,3,17
Jimmy Butler,CHI,vs.UTA,03/18/2017,W,38,23,8,18,44.4,0,1,0.0,7,7,100,2,2,4,7,3,2,2,1,1
Bobby Portis,CHI,vs.UTA,03/18/2017,W,31,22,10,13,76.9,1,2,50.0,1,2,50.0,1,4,5,0,0,0,0,2,8
Rudy Gobert,UTA,@CHI,03/18/2017,L,35,13,5,11,45.5,0,0,-,3,6,50.0,6,7,13,2,0,5,2,6,-7
Joe Ingles,UTA,@CHI,03/18/2017,L,36,10,4,9,44.4,1,5,20.0,1,2,50.0,1,2,3,5,0,0,0,3,-12
Joe Johnson,UTA,@CHI,03/18/2017,L,33,8,3,12,25.0,0,2,0.0,2,2,100,3,3,6,2,0,1,1,0,-12
Denzel Valentine,CHI,vs.UTA,03/18/2017,W,28,11,4,12,33.3,3,7,42.9,0,0,-,1,11,12,4,1,0,0,4,8
Alec Burks,UTA,@CHI,03/18/2017,L,19,10,4,11,36.4,1,3,33.3,1,2,50.0,2,2,4,0,0,0,2,0,2
Gordon Hayward,UTA,@CHI,03/18/2017,L,36,14,5,16,31.3,3,8,37.5,1,2,50.0,2,4,6,2,4,0,4,1,-7
Shaun Livingston,GSW,vs.MIL,03/18/2017,W,18,2,1,4,25.0,0,0,-,0,0,-,0,2,2,3,1,0,0,2,13
Rashad Vaughn,MIL,@GSW,03/18/2017,L,12,6,2,5,40.0,2,4,50.0,0,0,-,0,4,4,0,0,2,1,0,-1
Malcolm Brogdon,MIL,@GSW,03/18/2017,L,41,18,6,13,46.2,2,6,33.3,4,4,100,1,3,4,3,1,1,0,2,-15
Klay Thompson,GSW,vs.MIL,03/18/2017,W,34,21,9,16,56.3,3,6,50.0,0,1,0.0,2,1,3,1,0,1,0,1,11
Jason Terry,MIL,@GSW,03/18/2017,L,5,0,0,3,0.0,0,2,0.0,0,0,-,1,0,1,0,1,0,0,0,-15
JaVale McGee,GSW,vs.MIL,03/18/2017,W,12,8,4,4,100,0,0,-,0,0,-,1,3,4,0,0,1,0,0,18
Mirza Teletovic,MIL,@GSW,03/18/2017,L,22,10,4,8,50.0,0,2,0.0,2,2,100,0,3,3,0,1,0,0,4,-13
Matt Barnes,GSW,vs.MIL,03/18/2017,W,24,7,2,4,50.0,2,4,50.0,1,2,50.0,0,10,10,3,0,0,0,2,22
Zaza Pachulia,GSW,vs.MIL,03/18/2017,W,12,8,3,5,60.0,0,0,-,2,4,50.0,0,4,4,2,1,0,2,3,-8
Tony Snell,MIL,@GSW,03/18/2017,L,28,12,5,8,62.5,2,4,50.0,0,1,0.0,1,2,3,2,0,0,1,1,-14
David West,GSW,vs.MIL,03/18/2017,W,12,4,2,3,66.7,0,0,-,0,0,-,0,1,1,2,0,0,0,0,3
Andre Iguodala,GSW,vs.MIL,03/18/2017,W,30,15,6,10,60.0,1,3,33.3,2,2,100,0,4,4,4,1,2,2,1,19
Ian Clark,GSW,vs.MIL,03/18/2017,W,18,9,4,7,57.1,0,2,0.0,1,1,100,1,1,2,0,0,1,1,2,5
John Henson,MIL,@GSW,03/18/2017,L,10,0,0,2,0.0,0,0,-,0,0,-,1,1,2,0,0,0,0,1,-4
Spencer Hawes,MIL,@GSW,03/18/2017,L,6,0,0,3,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,0,-2
Patrick McCaw,GSW,vs.MIL,03/18/2017,W,15,5,2,2,100,0,0,-,1,1,100,0,1,1,1,0,0,0,1,2
Stephen Curry,GSW,vs.MIL,03/18/2017,W,30,28,9,13,69.2,6,8,75.0,4,4,100,0,4,4,4,1,1,3,3,18
Giannis Antetokounmpo,MIL,@GSW,03/18/2017,L,31,9,4,14,28.6,0,1,0.0,1,2,50.0,1,2,3,3,2,3,2,2,-25
Thon Maker,MIL,@GSW,03/18/2017,L,13,9,3,5,60.0,0,2,0.0,3,4,75.0,3,2,5,1,1,1,0,1,-1
Matthew Dellavedova,MIL,@GSW,03/18/2017,L,26,5,2,7,28.6,1,3,33.3,0,0,-,0,0,0,3,1,0,2,2,-17
James Michael McAdoo,GSW,vs.MIL,03/18/2017,W,4,2,1,1,100,0,0,-,0,0,-,0,2,2,0,0,0,0,0,0
Khris Middleton,MIL,@GSW,03/18/2017,L,29,11,4,8,50.0,2,2,100,1,1,100,0,2,2,5,0,0,3,2,-6
Draymond Green,GSW,vs.MIL,03/18/2017,W,30,8,2,6,33.3,0,0,-,4,4,100,2,5,7,10,1,0,4,1,22
Greg Monroe,MIL,@GSW,03/18/2017,L,17,12,6,13,46.2,0,0,-,0,0,-,4,3,7,2,1,0,2,2,-12
E'Twaun Moore,NOP,vs.HOU,03/17/2017,W,26,9,3,9,33.3,1,4,25.0,2,2,100,0,5,5,3,1,0,0,1,5
Anthony Davis,NOP,vs.HOU,03/17/2017,W,38,24,10,18,55.6,0,1,0.0,4,5,80.0,1,14,15,3,1,3,4,3,11
Patrick Beverley,HOU,@NOP,03/17/2017,L,31,7,2,9,22.2,1,4,25.0,2,2,100,2,5,7,1,0,0,1,5,-6
Bobby Brown,HOU,@NOP,03/17/2017,L,3,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,1,0,-1
Jordan Crawford,NOP,vs.HOU,03/17/2017,W,19,7,3,10,30.0,1,4,25.0,0,1,0.0,1,4,5,3,0,0,2,4,8
Tim Frazier,NOP,vs.HOU,03/17/2017,W,23,14,6,11,54.5,1,5,20.0,1,2,50.0,1,4,5,6,2,0,0,2,11
Jrue Holiday,NOP,vs.HOU,03/17/2017,W,28,19,9,17,52.9,0,5,0.0,1,2,50.0,0,4,4,6,1,3,1,2,6
Ryan Anderson,HOU,@NOP,03/17/2017,L,28,8,3,10,30.0,2,7,28.6,0,0,-,1,1,2,0,1,0,0,3,-5
Trevor Ariza,HOU,@NOP,03/17/2017,L,30,8,3,9,33.3,2,7,28.6,0,0,-,0,8,8,0,1,0,1,1,-15
Dante Cunningham,NOP,vs.HOU,03/17/2017,W,39,7,3,5,60.0,0,2,0.0,1,2,50.0,3,6,9,1,1,1,2,1,15
James Harden,HOU,@NOP,03/17/2017,L,40,41,12,21,57.1,4,10,40.0,13,14,92.9,2,12,14,11,2,0,5,2,-12
Wayne Selden,NOP,vs.HOU,03/17/2017,W,19,11,4,5,80.0,3,4,75.0,0,0,-,0,1,1,0,1,0,2,1,6
Alexis Ajinca,NOP,vs.HOU,03/17/2017,W,10,7,3,4,75.0,0,0,-,1,1,100,2,2,4,0,0,0,0,3,5
Clint Capela,HOU,@NOP,03/17/2017,L,19,6,3,9,33.3,0,0,-,0,2,0.0,2,2,4,0,1,2,1,2,-12
Kyle Wiltjer,HOU,@NOP,03/17/2017,L,3,3,1,2,50.0,1,1,100,0,0,-,1,1,2,1,1,0,0,0,-1
Sam Dekker,HOU,@NOP,03/17/2017,L,5,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,1
Solomon Hill,NOP,vs.HOU,03/17/2017,W,38,30,8,13,61.5,6,9,66.7,8,9,88.9,1,5,6,7,1,0,2,3,13
Lou Williams,HOU,@NOP,03/17/2017,L,31,14,4,12,33.3,0,3,0.0,6,8,75.0,0,1,1,2,0,0,1,0,-9
Eric Gordon,HOU,@NOP,03/17/2017,L,32,12,4,13,30.8,3,7,42.9,1,1,100,1,1,2,3,0,0,1,0,-10
Montrezl Harrell,HOU,@NOP,03/17/2017,L,19,13,5,5,100,0,0,-,3,5,60.0,1,5,6,0,0,1,1,6,-10
Jason Smith,WAS,vs.CHI,03/17/2017,W,38,17,6,15,40.0,3,6,50.0,2,3,66.7,3,4,7,2,2,2,1,2,11
Joffrey Lauvergne,CHI,@WAS,03/17/2017,L,8,2,1,1,100,0,0,-,0,0,-,0,2,2,0,0,0,0,0,7
Cristiano Felicio,CHI,@WAS,03/17/2017,L,6,2,1,2,50.0,0,0,-,0,0,-,2,2,4,1,1,0,0,1,-1
Bojan Bogdanovic,WAS,vs.CHI,03/17/2017,W,25,12,5,12,41.7,2,6,33.3,0,0,-,1,1,2,0,0,0,1,2,3
John Wall,WAS,vs.CHI,03/17/2017,W,34,14,4,13,30.8,1,3,33.3,5,6,83.3,0,0,0,20,1,1,2,2,12
