Player,Team,Match-up,Date,W/L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Kyle O'Quinn,NYK,@ATL,01/29/2017,L,26,2,1,9,11.1,0,0,-,0,0,-,2,10,12,1,1,3,1,6,-2
Joakim Noah,NYK,@ATL,01/29/2017,L,41,6,2,5,40.0,0,0,-,2,2,100,7,7,14,5,3,2,1,6,2
Mike Muscala,ATL,vs.NYK,01/29/2017,W,22,2,1,3,33.3,0,1,0.0,0,0,-,1,7,8,2,0,0,0,1,-1
Malcolm Delaney,ATL,vs.NYK,01/29/2017,W,22,4,1,6,16.7,0,1,0.0,2,2,100,0,2,2,2,2,0,1,2,-9
Mindaugas Kuzminskas,NYK,@ATL,01/29/2017,L,36,13,5,13,38.5,1,7,14.3,2,3,66.7,0,4,4,4,1,1,1,1,6
Taurean Prince,ATL,vs.NYK,01/29/2017,W,4,2,1,2,50.0,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-9
Dwight Howard,ATL,vs.NYK,01/29/2017,W,38,19,8,11,72.7,0,0,-,3,7,42.9,4,8,12,1,0,1,2,6,1
Courtney Lee,NYK,@ATL,01/29/2017,L,52,17,6,16,37.5,3,8,37.5,2,2,100,2,7,9,2,2,1,1,5,5
Carmelo Anthony,NYK,@ATL,01/29/2017,L,46,45,18,36,50.0,3,9,33.3,6,7,85.7,0,6,6,4,0,1,3,6,-3
Tim Hardaway Jr.,ATL,vs.NYK,01/29/2017,W,58,19,5,20,25.0,0,9,0.0,9,12,75.0,0,5,5,8,1,0,1,4,5
Willy Hernangomez,NYK,@ATL,01/29/2017,L,3,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,2,-8
CJ Miles,IND,vs.HOU,01/29/2017,W,20,0,0,5,0.0,0,5,0.0,0,0,-,0,2,2,0,0,0,1,3,2
Tyler Ennis,HOU,@IND,01/29/2017,L,3,2,1,1,100,0,0,-,0,0,-,0,0,0,1,0,0,0,0,1
Ryan Anderson,HOU,@IND,01/29/2017,L,35,27,9,16,56.3,5,9,55.6,4,5,80.0,1,6,7,0,1,0,0,2,-13
Eric Gordon,HOU,@IND,01/29/2017,L,26,14,4,11,36.4,1,7,14.3,5,7,71.4,0,1,1,3,0,1,2,4,-17
Georges Niang,IND,vs.HOU,01/29/2017,W,3,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-1
Patrick Beverley,HOU,@IND,01/29/2017,L,33,7,2,8,25.0,1,4,25.0,2,2,100,1,3,4,5,1,1,2,5,0
Clint Capela,HOU,@IND,01/29/2017,L,22,10,4,6,66.7,0,0,-,2,2,100,1,3,4,1,1,1,0,2,-18
Trevor Ariza,HOU,@IND,01/29/2017,L,25,2,0,5,0.0,0,4,0.0,2,2,100,0,9,9,1,1,0,1,1,-18
KJ McDaniels,HOU,@IND,01/29/2017,L,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,1
Corey Brewer,HOU,@IND,01/29/2017,L,7,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,0,1
Monta Ellis,IND,vs.HOU,01/29/2017,W,16,0,0,3,0.0,0,1,0.0,0,0,-,0,2,2,5,0,0,1,2,0
Aaron Brooks,IND,vs.HOU,01/29/2017,W,12,2,1,3,33.3,0,2,0.0,0,0,-,0,1,1,1,0,0,0,2,-5
James Harden,HOU,@IND,01/29/2017,L,32,15,3,17,17.6,2,10,20.0,7,7,100,1,4,5,8,3,0,8,5,-23
Thaddeus Young,IND,vs.HOU,01/29/2017,W,30,11,5,9,55.6,0,1,0.0,1,2,50.0,2,3,5,2,2,0,2,3,16
Paul George,IND,vs.HOU,01/29/2017,W,36,33,13,23,56.5,3,7,42.9,4,4,100,0,9,9,3,1,1,2,2,26
Jeff Teague,IND,vs.HOU,01/29/2017,W,36,17,5,10,50.0,0,2,0.0,7,7,100,0,3,3,15,2,1,3,2,24
Bobby Brown,HOU,@IND,01/29/2017,L,3,6,2,3,66.7,2,2,100,0,0,-,0,0,0,0,0,0,0,0,1
Glenn Robinson III,IND,vs.HOU,01/29/2017,W,21,14,6,8,75.0,2,2,100,0,0,-,1,5,6,0,0,0,0,0,11
Sam Dekker,HOU,@IND,01/29/2017,L,26,8,4,6,66.7,0,2,0.0,0,0,-,1,2,3,1,0,2,1,1,-9
Rakeem Christmas,IND,vs.HOU,01/29/2017,W,3,5,1,1,100,0,0,-,3,4,75.0,1,1,2,0,0,1,0,0,-1
Montrezl Harrell,HOU,@IND,01/29/2017,L,26,10,5,9,55.6,0,0,-,0,0,-,6,1,7,1,0,1,1,4,-1
Joe Young,IND,vs.HOU,01/29/2017,W,3,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,-1
Lavoy Allen,IND,vs.HOU,01/29/2017,W,15,10,5,5,100,0,0,-,0,0,-,0,2,2,1,0,0,0,2,4
Myles Turner,IND,vs.HOU,01/29/2017,W,36,18,6,13,46.2,0,0,-,6,9,66.7,3,7,10,0,3,4,1,1,23
Al Jefferson,IND,vs.HOU,01/29/2017,W,10,8,4,5,80.0,0,0,-,0,0,-,0,0,0,1,1,0,0,4,-3
Andre Iguodala,GSW,@POR,01/29/2017,W,36,12,4,6,66.7,3,4,75.0,1,1,100,0,3,3,5,2,0,0,2,-5
Meyers Leonard,POR,vs.GSW,01/29/2017,L,7,2,1,2,50.0,0,0,-,0,0,-,0,2,2,0,0,0,0,1,-3
Damian Lillard,POR,vs.GSW,01/29/2017,L,36,19,6,14,42.9,2,5,40.0,5,5,100,0,2,2,8,1,0,3,1,-2
Shaun Livingston,GSW,@POR,01/29/2017,W,23,6,3,6,50.0,0,0,-,0,0,-,0,1,1,3,1,0,2,3,-10
Draymond Green,GSW,@POR,01/29/2017,W,34,5,2,8,25.0,1,6,16.7,0,0,-,1,5,6,5,3,1,7,5,-1
Pat Connaughton,POR,vs.GSW,01/29/2017,L,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,1,0,0
Zaza Pachulia,GSW,@POR,01/29/2017,W,23,14,3,5,60.0,0,0,-,8,10,80.0,2,3,5,2,4,0,1,3,12
Evan Turner,POR,vs.GSW,01/29/2017,L,33,18,8,17,47.1,2,7,28.6,0,0,-,0,4,4,6,1,0,2,3,16
Noah Vonleh,POR,vs.GSW,01/29/2017,L,18,4,2,4,50.0,0,0,-,0,0,-,3,2,5,1,1,0,2,2,-16
Ian Clark,GSW,@POR,01/29/2017,W,13,2,0,1,0.0,0,1,0.0,2,2,100,0,2,2,3,0,0,1,1,6
Al-Farouq Aminu,POR,vs.GSW,01/29/2017,L,34,7,3,10,30.0,1,5,20.0,0,0,-,1,8,9,4,2,0,2,2,-1
JaVale McGee,GSW,@POR,01/29/2017,W,9,7,3,3,100,0,0,-,1,3,33.3,1,2,3,0,1,2,0,1,9
Patrick McCaw,GSW,@POR,01/29/2017,W,20,3,1,2,50.0,1,2,50.0,0,0,-,0,1,1,0,0,0,0,0,9
Klay Thompson,GSW,@POR,01/29/2017,W,35,27,6,21,28.6,2,6,33.3,13,15,86.7,1,5,6,2,1,1,0,0,-3
Maurice Harkless,POR,vs.GSW,01/29/2017,L,21,10,5,9,55.6,0,2,0.0,0,0,-,1,1,2,2,2,0,1,3,-9
Allen Crabbe,POR,vs.GSW,01/29/2017,L,22,8,4,7,57.1,0,1,0.0,0,0,-,0,0,0,1,2,0,1,4,-7
James Michael McAdoo,GSW,@POR,01/29/2017,W,11,4,1,1,100,0,0,-,2,2,100,1,1,2,2,1,1,0,1,-4
CJ McCollum,POR,vs.GSW,01/29/2017,L,38,28,10,16,62.5,5,7,71.4,3,4,75.0,1,6,7,3,1,0,4,3,12
Kevin Durant,GSW,@POR,01/29/2017,W,36,33,13,26,50.0,1,7,14.3,6,6,100,2,8,10,6,0,1,7,2,-3
Mason Plumlee,POR,vs.GSW,01/29/2017,L,30,15,7,14,50.0,0,0,-,1,3,33.3,3,8,11,1,1,2,2,5,0
Alex Abrines,OKC,@CLE,01/29/2017,L,8,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,1,0,0,0,0,-5
Tristan Thompson,CLE,vs.OKC,01/29/2017,W,34,19,7,15,46.7,0,0,-,5,5,100,5,6,11,1,4,4,1,1,26
Iman Shumpert,CLE,vs.OKC,01/29/2017,W,34,16,5,11,45.5,5,8,62.5,1,2,50.0,2,1,3,1,1,0,1,4,21
Victor Oladipo,OKC,@CLE,01/29/2017,L,38,17,6,18,33.3,1,4,25.0,4,5,80.0,1,6,7,4,0,0,1,3,-6
Kyle Singler,OKC,@CLE,01/29/2017,L,16,2,1,5,20.0,0,2,0.0,0,0,-,1,1,2,0,0,0,1,1,2
Richard Jefferson,CLE,vs.OKC,01/29/2017,W,31,8,4,5,80.0,0,1,0.0,0,0,-,0,4,4,0,1,0,0,3,20
DeAndre Liggins,CLE,vs.OKC,01/29/2017,W,2,0,0,1,0.0,0,0,-,0,0,-,0,1,1,0,1,1,1,0,-3
Kevin Love,CLE,vs.OKC,01/29/2017,W,12,1,0,4,0.0,0,3,0.0,1,2,50.0,0,8,8,1,0,0,0,1,-2
Russell Westbrook,OKC,@CLE,01/29/2017,L,36,20,7,26,26.9,1,6,16.7,5,8,62.5,5,7,12,10,1,1,4,3,-18
Cameron Payne,OKC,@CLE,01/29/2017,L,20,8,3,11,27.3,2,3,66.7,0,0,-,0,4,4,2,2,1,1,2,-7
Channing Frye,CLE,vs.OKC,01/29/2017,W,15,4,2,4,50.0,0,2,0.0,0,0,-,0,5,5,1,0,0,0,1,-3
Andre Roberson,OKC,@CLE,01/29/2017,L,23,4,2,5,40.0,0,2,0.0,0,0,-,1,4,5,0,1,0,0,2,-10
Steven Adams,OKC,@CLE,01/29/2017,L,27,7,3,4,75.0,0,0,-,1,1,100,2,8,10,1,0,1,4,3,-17
Kyle Korver,CLE,vs.OKC,01/29/2017,W,16,3,1,7,14.3,1,6,16.7,0,0,-,0,1,1,0,0,0,0,0,-2
Jordan McRae,CLE,vs.OKC,01/29/2017,W,2,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-3
Kyrie Irving,CLE,vs.OKC,01/29/2017,W,35,29,12,22,54.5,2,6,33.3,3,3,100,0,3,3,10,1,0,2,3,24
Domantas Sabonis,OKC,@CLE,01/29/2017,L,26,12,6,12,50.0,0,3,0.0,0,0,-,2,3,5,0,0,0,2,1,-13
Jerami Grant,OKC,@CLE,01/29/2017,L,25,8,3,8,37.5,2,5,40.0,0,0,-,1,3,4,1,1,1,0,4,-12
LeBron James,CLE,vs.OKC,01/29/2017,W,37,25,9,18,50.0,0,2,0.0,7,10,70.0,1,13,14,8,1,0,2,1,10
James Jones,CLE,vs.OKC,01/29/2017,W,11,2,1,2,50.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,1,1
Joffrey Lauvergne,OKC,@CLE,01/29/2017,L,21,13,6,10,60.0,0,0,-,1,2,50.0,0,6,6,1,0,0,3,0,6
Kay Felder,CLE,vs.OKC,01/29/2017,W,12,0,0,3,0.0,0,0,-,0,0,-,0,0,0,0,0,1,3,1,-9
Robin Lopez,CHI,vs.PHI,01/29/2017,W,31,21,9,13,69.2,0,0,-,3,3,100,4,5,9,2,0,3,0,2,16
Sergio Rodriguez,PHI,@CHI,01/29/2017,L,6,3,1,2,50.0,1,2,50.0,0,0,-,0,0,0,1,0,0,1,1,-12
Nikola Mirotic,CHI,vs.PHI,01/29/2017,W,26,13,6,10,60.0,1,3,33.3,0,0,-,1,2,3,2,1,0,1,1,15
Rajon Rondo,CHI,vs.PHI,01/29/2017,W,21,8,2,9,22.2,1,2,50.0,3,4,75.0,0,5,5,10,0,1,0,0,14
Chasson Randle,PHI,@CHI,01/29/2017,L,5,0,0,2,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,-8
Timothe Luwawu-Cabarrot,PHI,@CHI,01/29/2017,L,14,2,1,4,25.0,0,1,0.0,0,0,-,0,1,1,1,0,0,1,2,-19
Nik Stauskas,PHI,@CHI,01/29/2017,L,33,15,6,14,42.9,3,6,50.0,0,0,-,0,1,1,3,0,1,1,1,0
Jimmy Butler,CHI,vs.PHI,01/29/2017,W,39,28,8,18,44.4,0,0,-,12,15,80.0,2,6,8,7,4,0,3,2,13
Nerlens Noel,PHI,@CHI,01/29/2017,L,25,12,6,11,54.5,0,0,-,0,0,-,1,5,6,2,2,3,0,5,-3
Bobby Portis,CHI,vs.PHI,01/29/2017,W,14,4,2,6,33.3,0,0,-,0,0,-,1,5,6,1,0,0,0,1,-6
Richaun Holmes,PHI,@CHI,01/29/2017,L,22,4,2,8,25.0,0,0,-,0,0,-,1,2,3,1,1,0,0,2,-6
Paul Zipser,CHI,vs.PHI,01/29/2017,W,29,13,5,8,62.5,3,5,60.0,0,0,-,0,3,3,0,0,0,0,0,20
Doug McDermott,CHI,vs.PHI,01/29/2017,W,20,14,5,9,55.6,2,3,66.7,2,2,100,0,3,3,0,0,0,0,0,4
Robert Covington,PHI,@CHI,01/29/2017,L,37,21,8,16,50.0,4,7,57.1,1,3,33.3,2,10,12,3,3,3,1,3,9
Cristiano Felicio,CHI,vs.PHI,01/29/2017,W,16,1,0,0,-,0,0,-,1,2,50.0,0,6,6,1,0,0,1,2,-3
Dwyane Wade,CHI,vs.PHI,01/29/2017,W,26,14,6,12,50.0,0,0,-,2,2,100,2,4,6,6,3,0,4,1,0
T.J. McConnell,PHI,@CHI,01/29/2017,L,37,14,7,14,50.0,0,1,0.0,0,0,-,0,4,4,12,1,1,3,3,7
Jerian Grant,CHI,vs.PHI,01/29/2017,W,17,5,2,4,50.0,1,1,100,0,0,-,0,0,0,0,0,1,1,2,-8
Gerald Henderson,PHI,@CHI,01/29/2017,L,9,0,0,3,0.0,0,0,-,0,0,-,1,1,2,1,0,0,1,1,-12
Ersan Ilyasova,PHI,@CHI,01/29/2017,L,35,31,11,19,57.9,2,7,28.6,7,9,77.8,5,6,11,1,1,0,3,2,11
Dario Saric,PHI,@CHI,01/29/2017,L,16,6,2,6,33.3,0,3,0.0,2,2,100,1,2,3,1,0,0,1,2,-32
Manu Ginobili,SAS,vs.DAL,01/29/2017,L,24,10,3,7,42.9,3,4,75.0,1,4,25.0,1,4,5,3,1,0,2,3,13
Devin Harris,DAL,@SAS,01/29/2017,W,19,7,2,6,33.3,1,3,33.3,2,2,100,0,1,1,2,1,0,1,2,-8
Dirk Nowitzki,DAL,@SAS,01/29/2017,W,28,15,5,11,45.5,2,3,66.7,3,3,100,2,8,10,0,0,4,2,1,10
Tony Parker,SAS,vs.DAL,01/29/2017,L,23,16,8,12,66.7,0,0,-,0,1,0.0,0,0,0,4,0,0,1,2,-13
David Lee,SAS,vs.DAL,01/29/2017,L,26,14,7,9,77.8,0,0,-,0,0,-,1,2,3,4,0,0,0,2,-1
Davis Bertans,SAS,vs.DAL,01/29/2017,L,17,6,2,5,40.0,1,3,33.3,1,1,100,0,3,3,1,0,2,0,2,-3
Justin Anderson,DAL,@SAS,01/29/2017,W,7,5,2,4,50.0,1,3,33.3,0,0,-,0,1,1,0,0,0,0,0,-7
Kawhi Leonard,SAS,vs.DAL,01/29/2017,L,37,24,7,17,41.2,3,7,42.9,7,8,87.5,1,6,7,2,1,1,4,2,-10
Kyle Anderson,SAS,vs.DAL,01/29/2017,L,14,0,0,1,0.0,0,0,-,0,0,-,0,3,3,1,0,0,1,2,4
Dewayne Dedmon,SAS,vs.DAL,01/29/2017,L,14,2,1,2,50.0,0,0,-,0,0,-,0,6,6,0,0,0,0,3,9
Salah Mejri,DAL,@SAS,01/29/2017,W,8,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-2
Dorian Finney-Smith,DAL,@SAS,01/29/2017,W,17,5,2,5,40.0,0,2,0.0,1,1,100,0,2,2,0,0,1,0,3,-2
Nicolas Brussino,DAL,@SAS,01/29/2017,W,5,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,0,-6
Danny Green,SAS,vs.DAL,01/29/2017,L,31,7,3,6,50.0,1,4,25.0,0,0,-,0,4,4,5,0,1,0,3,-14
Yogi Ferrell,DAL,@SAS,01/29/2017,W,36,9,3,9,33.3,1,4,25.0,2,2,100,2,0,2,7,2,0,0,3,12
Andrew Bogut,DAL,@SAS,01/29/2017,W,8,0,0,0,-,0,0,-,0,0,-,0,2,2,1,0,0,0,3,-11
Dwight Powell,DAL,@SAS,01/29/2017,W,10,4,1,1,100,0,0,-,2,2,100,0,2,2,0,0,0,0,1,8
Seth Curry,DAL,@SAS,01/29/2017,W,37,24,10,20,50.0,4,9,44.4,0,0,-,1,9,10,5,1,0,2,2,10
Harrison Barnes,DAL,@SAS,01/29/2017,W,35,19,8,20,40.0,1,4,25.0,2,2,100,1,2,3,2,0,0,0,1,10
LaMarcus Aldridge,SAS,vs.DAL,01/29/2017,L,34,16,5,14,35.7,0,0,-,6,9,66.7,1,5,6,4,0,0,2,1,-13
Patty Mills,SAS,vs.DAL,01/29/2017,L,22,6,3,10,30.0,0,4,0.0,0,0,-,1,7,8,2,0,0,1,0,8
Wesley Matthews,DAL,@SAS,01/29/2017,W,31,17,6,10,60.0,2,5,40.0,3,4,75.0,0,7,7,3,2,0,1,2,6
Kemba Walker,CHA,vs.SAC,01/28/2017,L,39,26,8,16,50.0,3,6,50.0,7,8,87.5,1,2,3,7,1,1,1,3,-4
Anthony Tolliver,SAC,@CHA,01/28/2017,W,30,14,5,9,55.6,4,8,50.0,0,0,-,0,7,7,3,2,1,0,2,11
Roy Hibbert,CHA,vs.SAC,01/28/2017,L,12,6,2,2,100,0,0,-,2,2,100,1,1,2,1,0,1,1,1,5
Nicolas Batum,CHA,vs.SAC,01/28/2017,L,40,19,6,11,54.5,3,6,50.0,4,4,100,1,6,7,7,0,0,6,3,-4
Marvin Williams,CHA,vs.SAC,01/28/2017,L,31,14,5,12,41.7,2,8,25.0,2,2,100,1,1,2,1,0,0,0,5,-2
Garrett Temple,SAC,@CHA,01/28/2017,W,24,7,2,7,28.6,1,3,33.3,2,4,50.0,0,1,1,1,1,0,0,2,-8
Ty Lawson,SAC,@CHA,01/28/2017,W,32,5,2,6,33.3,0,1,0.0,1,2,50.0,0,0,0,9,1,0,2,0,6
Kosta Koufos,SAC,@CHA,01/28/2017,W,12,3,1,3,33.3,0,0,-,1,2,50.0,0,3,3,1,0,1,0,4,-5
Darren Collison,SAC,@CHA,01/28/2017,W,35,17,7,11,63.6,2,6,33.3,1,1,100,0,0,0,2,0,1,2,4,5
Michael Kidd-Gilchrist,CHA,vs.SAC,01/28/2017,L,19,9,3,5,60.0,0,0,-,3,4,75.0,1,5,6,0,1,4,0,4,3
Matt Barnes,SAC,@CHA,01/28/2017,W,15,0,0,4,0.0,0,2,0.0,0,0,-,0,4,4,2,1,0,2,1,2
Frank Kaminsky,CHA,vs.SAC,01/28/2017,L,22,8,3,10,30.0,2,8,25.0,0,0,-,0,4,4,6,0,0,0,1,-7
Marco Belinelli,CHA,vs.SAC,01/28/2017,L,28,7,3,10,30.0,1,7,14.3,0,0,-,0,1,1,1,2,0,1,3,-5
DeMarcus Cousins,SAC,@CHA,01/28/2017,W,34,35,13,22,59.1,2,2,100,7,9,77.8,7,11,18,4,0,1,2,4,11
Ramon Sessions,CHA,vs.SAC,01/28/2017,L,21,5,2,3,66.7,1,1,100,0,0,-,0,2,2,0,0,0,1,0,2
Malachi Richardson,SAC,@CHA,01/28/2017,W,13,2,1,2,50.0,0,1,0.0,0,0,-,0,0,0,1,0,1,0,2,-5
Spencer Hawes,CHA,vs.SAC,01/28/2017,L,28,12,4,6,66.7,0,1,0.0,4,4,100,2,5,7,1,0,1,1,5,-3
Willie Cauley-Stein,SAC,@CHA,01/28/2017,W,14,13,6,7,85.7,0,0,-,1,4,25.0,1,2,3,0,0,0,1,3,-11
Arron Afflalo,SAC,@CHA,01/28/2017,W,31,13,4,8,50.0,2,4,50.0,3,4,75.0,0,2,2,4,1,0,0,1,9
Bojan Bogdanovic,BKN,@MIN,01/28/2017,L,24,10,4,12,33.3,0,1,0.0,2,3,66.7,0,1,1,2,0,0,2,1,-12
Ricky Rubio,MIN,vs.BKN,01/28/2017,W,22,14,5,9,55.6,0,2,0.0,4,4,100,0,3,3,6,1,0,2,5,8
Spencer Dinwiddie,BKN,@MIN,01/28/2017,L,24,13,3,7,42.9,0,2,0.0,7,8,87.5,0,4,4,5,1,0,1,2,-12
Luis Scola,BKN,@MIN,01/28/2017,L,5,1,0,0,-,0,0,-,1,2,50.0,0,2,2,1,0,0,0,1,-3
Cole Aldrich,MIN,vs.BKN,01/28/2017,W,2,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,1,1,-5
Sean Kilpatrick,BKN,@MIN,01/28/2017,L,25,14,6,10,60.0,0,1,0.0,2,2,100,0,1,1,1,0,0,0,0,-3
Isaiah Whitehead,BKN,@MIN,01/28/2017,L,27,10,3,9,33.3,0,2,0.0,4,4,100,0,2,2,8,2,1,3,1,-12
Justin Hamilton,BKN,@MIN,01/28/2017,L,20,9,4,7,57.1,1,2,50.0,0,0,-,1,6,7,0,0,1,1,2,-6
Adreian Payne,MIN,vs.BKN,01/28/2017,W,2,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,2,3
Andrew Wiggins,MIN,vs.BKN,01/28/2017,W,38,23,9,18,50.0,1,1,100,4,5,80.0,2,1,3,4,1,1,2,4,21
Karl-Anthony Towns,MIN,vs.BKN,01/28/2017,W,36,37,15,27,55.6,2,3,66.7,5,8,62.5,4,9,13,1,1,4,2,1,17
Brook Lopez,BKN,@MIN,01/28/2017,L,30,25,10,15,66.7,3,6,50.0,2,3,66.7,1,6,7,0,1,2,2,4,-15
Shabazz Muhammad,MIN,vs.BKN,01/28/2017,W,28,18,6,11,54.5,2,3,66.7,4,4,100,5,2,7,1,0,1,0,3,16
Gorgui Dieng,MIN,vs.BKN,01/28/2017,W,34,12,4,9,44.4,0,0,-,4,4,100,1,9,10,4,2,0,2,3,19
Nemanja Bjelica,MIN,vs.BKN,01/28/2017,W,14,3,1,4,25.0,1,4,25.0,0,0,-,0,0,0,1,0,0,0,1,-2
Caris LeVert,BKN,@MIN,01/28/2017,L,27,11,4,8,50.0,1,2,50.0,2,3,66.7,0,4,4,1,2,1,1,3,-10
Kris Dunn,MIN,vs.BKN,01/28/2017,W,26,2,1,2,50.0,0,1,0.0,0,0,-,0,5,5,7,1,1,1,0,12
Quincy Acy,BKN,@MIN,01/28/2017,L,17,5,2,6,33.3,1,2,50.0,0,0,-,2,0,2,0,0,1,0,1,-10
Rondae Hollis-Jefferson,BKN,@MIN,01/28/2017,L,8,0,0,1,0.0,0,0,-,0,0,-,0,3,3,0,0,0,0,0,9
Tyus Jones,MIN,vs.BKN,01/28/2017,W,2,0,0,1,0.0,0,0,-,0,0,-,0,0,0,1,0,0,0,0,3
Randy Foye,BKN,@MIN,01/28/2017,L,17,5,2,6,33.3,1,3,33.3,0,0,-,0,2,2,1,0,0,3,0,-11
Trevor Booker,BKN,@MIN,01/28/2017,L,16,6,3,4,75.0,0,0,-,0,0,-,1,4,5,1,0,0,1,3,-15
Zach LaVine,MIN,vs.BKN,01/28/2017,W,37,20,6,11,54.5,3,6,50.0,5,7,71.4,1,6,7,2,2,1,1,1,8
Tony Snell,MIL,vs.BOS,01/28/2017,L,33,12,4,6,66.7,4,5,80.0,0,0,-,0,3,3,0,0,1,0,2,-1
Terry Rozier,BOS,@MIL,01/28/2017,W,17,0,0,4,0.0,0,3,0.0,0,0,-,0,1,1,0,1,0,0,0,-1
Jae Crowder,BOS,@MIL,01/28/2017,W,38,20,5,13,38.5,4,10,40.0,6,6,100,1,5,6,4,0,1,0,4,13
Matthew Dellavedova,MIL,vs.BOS,01/28/2017,L,28,14,4,7,57.1,1,2,50.0,5,6,83.3,0,2,2,6,1,0,4,4,-7
Amir Johnson,BOS,@MIL,01/28/2017,W,25,11,5,7,71.4,1,1,100,0,1,0.0,1,6,7,2,0,1,0,3,5
Jaylen Brown,BOS,@MIL,01/28/2017,W,28,9,3,9,33.3,1,3,33.3,2,2,100,1,7,8,1,2,1,1,3,-4
Giannis Antetokounmpo,MIL,vs.BOS,01/28/2017,L,45,21,8,16,50.0,2,3,66.7,3,4,75.0,0,7,7,6,0,1,2,2,1
Gerald Green,BOS,@MIL,01/28/2017,W,13,5,2,7,28.6,1,3,33.3,0,0,-,0,1,1,0,0,1,0,2,-5
Jabari Parker,MIL,vs.BOS,01/28/2017,L,31,4,2,13,15.4,0,3,0.0,0,0,-,4,4,8,1,0,0,3,2,-2
Tyler Zeller,BOS,@MIL,01/28/2017,W,15,4,2,6,33.3,0,0,-,0,2,0.0,3,2,5,0,0,1,1,1,-1
Malcolm Brogdon,MIL,vs.BOS,01/28/2017,L,32,11,4,12,33.3,0,3,0.0,3,3,100,1,1,2,5,0,0,1,2,2
Jonas Jerebko,BOS,@MIL,01/28/2017,W,18,0,0,4,0.0,0,3,0.0,0,0,-,2,0,2,3,1,1,3,2,4
John Henson,MIL,vs.BOS,01/28/2017,L,7,8,1,2,50.0,0,0,-,6,8,75.0,1,0,1,1,0,0,1,2,-1
Kelly Olynyk,BOS,@MIL,01/28/2017,W,36,17,7,12,58.3,1,5,20.0,2,3,66.7,1,6,7,3,1,0,1,4,1
Greg Monroe,MIL,vs.BOS,01/28/2017,L,35,14,4,10,40.0,0,0,-,6,9,66.7,3,10,13,1,3,3,1,5,0
Isaiah Thomas,BOS,@MIL,01/28/2017,W,41,37,11,21,52.4,6,11,54.5,9,9,100,0,3,3,8,1,0,3,3,-1
Thon Maker,MIL,vs.BOS,01/28/2017,L,10,4,2,5,40.0,0,0,-,0,0,-,0,2,2,0,1,1,1,2,-3
Michael Beasley,MIL,vs.BOS,01/28/2017,L,22,17,7,10,70.0,1,1,100,2,2,100,0,8,8,1,0,0,2,2,-6
Marcus Smart,BOS,@MIL,01/28/2017,W,35,9,2,6,33.3,0,2,0.0,5,7,71.4,0,4,4,5,0,1,4,1,9
Jason Terry,MIL,vs.BOS,01/28/2017,L,20,3,1,6,16.7,1,4,25.0,0,0,-,0,1,1,2,1,0,0,2,-3
Troy Daniels,MEM,@UTA,01/28/2017,W,19,6,2,4,50.0,2,3,66.7,0,0,-,0,0,0,0,0,0,0,2,2
Zach Randolph,MEM,@UTA,01/28/2017,W,34,28,12,20,60.0,0,1,0.0,4,4,100,3,6,9,1,1,0,1,1,8
Marc Gasol,MEM,@UTA,01/28/2017,W,37,18,7,12,58.3,4,5,80.0,0,0,-,0,4,4,5,0,1,2,4,0
Joe Ingles,UTA,vs.MEM,01/28/2017,L,15,5,1,1,100,1,1,100,2,2,100,0,1,1,1,0,0,2,2,-6
James Ennis III,MEM,@UTA,01/28/2017,W,23,8,3,4,75.0,1,2,50.0,1,2,50.0,0,4,4,1,0,0,2,5,-1
Alec Burks,UTA,vs.MEM,01/28/2017,L,16,15,4,5,80.0,2,2,100,5,6,83.3,0,2,2,0,0,0,5,3,1
Andrew Harrison,MEM,@UTA,01/28/2017,W,18,4,2,4,50.0,0,1,0.0,0,0,-,0,1,1,0,2,0,2,3,-4
Tony Allen,MEM,@UTA,01/28/2017,W,26,6,3,8,37.5,0,1,0.0,0,0,-,1,3,4,1,2,0,0,0,4
George Hill,UTA,vs.MEM,01/28/2017,L,33,16,7,13,53.8,1,5,20.0,1,1,100,0,3,3,5,0,0,3,4,-8
Trey Lyles,UTA,vs.MEM,01/28/2017,L,21,0,0,3,0.0,0,2,0.0,0,0,-,0,1,1,2,1,0,0,1,-2
