Date,Player,Team,Match-up,W/L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,Season
2021-01-07,Grayson Allen,MEM,vs.CLE,L,16,6,2,5,40.0,2,5,40.0,0,0,-,1,1,2,0,3,0,1,0,-5,2020-21
2021-01-07,Isaac Okoro,CLE,@MEM,W,39,8,3,9,33.3,1,4,25.0,1,2,50.0,2,0,2,2,1,2,2,2,-1,2020-21
2021-01-07,Vincent Poirier,PHI,@BKN,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,2020-21
2021-01-07,Shake Milton,PHI,@BKN,L,36,24,8,13,61.5,1,4,25.0,7,7,100,0,1,1,7,0,0,3,0,-14,2020-21
2021-01-07,Ben Simmons,PHI,@BKN,L,32,11,4,13,30.8,0,1,0.0,3,4,75.0,1,3,4,2,2,1,5,4,-22,2020-21
2021-01-07,Joel Embiid,PHI,@BKN,L,30,20,7,14,50.0,2,2,100,4,5,80.0,0,12,12,3,0,1,5,5,-16,2020-21
2021-01-07,Tobias Harris,PHI,@BKN,L,34,17,7,16,43.8,1,4,25.0,2,2,100,1,7,8,4,1,0,4,5,-19,2020-21
2021-01-07,Danny Green,PHI,@BKN,L,32,9,3,5,60.0,3,5,60.0,0,0,-,1,4,5,1,1,1,2,3,-18,2020-21
2021-01-07,Rodions Kurucs,BKN,vs.PHI,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,2020-21
2021-01-07,Bruce Brown,BKN,vs.PHI,W,18,5,2,4,50.0,1,2,50.0,0,1,0.0,0,1,1,0,1,0,2,2,5,2020-21
2021-01-07,Jarrett Allen,BKN,vs.PHI,W,28,15,5,6,83.3,0,0,-,5,6,83.3,3,8,11,3,0,1,3,3,16,2020-21
2021-01-07,Taurean Prince,BKN,vs.PHI,W,22,13,4,8,50.0,2,4,50.0,3,3,100,0,1,1,1,2,1,1,1,18,2020-21
2021-01-07,Dwight Howard,PHI,@BKN,L,15,9,4,6,66.7,0,0,-,1,1,100,1,11,12,1,0,0,1,6,7,2020-21
2021-01-07,DeAndre Jordan,BKN,vs.PHI,W,18,2,1,4,25.0,0,0,-,0,0,-,2,9,11,4,0,2,2,3,-3,2020-21
2021-01-07,Joe Harris,BKN,vs.PHI,W,30,28,11,19,57.9,6,9,66.7,0,2,0.0,2,4,6,4,1,0,1,2,10,2020-21
2021-01-07,Timothe Luwawu-Cabarrot,BKN,vs.PHI,W,26,9,3,8,37.5,2,7,28.6,1,1,100,1,3,4,1,3,1,0,2,-1,2020-21
2021-01-07,Landry Shamet,BKN,vs.PHI,W,19,6,2,7,28.6,2,4,50.0,0,0,-,1,2,3,0,0,0,0,2,-7,2020-21
2021-01-07,Chris Chiozza,BKN,vs.PHI,W,16,8,3,9,33.3,0,1,0.0,2,2,100,2,1,3,6,1,1,2,0,-10,2020-21
2021-01-07,Dakota Mathias,PHI,@BKN,L,13,3,1,3,33.3,0,2,0.0,1,1,100,0,1,1,1,0,0,0,0,7,2020-21
2021-01-07,Tyrese Maxey,PHI,@BKN,L,21,16,7,12,58.3,2,4,50.0,0,0,-,0,3,3,2,1,1,0,0,7,2020-21
2021-01-07,Isaiah Joe,PHI,@BKN,L,8,0,0,2,0.0,0,2,0.0,0,0,-,0,0,0,0,0,1,0,0,0,2020-21
2021-01-07,Matisse Thybulle,PHI,@BKN,L,17,0,0,3,0.0,0,2,0.0,0,0,-,0,1,1,2,1,1,0,2,3,2020-21
2021-01-07,Caris LeVert,BKN,vs.PHI,W,32,22,9,25,36.0,0,5,0.0,4,10,40.0,0,7,7,10,2,0,1,0,23,2020-21
2021-01-07,Jeff Green,BKN,vs.PHI,W,29,14,4,7,57.1,2,5,40.0,4,4,100,0,1,1,1,1,1,0,2,14,2020-21
2021-01-06,RJ Barrett,NYK,vs.UTA,W,33,9,4,14,28.6,0,3,0.0,1,3,33.3,0,5,5,1,3,1,2,3,10,2020-21
2021-01-06,Rudy Gobert,UTA,@NYK,L,35,14,7,9,77.8,0,0,-,0,3,0.0,2,9,11,2,0,5,0,1,-18,2020-21
2021-01-06,Kevin Knox II,NYK,vs.UTA,W,16,7,3,3,100,1,1,100,0,0,-,0,1,1,0,0,1,0,0,-14,2020-21
2021-01-06,Georges Niang,UTA,@NYK,L,12,6,2,2,100,2,2,100,0,0,-,1,1,2,1,0,0,0,1,8,2020-21
2021-01-06,Joe Ingles,UTA,@NYK,L,28,16,6,13,46.2,4,9,44.4,0,0,-,0,2,2,3,0,0,4,1,1,2020-21
2021-01-06,Jordan Clarkson,UTA,@NYK,L,25,19,7,12,58.3,3,5,60.0,2,2,100,0,3,3,2,1,0,0,4,2,2020-21
2021-01-06,Mitchell Robinson,NYK,vs.UTA,W,41,9,4,6,66.7,0,0,-,1,2,50.0,4,10,14,2,2,3,3,2,12,2020-21
2021-01-06,Austin Rivers,NYK,vs.UTA,W,32,23,9,14,64.3,5,7,71.4,0,0,-,1,2,3,2,2,0,1,1,2,2020-21
2021-01-06,Derrick Favors,UTA,@NYK,L,13,4,2,2,100,0,0,-,0,0,-,1,2,3,1,0,4,0,2,6,2020-21
2021-01-06,Mike Conley,UTA,@NYK,L,29,9,3,14,21.4,0,6,0.0,3,4,75.0,1,3,4,6,1,0,3,2,-12,2020-21
2021-01-06,Donovan Mitchell,UTA,@NYK,L,36,18,8,23,34.8,2,10,20.0,0,0,-,2,2,4,4,1,0,4,0,-20,2020-21
2021-01-06,Royce O'Neale,UTA,@NYK,L,33,8,3,6,50.0,2,5,40.0,0,0,-,2,7,9,0,2,0,1,2,-11,2020-21
2021-01-06,Bojan Bogdanovic,UTA,@NYK,L,29,6,2,10,20.0,1,7,14.3,1,2,50.0,1,3,4,1,0,0,2,2,-16,2020-21
2021-01-06,Immanuel Quickley,NYK,vs.UTA,W,6,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,2,1,0,0,2,-13,2020-21
2021-01-06,Julius Randle,NYK,vs.UTA,W,40,30,10,26,38.5,0,5,0.0,10,12,83.3,3,13,16,7,0,0,5,4,25,2020-21
2021-01-06,Reggie Bullock,NYK,vs.UTA,W,30,12,5,8,62.5,2,3,66.7,0,0,-,3,4,7,0,1,0,0,2,13,2020-21
2021-01-06,Elfrid Payton,NYK,vs.UTA,W,42,22,10,15,66.7,0,2,0.0,2,2,100,0,2,2,8,1,0,1,3,25,2020-21
2021-01-06,Tobias Harris,PHI,vs.WAS,W,41,19,8,16,50.0,3,7,42.9,0,2,0.0,0,7,7,3,0,0,2,2,7,2020-21
2021-01-06,Davis Bertans,WAS,@PHI,L,33,17,6,15,40.0,4,12,33.3,1,1,100,1,3,4,1,2,0,2,3,0,2020-21
2021-01-06,Ish Smith,WAS,@PHI,L,23,9,4,8,50.0,0,2,0.0,1,2,50.0,1,4,5,5,2,0,1,2,5,2020-21
2021-01-06,Tyrese Maxey,PHI,vs.WAS,W,11,2,1,1,100,0,0,-,0,0,-,0,2,2,1,0,0,0,1,-9,2020-21
2021-01-06,Matisse Thybulle,PHI,vs.WAS,W,18,2,1,2,50.0,0,0,-,0,0,-,0,0,0,1,1,1,0,3,-9,2020-21
2021-01-06,Shake Milton,PHI,vs.WAS,W,20,19,6,9,66.7,1,3,33.3,6,8,75.0,0,0,0,3,1,0,4,3,-5,2020-21
2021-01-06,Ben Simmons,PHI,vs.WAS,W,36,17,7,9,77.8,0,0,-,3,6,50.0,0,6,6,12,2,0,3,5,6,2020-21
2021-01-06,Raul Neto,WAS,@PHI,L,12,5,2,4,50.0,1,2,50.0,0,0,-,0,0,0,2,1,0,0,3,10,2020-21
2021-01-06,Robin Lopez,WAS,@PHI,L,14,5,1,3,33.3,0,1,0.0,3,4,75.0,1,1,2,1,0,0,0,1,9,2020-21
2021-01-06,Russell Westbrook,WAS,@PHI,L,39,20,8,18,44.4,3,6,50.0,1,4,25.0,0,8,8,12,3,1,6,4,-4,2020-21
2021-01-06,Dwight Howard,PHI,vs.WAS,W,11,1,0,0,-,0,0,-,1,4,25.0,0,4,4,0,0,2,0,2,-9,2020-21
2021-01-06,Anthony Gill,WAS,@PHI,L,2,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,1,2,2020-21
2021-01-06,Deni Avdija,WAS,@PHI,L,16,1,0,1,0.0,0,1,0.0,1,2,50.0,0,0,0,0,0,1,0,3,-8,2020-21
2021-01-06,Rui Hachimura,WAS,@PHI,L,24,8,2,4,50.0,1,1,100,3,4,75.0,0,2,2,0,0,0,0,1,-13,2020-21
2021-01-06,Jerome Robinson,WAS,@PHI,L,5,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,2,-3,2020-21
2021-01-06,Thomas Bryant,WAS,@PHI,L,34,11,4,6,66.7,0,2,0.0,3,3,100,2,4,6,1,0,0,0,4,-14,2020-21
2021-01-06,Bradley Beal,WAS,@PHI,L,38,60,20,35,57.1,7,10,70.0,13,15,86.7,4,3,7,5,1,0,4,3,-9,2020-21
2021-01-06,Terrance Ferguson,PHI,vs.WAS,W,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,2020-21
2021-01-06,Joel Embiid,PHI,vs.WAS,W,37,38,11,20,55.0,3,4,75.0,13,13,100,0,8,8,5,3,3,5,1,14,2020-21
2021-01-06,Seth Curry,PHI,vs.WAS,W,36,28,11,14,78.6,6,7,85.7,0,0,-,0,5,5,3,0,0,1,1,16,2020-21
2021-01-06,Danny Green,PHI,vs.WAS,W,30,15,5,10,50.0,5,8,62.5,0,0,-,1,2,3,5,2,0,1,3,14,2020-21
2021-01-06,Malcolm Brogdon,IND,vs.HOU,W,39,35,13,25,52.0,4,6,66.7,5,5,100,1,1,2,7,3,0,1,3,-1,2020-21
2021-01-06,T.J. McConnell,IND,vs.HOU,W,19,4,2,5,40.0,0,0,-,0,0,-,0,3,3,3,3,0,0,1,17,2020-21
2021-01-06,Doug McDermott,IND,vs.HOU,W,16,6,2,2,100,0,0,-,2,2,100,0,2,2,0,0,0,0,2,13,2020-21
2021-01-06,Victor Oladipo,IND,vs.HOU,W,36,18,6,20,30.0,1,7,14.3,5,8,62.5,0,9,9,2,1,0,2,4,-14,2020-21
2021-01-06,Justin Holiday,IND,vs.HOU,W,32,20,6,9,66.7,3,4,75.0,5,5,100,2,3,5,0,1,0,1,0,18,2020-21
2021-01-06,Jae'Sean Tate,HOU,@IND,L,24,8,3,6,50.0,1,3,33.3,1,2,50.0,0,2,2,2,0,0,1,4,-13,2020-21
2021-01-06,Sterling Brown,HOU,@IND,L,14,2,1,2,50.0,0,0,-,0,0,-,0,2,2,0,1,0,1,1,-15,2020-21
2021-01-06,David Nwaba,HOU,@IND,L,37,15,6,11,54.5,1,5,20.0,2,4,50.0,1,3,4,0,0,2,2,2,7,2020-21
2021-01-06,DeMarcus Cousins,HOU,@IND,L,23,9,2,9,22.2,1,2,50.0,4,6,66.7,2,12,14,1,2,4,1,3,-4,2020-21
2021-01-06,John Wall,HOU,@IND,L,37,28,12,20,60.0,0,3,0.0,4,4,100,1,5,6,3,2,1,5,1,7,2020-21
2021-01-06,James Harden,HOU,@IND,L,39,15,5,14,35.7,1,5,20.0,4,4,100,0,4,4,12,1,2,4,2,3,2020-21
2021-01-06,Eric Gordon,HOU,@IND,L,33,20,7,15,46.7,2,10,20.0,4,4,100,0,1,1,1,0,2,0,3,-18,2020-21
2021-01-06,P.J. Tucker,HOU,@IND,L,33,10,3,4,75.0,2,2,100,2,2,100,1,5,6,0,1,1,2,6,3,2020-21
2021-01-06,Domantas Sabonis,IND,vs.HOU,W,38,22,9,14,64.3,0,0,-,4,6,66.7,3,9,12,4,0,1,5,4,4,2020-21
2021-01-06,Myles Turner,IND,vs.HOU,W,32,2,1,6,16.7,0,2,0.0,0,0,-,1,4,5,2,2,8,0,4,-1,2020-21
2021-01-06,Aaron Holiday,IND,vs.HOU,W,28,7,3,8,37.5,1,4,25.0,0,0,-,0,0,0,3,0,0,0,3,-4,2020-21
2021-01-06,Collin Sexton,CLE,@ORL,L,35,21,8,20,40.0,3,7,42.9,2,2,100,1,2,3,4,1,1,0,1,-13,2020-21
2021-01-06,Larry Nance Jr.,CLE,@ORL,L,33,10,4,7,57.1,1,3,33.3,1,6,16.7,0,3,3,1,1,0,2,4,-20,2020-21
2021-01-06,Karim Mane,ORL,vs.CLE,W,4,2,0,1,0.0,0,0,-,2,2,100,0,0,0,0,0,0,1,0,-6,2020-21
2021-01-06,Cole Anthony,ORL,vs.CLE,W,32,8,4,12,33.3,0,4,0.0,0,0,-,0,4,4,3,0,1,3,1,11,2020-21
2021-01-06,Jordan Bone,ORL,vs.CLE,W,12,7,3,4,75.0,1,2,50.0,0,0,-,1,2,3,1,0,0,0,2,8,2020-21
2021-01-06,Mo Bamba,ORL,vs.CLE,W,4,0,0,2,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,2,-6,2020-21
2021-01-06,Gary Clark,ORL,vs.CLE,W,28,3,1,4,25.0,1,3,33.3,0,0,-,1,3,4,1,0,0,0,4,-1,2020-21
2021-01-06,Thon Maker,CLE,@ORL,L,14,6,2,3,66.7,0,1,0.0,2,2,100,2,4,6,2,0,0,0,0,6,2020-21
2021-01-06,Dean Wade,CLE,@ORL,L,13,2,0,2,0.0,0,1,0.0,2,2,100,0,0,0,0,0,0,0,0,7,2020-21
2021-01-06,Marques Bolden,CLE,@ORL,L,5,2,0,0,-,0,0,-,2,2,100,1,1,2,0,1,2,0,0,10,2020-21
2021-01-06,JaVale McGee,CLE,@ORL,L,17,6,2,6,33.3,0,1,0.0,2,2,100,2,3,5,3,2,0,1,1,-5,2020-21
2021-01-06,Dwayne Bacon,ORL,vs.CLE,W,32,19,8,14,57.1,2,5,40.0,1,1,100,0,2,2,1,0,0,0,0,3,2020-21
2021-01-06,Markelle Fultz,ORL,vs.CLE,W,4,3,1,3,33.3,0,0,-,1,1,100,0,0,0,0,1,0,0,0,-8,2020-21
2021-01-06,Aaron Gordon,ORL,vs.CLE,W,27,15,5,7,71.4,2,2,100,3,7,42.9,0,8,8,3,1,1,5,1,8,2020-21
2021-01-06,Andre Drummond,CLE,@ORL,L,26,19,9,16,56.3,0,0,-,1,4,25.0,6,9,15,1,1,1,5,4,-12,2020-21
2021-01-06,Cedi Osman,CLE,@ORL,L,33,4,1,12,8.3,0,7,0.0,2,2,100,0,5,5,7,3,0,2,4,-20,2020-21
2021-01-06,Damyean Dotson,CLE,@ORL,L,16,4,2,5,40.0,0,3,0.0,0,0,-,0,0,0,3,0,0,0,0,-8,2020-21
2021-01-06,Isaac Okoro,CLE,@ORL,L,28,10,4,5,80.0,0,1,0.0,2,2,100,0,0,0,2,0,0,0,3,-1,2020-21
2021-01-06,Lamar Stevens,CLE,@ORL,L,21,10,4,9,44.4,0,2,0.0,2,2,100,1,5,6,1,0,0,0,2,1,2020-21
2021-01-06,Nikola Vucevic,ORL,vs.CLE,W,34,16,7,18,38.9,1,5,20.0,1,1,100,0,7,7,6,0,1,2,2,1,2020-21
2021-01-06,Terrence Ross,ORL,vs.CLE,W,22,20,6,9,66.7,5,6,83.3,3,4,75.0,0,2,2,2,1,1,1,5,17,2020-21
2021-01-06,James Ennis III,ORL,vs.CLE,W,16,6,2,3,66.7,0,1,0.0,2,2,100,2,0,2,1,0,0,2,2,10,2020-21
2021-01-06,Khem Birch,ORL,vs.CLE,W,25,6,3,4,75.0,0,0,-,0,0,-,4,6,10,2,1,0,1,3,18,2020-21
2021-01-06,Draymond Green,GSW,vs.LAC,L,31,4,1,3,33.3,0,2,0.0,2,3,66.7,0,6,6,6,2,0,3,4,-11,2020-21
2021-01-06,Stephen Curry,GSW,vs.LAC,L,35,13,5,17,29.4,1,6,16.7,2,4,50.0,1,3,4,5,1,0,0,3,-10,2020-21
2021-01-06,Ivica Zubac,LAC,@GSW,W,10,4,2,2,100,0,0,-,0,0,-,1,5,6,0,0,0,1,5,0,2020-21
2021-01-06,Luke Kennard,LAC,@GSW,W,19,9,3,4,75.0,1,1,100,2,2,100,0,1,1,1,0,0,1,2,-6,2020-21
2021-01-06,Serge Ibaka,LAC,@GSW,W,35,12,5,13,38.5,1,4,25.0,1,1,100,3,11,14,1,1,1,3,3,13,2020-21
2021-01-06,Terance Mann,LAC,@GSW,W,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2,2020-21
2021-01-06,Eric Paschall,GSW,vs.LAC,L,20,19,7,14,50.0,0,3,0.0,5,5,100,2,1,3,1,0,0,0,1,3,2020-21
2021-01-06,Andrew Wiggins,GSW,vs.LAC,L,34,19,8,12,66.7,2,4,50.0,1,1,100,0,1,1,3,1,0,1,1,-7,2020-21
2021-01-06,Kent Bazemore,GSW,vs.LAC,L,19,7,3,5,60.0,1,2,50.0,0,0,-,0,3,3,2,0,1,0,0,4,2020-21
2021-01-06,Brad Wanamaker,GSW,vs.LAC,L,15,5,1,3,33.3,1,1,100,2,2,100,1,1,2,3,1,0,0,1,8,2020-21
2021-01-06,Marcus Morris Sr.,LAC,@GSW,W,18,12,4,9,44.4,2,6,33.3,2,2,100,2,0,2,2,0,0,3,3,-11,2020-21
2021-01-06,Paul George,LAC,@GSW,W,39,21,5,15,33.3,2,6,33.3,9,9,100,2,10,12,2,1,0,2,4,5,2020-21
2021-01-06,Kelly Oubre Jr.,GSW,vs.LAC,L,25,8,4,13,30.8,0,6,0.0,0,0,-,1,4,5,0,1,0,2,4,-11,2020-21
2021-01-06,Kevon Looney,GSW,vs.LAC,L,12,6,2,2,100,0,0,-,2,2,100,2,1,3,3,1,0,3,2,-4,2020-21
2021-01-06,Damion Lee,GSW,vs.LAC,L,22,7,2,5,40.0,2,4,50.0,1,2,50.0,0,3,3,1,2,0,1,1,3,2020-21
2021-01-06,Mychal Mulder,GSW,vs.LAC,L,8,3,1,2,50.0,1,2,50.0,0,0,-,0,1,1,1,0,0,0,1,-3,2020-21
2021-01-06,James Wiseman,GSW,vs.LAC,L,18,10,5,10,50.0,0,0,-,0,0,-,1,3,4,0,1,1,3,3,-7,2020-21
2021-01-06,Nicolas Batum,LAC,@GSW,W,26,13,4,9,44.4,3,6,50.0,2,2,100,3,2,5,0,1,0,1,2,13,2020-21
2021-01-06,Patrick Beverley,LAC,@GSW,W,30,7,2,8,25.0,1,5,20.0,2,2,100,1,0,1,3,1,1,0,3,8,2020-21
2021-01-06,Kawhi Leonard,LAC,@GSW,W,35,21,7,12,58.3,0,3,0.0,7,7,100,0,4,4,4,1,1,7,2,14,2020-21
2021-01-06,Reggie Jackson,LAC,@GSW,W,8,6,3,5,60.0,0,1,0.0,0,0,-,0,2,2,3,0,0,0,1,3,2020-21
2021-01-06,Mfiondu Kabengele,LAC,@GSW,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,2,2020-21
2021-01-06,Lou Williams,LAC,@GSW,W,20,3,1,4,25.0,1,2,50.0,0,0,-,0,1,1,3,1,0,1,1,-4,2020-21
2021-01-06,Tyrese Haliburton,SAC,vs.CHI,W,35,17,7,15,46.7,3,7,42.9,0,0,-,4,3,7,6,3,1,0,2,-4,2020-21
2021-01-06,Marvin Bagley III,SAC,vs.CHI,W,29,21,8,14,57.1,3,5,60.0,2,2,100,3,9,12,0,2,2,2,1,2,2020-21
2021-01-06,De'Aaron Fox,SAC,vs.CHI,W,5,3,1,2,50.0,0,1,0.0,1,2,50.0,0,0,0,1,0,0,0,0,2,2020-21
2021-01-06,Buddy Hield,SAC,vs.CHI,W,35,10,3,15,20.0,2,9,22.2,2,2,100,0,3,3,3,1,0,1,3,7,2020-21
2021-01-06,Richaun Holmes,SAC,vs.CHI,W,30,24,10,11,90.9,0,1,0.0,4,6,66.7,3,5,8,5,1,0,1,5,10,2020-21
2021-01-06,Glenn Robinson III,SAC,vs.CHI,W,24,14,5,7,71.4,2,3,66.7,2,2,100,0,3,3,2,0,0,0,0,-2,2020-21
2021-01-06,Harrison Barnes,SAC,vs.CHI,W,37,20,7,10,70.0,3,4,75.0,3,5,60.0,0,0,0,5,1,0,3,1,7,2020-21
2021-01-06,Cory Joseph,SAC,vs.CHI,W,25,7,3,10,30.0,0,3,0.0,1,2,50.0,0,2,2,3,0,0,0,2,2,2020-21
2021-01-06,Nemanja Bjelica,SAC,vs.CHI,W,19,12,3,7,42.9,1,4,25.0,5,6,83.3,2,2,4,5,0,0,0,2,0,2020-21
2021-01-06,Patrick Williams,CHI,@SAC,L,22,9,3,6,50.0,1,2,50.0,2,2,100,1,1,2,1,1,0,0,5,5,2020-21
2021-01-06,Daniel Gafford,CHI,@SAC,L,11,4,2,2,100,0,0,-,0,0,-,0,0,0,0,0,1,0,3,0,2020-21
2021-01-06,Coby White,CHI,@SAC,L,40,36,15,23,65.2,4,9,44.4,2,2,100,0,3,3,7,0,0,0,1,-6,2020-21
2021-01-06,Wendell Carter Jr.,CHI,@SAC,L,30,11,4,9,44.4,0,0,-,3,4,75.0,6,11,17,4,0,0,1,1,2,2020-21
2021-01-06,Denzel Valentine,CHI,@SAC,L,21,10,4,10,40.0,2,7,28.6,0,0,-,0,4,4,5,2,0,0,2,9,2020-21
2021-01-06,Zach LaVine,CHI,@SAC,L,36,32,13,24,54.2,3,11,27.3,3,5,60.0,0,7,7,3,0,1,6,3,-4,2020-21
2021-01-06,Otto Porter Jr.,CHI,@SAC,L,26,3,1,8,12.5,1,5,20.0,0,0,-,1,5,6,3,0,0,0,1,-14,2020-21
2021-01-06,Garrett Temple,CHI,@SAC,L,33,11,3,6,50.0,3,5,60.0,2,2,100,2,0,2,4,0,0,4,3,-8,2020-21
2021-01-06,Thaddeus Young,CHI,@SAC,L,21,8,4,5,80.0,0,1,0.0,0,0,-,0,2,2,0,0,0,3,2,-1,2020-21
2021-01-06,Malachi Flynn,TOR,@PHX,L,4,0,0,3,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,-1,2020-21
2021-01-06,Fred VanVleet,TOR,@PHX,L,39,13,5,12,41.7,2,5,40.0,1,2,50.0,1,3,4,7,2,1,1,3,5,2020-21
2021-01-06,Pascal Siakam,TOR,@PHX,L,38,32,11,21,52.4,1,4,25.0,9,14,64.3,4,5,9,3,1,1,1,3,-1,2020-21
2021-01-06,DeAndre' Bembry,TOR,@PHX,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2,2020-21
2021-01-06,Alex Len,TOR,@PHX,L,12,1,0,1,0.0,0,1,0.0,1,2,50.0,0,1,1,0,0,1,1,2,-10,2020-21
2021-01-06,Aron Baynes,TOR,@PHX,L,13,0,0,2,0.0,0,1,0.0,0,0,-,0,5,5,0,0,0,1,1,4,2020-21
2021-01-06,Deandre Ayton,PHX,vs.TOR,W,31,11,5,8,62.5,0,1,0.0,1,1,100,2,14,16,1,0,0,2,5,-1,2020-21
2021-01-06,Devin Booker,PHX,vs.TOR,W,35,24,6,14,42.9,3,8,37.5,9,10,90.0,1,0,1,6,0,0,1,1,2,2020-21
2021-01-06,Langston Galloway,PHX,vs.TOR,W,5,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,1,0,1,2020-21
2021-01-06,Chris Paul,PHX,vs.TOR,W,32,12,4,12,33.3,0,0,-,4,4,100,1,3,4,8,2,0,0,2,1,2020-21
2021-01-06,Jae Crowder,PHX,vs.TOR,W,35,21,7,11,63.6,6,9,66.7,1,2,50.0,0,3,3,1,1,0,2,4,-2,2020-21
2021-01-06,Dario Saric,PHX,vs.TOR,W,17,15,6,11,54.5,2,3,66.7,1,1,100,1,4,5,1,0,0,0,2,9,2020-21
2021-01-06,Cameron Payne,PHX,vs.TOR,W,16,5,1,3,33.3,1,1,100,2,2,100,0,3,3,10,0,0,1,2,7,2020-21
2021-01-06,Norman Powell,TOR,@PHX,L,26,13,2,7,28.6,2,5,40.0,7,8,87.5,0,1,1,1,1,0,1,1,-10,2020-21
2021-01-06,OG Anunoby,TOR,@PHX,L,38,20,8,10,80.0,3,5,60.0,1,2,50.0,2,6,8,0,1,0,1,2,0,2020-21
2021-01-06,Chris Boucher,TOR,@PHX,L,15,9,3,4,75.0,2,3,66.7,1,1,100,0,2,2,1,0,1,1,1,-6,2020-21
2021-01-06,Mikal Bridges,PHX,vs.TOR,W,29,13,3,10,30.0,3,7,42.9,4,4,100,3,1,4,3,0,1,1,4,4,2020-21
2021-01-06,Jevon Carter,PHX,vs.TOR,W,17,6,2,4,50.0,2,4,50.0,0,0,-,0,1,1,0,0,2,1,2,10,2020-21
2021-01-06,Yuta Watanabe,TOR,@PHX,L,16,3,1,4,25.0,1,2,50.0,0,0,-,1,2,3,0,0,1,1,2,-14,2020-21
2021-01-06,Cameron Johnson,PHX,vs.TOR,W,23,16,6,10,60.0,4,7,57.1,0,0,-,0,3,3,0,1,0,1,1,9,2020-21
2021-01-06,Kyle Lowry,TOR,@PHX,L,38,24,9,15,60.0,3,8,37.5,3,3,100,2,7,9,6,1,0,4,4,-5,2020-21
2021-01-06,Theo Maledon,OKC,@NOP,W,19,6,2,4,50.0,2,2,100,0,0,-,0,2,2,4,0,0,3,3,1,2020-21
2021-01-06,Isaiah Roby,OKC,@NOP,W,11,5,2,2,100,1,1,100,0,0,-,1,1,2,0,0,0,2,2,6,2020-21
2021-01-06,Luguentz Dort,OKC,@NOP,W,31,9,3,4,75.0,1,2,50.0,2,2,100,0,1,1,1,0,0,0,2,4,2020-21
2021-01-06,Darius Bazley,OKC,@NOP,W,34,20,8,20,40.0,3,11,27.3,1,1,100,1,11,12,3,1,0,3,3,9,2020-21
2021-01-06,Kenrich Williams,OKC,@NOP,W,13,2,1,3,33.3,0,1,0.0,0,0,-,0,2,2,2,1,0,1,2,10,2020-21
2021-01-06,Shai Gilgeous-Alexander,OKC,@NOP,W,37,21,7,17,41.2,2,7,28.6,5,6,83.3,0,5,5,9,5,0,2,2,-4,2020-21
2021-01-06,Hamidou Diallo,OKC,@NOP,W,21,9,4,8,50.0,0,1,0.0,1,4,25.0,0,1,1,3,1,1,1,0,6,2020-21
2021-01-06,JJ Redick,NOP,vs.OKC,L,8,2,1,4,25.0,0,0,-,0,0,-,0,0,0,1,0,0,0,0,-5,2020-21
2021-01-06,Eric Bledsoe,NOP,vs.OKC,L,25,13,5,9,55.6,2,4,50.0,1,2,50.0,0,3,3,3,2,0,2,1,-11,2020-21
2021-01-06,Steven Adams,NOP,vs.OKC,L,34,10,4,5,80.0,0,0,-,2,5,40.0,2,9,11,10,1,0,2,2,4,2020-21
2021-01-06,Brandon Ingram,NOP,vs.OKC,L,36,24,9,15,60.0,0,2,0.0,6,6,100,1,10,11,4,0,0,2,0,5,2020-21
2021-01-06,Lonzo Ball,NOP,vs.OKC,L,36,15,6,18,33.3,2,9,22.2,1,1,100,0,4,4,4,0,0,4,5,5,2020-21
2021-01-06,Josh Hart,NOP,vs.OKC,L,28,0,0,4,0.0,0,2,0.0,0,0,-,2,8,10,1,3,0,2,2,-7,2020-21
2021-01-06,Zion Williamson,NOP,vs.OKC,L,32,29,12,17,70.6,0,0,-,5,6,83.3,3,3,6,1,3,0,2,3,-9,2020-21
2021-01-06,Jaxson Hayes,NOP,vs.OKC,L,14,4,2,3,66.7,0,0,-,0,0,-,0,2,2,0,0,0,0,2,-5,2020-21
2021-01-06,Nickeil Alexander-Walker,NOP,vs.OKC,L,27,13,5,14,35.7,0,5,0.0,3,3,100,1,4,5,1,2,0,1,3,0,2020-21
2021-01-06,Al Horford,OKC,@NOP,W,27,8,3,11,27.3,2,7,28.6,0,0,-,1,6,7,1,0,3,1,3,4,2020-21
2021-01-06,George Hill,OKC,@NOP,W,27,13,4,9,44.4,3,7,42.9,2,2,100,1,2,3,4,2,0,1,1,4,2020-21
