Date,Player,Team,Match-up,W/L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,Season
2021-01-01,DeMar DeRozan,SAS,vs.LAL,L,37,23,8,16,50.0,3,4,75.0,4,5,80.0,1,8,9,7,0,1,0,2,-5,2020-21
2021-01-01,Kyle Kuzma,LAL,@SAS,W,23,11,5,11,45.5,1,4,25.0,0,0,-,1,3,4,1,1,1,3,5,-2,2020-21
2021-01-01,Kentavious Caldwell-Pope,LAL,@SAS,W,17,11,4,8,50.0,1,2,50.0,2,2,100,2,0,2,1,0,0,0,1,4,2020-21
2021-01-01,Dennis Schroder,LAL,@SAS,W,33,15,6,15,40.0,3,5,60.0,0,0,-,1,3,4,3,1,1,3,2,3,2020-21
2021-01-01,Anthony Davis,LAL,@SAS,W,35,34,13,26,50.0,4,6,66.7,4,7,57.1,7,4,11,5,2,0,1,2,0,2020-21
2021-01-01,Talen Horton-Tucker,LAL,@SAS,W,14,5,2,6,33.3,1,2,50.0,0,0,-,0,1,1,0,1,2,0,1,2,2020-21
2021-01-01,Keldon Johnson,SAS,vs.LAL,L,35,26,7,11,63.6,5,9,55.6,7,8,87.5,1,9,10,1,2,1,4,3,-12,2020-21
2021-01-01,Montrezl Harrell,LAL,@SAS,W,23,4,2,6,33.3,0,0,-,0,0,-,2,9,11,1,1,0,2,1,0,2020-21
2021-01-01,Derrick White,SAS,vs.LAL,L,23,9,3,9,33.3,1,4,25.0,2,2,100,0,1,1,1,0,2,2,1,-1,2020-21
2021-01-01,LeBron James,LAL,@SAS,W,36,26,8,22,36.4,3,7,42.9,7,7,100,1,10,11,10,2,0,4,0,18,2020-21
2021-01-01,Rudy Gay,SAS,vs.LAL,L,24,15,6,16,37.5,2,8,25.0,1,1,100,1,2,3,2,0,1,1,4,-2,2020-21
2021-01-01,Patty Mills,SAS,vs.LAL,L,25,10,3,7,42.9,2,4,50.0,2,2,100,0,3,3,4,0,0,1,2,2,2020-21
2021-01-01,Wesley Matthews,LAL,@SAS,W,25,0,0,2,0.0,0,2,0.0,0,0,-,0,2,2,3,0,1,0,3,-1,2020-21
2021-01-01,Markieff Morris,LAL,@SAS,W,13,3,1,4,25.0,1,4,25.0,0,0,-,0,4,4,0,0,0,0,3,6,2020-21
2021-01-01,Dejounte Murray,SAS,vs.LAL,L,30,12,5,13,38.5,0,4,0.0,2,4,50.0,2,6,8,1,1,0,2,2,-2,2020-21
2021-01-01,Drew Eubanks,SAS,vs.LAL,L,23,0,0,3,0.0,0,0,-,0,0,-,0,5,5,1,0,3,1,2,-2,2020-21
2021-01-01,Marc Gasol,LAL,@SAS,W,20,0,0,1,0.0,0,1,0.0,0,0,-,2,6,8,3,0,2,0,2,0,2020-21
2021-01-01,Jordan Nwora,MIL,vs.CHI,W,10,7,2,4,50.0,0,1,0.0,3,4,75.0,0,3,3,0,2,0,1,1,2,2020-21
2021-01-01,Bobby Portis,MIL,vs.CHI,W,25,13,4,6,66.7,2,2,100,3,4,75.0,2,10,12,1,0,2,2,2,9,2020-21
2021-01-01,Thanasis Antetokounmpo,MIL,vs.CHI,W,15,0,0,2,0.0,0,2,0.0,0,0,-,1,0,1,2,1,0,2,2,-11,2020-21
2021-01-01,Khris Middleton,MIL,vs.CHI,W,25,14,6,10,60.0,2,2,100,0,0,-,0,2,2,6,3,1,2,2,20,2020-21
2021-01-01,Jrue Holiday,MIL,vs.CHI,W,26,11,4,9,44.4,3,6,50.0,0,0,-,0,1,1,4,3,0,0,2,27,2020-21
2021-01-01,Brook Lopez,MIL,vs.CHI,W,16,9,3,7,42.9,3,6,50.0,0,0,-,0,3,3,1,0,1,0,3,13,2020-21
2021-01-01,Patrick Williams,CHI,@MIL,L,25,8,4,11,36.4,0,2,0.0,0,1,0.0,0,6,6,0,0,1,3,4,-11,2020-21
2021-01-01,Adam Mokoka,CHI,@MIL,L,10,4,2,4,50.0,0,2,0.0,0,0,-,0,1,1,1,1,0,0,2,-2,2020-21
2021-01-01,Devon Dotson,CHI,@MIL,L,10,4,2,4,50.0,0,0,-,0,0,-,0,1,1,0,0,0,0,1,-2,2020-21
2021-01-01,Wendell Carter Jr.,CHI,@MIL,L,25,12,5,7,71.4,1,2,50.0,1,2,50.0,1,4,5,3,0,1,1,4,-16,2020-21
2021-01-01,Luke Kornet,CHI,@MIL,L,7,2,0,2,0.0,0,2,0.0,2,2,100,0,1,1,0,1,0,1,0,0,2020-21
2021-01-01,Zach LaVine,CHI,@MIL,L,27,16,7,16,43.8,1,4,25.0,1,1,100,0,6,6,2,1,1,5,0,-25,2020-21
2021-01-01,Otto Porter Jr.,CHI,@MIL,L,22,9,3,11,27.3,1,3,33.3,2,2,100,1,3,4,2,1,0,0,2,-25,2020-21
2021-01-01,Sam Merrill,MIL,vs.CHI,W,10,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,2,1,2,2020-21
2021-01-01,D.J. Wilson,MIL,vs.CHI,W,9,3,1,4,25.0,1,3,33.3,0,0,-,0,2,2,1,1,0,1,0,2,2020-21
2021-01-01,Cristiano Felicio,CHI,@MIL,L,6,0,0,1,0.0,0,0,-,0,2,0.0,2,1,3,2,0,0,0,0,-2,2020-21
2021-01-01,Thaddeus Young,CHI,@MIL,L,23,6,2,5,40.0,0,2,0.0,2,2,100,0,1,1,2,1,2,4,2,-19,2020-21
2021-01-01,D.J. Augustin,MIL,vs.CHI,W,19,0,0,4,0.0,0,4,0.0,0,0,-,0,1,1,2,1,0,2,0,14,2020-21
2021-01-01,Garrett Temple,CHI,@MIL,L,20,4,2,3,66.7,0,1,0.0,0,0,-,0,2,2,2,1,0,1,3,-10,2020-21
2021-01-01,Giannis Antetokounmpo,MIL,vs.CHI,W,28,29,9,19,47.4,1,5,20.0,10,18,55.6,1,11,12,8,2,2,2,4,31,2020-21
2021-01-01,Pat Connaughton,MIL,vs.CHI,W,16,11,3,5,60.0,3,3,100,2,2,100,1,4,5,1,1,0,0,1,12,2020-21
2021-01-01,Denzel Valentine,CHI,@MIL,L,21,14,5,8,62.5,2,3,66.7,2,2,100,1,4,5,0,2,0,1,0,-3,2020-21
2021-01-01,Bryn Forbes,MIL,vs.CHI,W,22,18,6,9,66.7,4,6,66.7,2,2,100,0,0,0,0,1,0,2,1,9,2020-21
2021-01-01,Donte DiVincenzo,MIL,vs.CHI,W,19,11,4,5,80.0,3,4,75.0,0,0,-,0,1,1,1,1,0,1,0,20,2020-21
2021-01-01,Coby White,CHI,@MIL,L,29,12,4,13,30.8,1,5,20.0,3,4,75.0,0,4,4,3,0,0,4,2,-21,2020-21
2021-01-01,Daniel Gafford,CHI,@MIL,L,16,5,2,2,100,0,0,-,1,2,50.0,1,2,3,1,2,1,0,1,-14,2020-21
2021-01-01,Jerome Robinson,WAS,@MIN,W,22,13,4,8,50.0,2,3,66.7,3,3,100,0,2,2,3,1,0,0,1,-5,2020-21
2021-01-01,Deni Avdija,WAS,@MIN,W,27,11,4,7,57.1,3,5,60.0,0,0,-,0,7,7,3,3,0,1,3,32,2020-21
2021-01-01,Jordan McLaughlin,MIN,vs.WAS,L,24,10,4,7,57.1,2,3,66.7,0,0,-,1,3,4,0,1,0,0,0,-4,2020-21
2021-01-01,Jarred Vanderbilt,MIN,vs.WAS,L,12,6,3,3,100,0,0,-,0,1,0.0,2,2,4,1,1,0,3,1,8,2020-21
2021-01-01,Juancho Hernangomez,MIN,vs.WAS,L,14,5,2,3,66.7,1,2,50.0,0,0,-,0,3,3,0,0,0,0,0,-20,2020-21
2021-01-01,Malik Beasley,MIN,vs.WAS,L,26,21,8,13,61.5,3,6,50.0,2,2,100,0,3,3,0,0,0,1,4,-17,2020-21
2021-01-01,Davis Bertans,WAS,@MIN,W,20,11,4,8,50.0,3,7,42.9,0,0,-,1,1,2,1,0,0,1,1,24,2020-21
2021-01-01,Ish Smith,WAS,@MIN,W,21,5,2,6,33.3,1,1,100,0,0,-,1,5,6,9,0,0,2,0,18,2020-21
2021-01-01,Ricky Rubio,MIN,vs.WAS,L,25,3,1,4,25.0,1,2,50.0,0,0,-,1,1,2,5,2,0,3,2,-22,2020-21
2021-01-01,Robin Lopez,WAS,@MIN,W,20,11,5,9,55.6,0,2,0.0,1,1,100,2,4,6,2,0,3,1,5,9,2020-21
2021-01-01,Anthony Gill,WAS,@MIN,W,5,0,0,0,-,0,0,-,0,0,-,0,0,0,0,1,0,0,0,-13,2020-21
2021-01-01,Ed Davis,MIN,vs.WAS,L,16,0,0,4,0.0,0,0,-,0,0,-,4,6,10,3,0,0,0,1,-20,2020-21
2021-01-01,D'Angelo Russell,MIN,vs.WAS,L,26,14,6,16,37.5,2,7,28.6,0,2,0.0,1,3,4,3,1,0,5,0,-32,2020-21
2021-01-01,Garrison Mathews,WAS,@MIN,W,9,3,1,4,25.0,1,4,25.0,0,0,-,0,1,1,2,0,0,0,0,-14,2020-21
2021-01-01,Isaac Bonga,WAS,@MIN,W,5,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,1,-13,2020-21
2021-01-01,Rui Hachimura,WAS,@MIN,W,19,11,3,8,37.5,0,0,-,5,6,83.3,1,3,4,2,0,0,1,3,11,2020-21
2021-01-01,Troy Brown Jr.,WAS,@MIN,W,14,4,2,3,66.7,0,1,0.0,0,2,0.0,0,3,3,1,1,0,0,1,5,2020-21
2021-01-01,Thomas Bryant,WAS,@MIN,W,22,18,7,7,100,1,1,100,3,4,75.0,2,5,7,2,0,0,2,1,25,2020-21
2021-01-01,Anzejs Pasecniks,WAS,@MIN,W,6,0,0,1,0.0,0,1,0.0,0,0,-,1,0,1,1,0,0,5,2,-13,2020-21
2021-01-01,Raul Neto,WAS,@MIN,W,22,12,5,7,71.4,2,2,100,0,0,-,0,0,0,2,2,0,1,0,16,2020-21
2021-01-01,Bradley Beal,WAS,@MIN,W,28,31,12,20,60.0,3,5,60.0,4,5,80.0,0,3,3,7,1,0,2,1,23,2020-21
2021-01-01,Jaden McDaniels,MIN,vs.WAS,L,9,0,0,2,0.0,0,1,0.0,0,0,-,0,1,1,1,0,0,0,0,14,2020-21
2021-01-01,Anthony Edwards,MIN,vs.WAS,L,26,17,7,16,43.8,2,8,25.0,1,4,25.0,0,3,3,2,0,1,3,2,-7,2020-21
2021-01-01,Naz Reid,MIN,vs.WAS,L,24,17,7,10,70.0,1,3,33.3,2,3,66.7,1,5,6,1,1,2,2,4,4,2020-21
2021-01-01,Jarrett Culver,MIN,vs.WAS,L,21,4,2,4,50.0,0,1,0.0,0,0,-,1,1,2,0,0,0,2,5,-13,2020-21
2021-01-01,Jake Layman,MIN,vs.WAS,L,15,12,2,6,33.3,1,3,33.3,7,9,77.8,0,1,1,1,3,0,1,3,-1,2020-21
2021-01-01,Cam Reddish,ATL,@BKN,W,31,12,3,11,27.3,2,4,50.0,4,4,100,1,6,7,1,1,0,1,3,6,2020-21
2021-01-01,De'Andre Hunter,ATL,@BKN,W,31,23,9,10,90.0,3,4,75.0,2,2,100,1,5,6,1,0,0,0,2,0,2020-21
2021-01-01,Skylar Mays,ATL,@BKN,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,2020-21
2021-01-01,Nathan Knight,ATL,@BKN,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,2020-21
2021-01-01,Kevin Durant,BKN,vs.ATL,L,37,28,10,21,47.6,2,7,28.6,6,6,100,1,7,8,4,1,2,5,0,-1,2020-21
2021-01-01,Jeff Green,BKN,vs.ATL,L,8,7,3,3,100,0,0,-,1,2,50.0,0,0,0,1,0,0,0,2,-6,2020-21
2021-01-01,DeAndre Jordan,BKN,vs.ATL,L,18,8,2,2,100,0,0,-,4,6,66.7,2,3,5,1,0,1,2,2,-9,2020-21
2021-01-01,Kyrie Irving,BKN,vs.ATL,L,33,18,6,21,28.6,2,11,18.2,4,4,100,3,8,11,4,2,0,1,0,-3,2020-21
2021-01-01,Joe Harris,BKN,vs.ATL,L,28,12,5,10,50.0,2,5,40.0,0,0,-,1,6,7,3,1,1,0,4,4,2020-21
2021-01-01,Tyler Johnson,BKN,vs.ATL,L,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2,2020-21
2021-01-01,Caris LeVert,BKN,vs.ATL,L,27,8,4,10,40.0,0,3,0.0,0,0,-,0,2,2,3,1,0,2,2,-17,2020-21
2021-01-01,Taurean Prince,BKN,vs.ATL,L,14,5,1,2,50.0,1,1,100,2,2,100,0,3,3,0,0,1,1,2,-6,2020-21
2021-01-01,Timothe Luwawu-Cabarrot,BKN,vs.ATL,L,21,2,1,7,14.3,0,5,0.0,0,0,-,0,1,1,1,0,0,2,0,-7,2020-21
2021-01-01,Jarrett Allen,BKN,vs.ATL,L,22,5,2,3,66.7,0,0,-,1,1,100,2,2,4,0,0,1,0,2,-9,2020-21
2021-01-01,Bruce Brown,BKN,vs.ATL,L,3,2,1,1,100,0,0,-,0,0,-,1,0,1,0,0,0,0,0,-4,2020-21
2021-01-01,Landry Shamet,BKN,vs.ATL,L,17,0,0,2,0.0,0,2,0.0,0,0,-,0,1,1,1,1,0,2,1,-17,2020-21
2021-01-01,Rodions Kurucs,BKN,vs.ATL,L,3,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,0,-4,2020-21
2021-01-01,Chris Chiozza,BKN,vs.ATL,L,3,1,0,1,0.0,0,1,0.0,1,2,50.0,0,0,0,0,0,0,0,1,-4,2020-21
2021-01-01,Reggie Perry,BKN,vs.ATL,L,3,0,0,2,0.0,0,1,0.0,0,0,-,0,1,1,1,0,0,0,0,-4,2020-21
2021-01-01,Brandon Goodwin,ATL,@BKN,W,16,3,1,4,25.0,1,3,33.3,0,0,-,0,3,3,3,1,0,0,0,6,2020-21
2021-01-01,Trae Young,ATL,@BKN,W,32,21,7,21,33.3,3,8,37.5,4,4,100,2,3,5,7,1,1,3,2,11,2020-21
2021-01-01,Kevin Huerter,ATL,@BKN,W,21,10,4,8,50.0,2,5,40.0,0,0,-,0,1,1,2,4,0,2,3,13,2020-21
2021-01-01,Bruno Fernando,ATL,@BKN,W,2,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,1,2,2020-21
2021-01-01,John Collins,ATL,@BKN,W,25,20,9,14,64.3,2,5,40.0,0,0,-,2,6,8,2,0,1,0,3,9,2020-21
2021-01-01,Bogdan Bogdanovic,ATL,@BKN,W,26,7,2,6,33.3,1,3,33.3,2,2,100,1,1,2,1,0,0,2,2,13,2020-21
2021-01-01,Clint Capela,ATL,@BKN,W,30,12,6,10,60.0,0,0,-,0,2,0.0,3,8,11,6,0,0,1,3,11,2020-21
2021-01-01,Solomon Hill,ATL,@BKN,W,24,6,2,9,22.2,2,7,28.6,0,0,-,0,4,4,1,1,1,0,1,16,2020-21
2021-01-01,Goran Dragic,MIA,@DAL,L,29,10,3,11,27.3,0,6,0.0,4,4,100,0,5,5,7,0,0,4,4,-12,2020-21
2021-01-01,Avery Bradley,MIA,@DAL,L,18,15,5,8,62.5,2,4,50.0,3,4,75.0,0,1,1,1,0,0,0,5,-9,2020-21
2021-01-01,Jimmy Butler,MIA,@DAL,L,27,2,0,6,0.0,0,0,-,2,3,66.7,1,2,3,2,2,0,3,1,-18,2020-21
2021-01-01,Maurice Harkless,MIA,@DAL,L,8,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,3,-5,2020-21
2021-01-01,Kelly Olynyk,MIA,@DAL,L,29,8,3,10,30.0,2,7,28.6,0,0,-,0,3,3,2,2,2,0,3,-1,2020-21
2021-01-01,Bam Adebayo,MIA,@DAL,L,36,19,8,12,66.7,0,0,-,3,4,75.0,2,9,11,2,4,0,3,3,-16,2020-21
2021-01-01,Duncan Robinson,MIA,@DAL,L,33,5,1,8,12.5,1,8,12.5,2,4,50.0,0,6,6,3,1,0,2,1,-6,2020-21
2021-01-01,Kendrick Nunn,MIA,@DAL,L,6,0,0,2,0.0,0,0,-,0,0,-,0,0,0,0,0,0,1,1,-4,2020-21
2021-01-01,Tyler Herro,MIA,@DAL,L,29,11,5,11,45.5,1,4,25.0,0,0,-,0,3,3,2,0,0,0,0,-16,2020-21
2021-01-01,Tim Hardaway Jr.,DAL,vs.MIA,W,39,18,6,18,33.3,3,10,30.0,3,4,75.0,0,2,2,3,2,1,2,3,27,2020-21
2021-01-01,Precious Achiuwa,MIA,@DAL,L,12,10,3,4,75.0,0,0,-,4,6,66.7,2,4,6,1,0,0,1,0,-5,2020-21
2021-01-01,James Johnson,DAL,vs.MIA,W,12,8,3,5,60.0,2,2,100,0,0,-,0,3,3,1,2,0,2,3,2,2020-21
2021-01-01,Trey Burke,DAL,vs.MIA,W,17,8,2,5,40.0,0,1,0.0,4,4,100,0,3,3,0,0,0,1,3,0,2020-21
2021-01-01,Dwight Powell,DAL,vs.MIA,W,28,2,0,1,0.0,0,1,0.0,2,4,50.0,0,8,8,1,2,0,0,4,12,2020-21
2021-01-01,Willie Cauley-Stein,DAL,vs.MIA,W,11,0,0,1,0.0,0,0,-,0,0,-,1,2,3,0,0,0,2,2,-1,2020-21
2021-01-01,Josh Richardson,DAL,vs.MIA,W,35,11,5,10,50.0,1,5,20.0,0,0,-,1,2,3,3,0,0,2,2,6,2020-21
2021-01-01,Dorian Finney-Smith,DAL,vs.MIA,W,22,12,5,8,62.5,2,5,40.0,0,0,-,1,4,5,0,0,0,0,4,3,2020-21
2021-01-01,Maxi Kleber,DAL,vs.MIA,W,28,5,1,3,33.3,1,3,33.3,2,2,100,0,4,4,1,1,1,1,1,13,2020-21
2021-01-01,Jalen Brunson,DAL,vs.MIA,W,12,2,1,5,20.0,0,0,-,0,0,-,0,3,3,2,2,0,1,1,2,2020-21
2021-01-01,Luka Doncic,DAL,vs.MIA,W,36,27,9,22,40.9,3,10,30.0,6,9,66.7,1,14,15,7,0,1,5,2,12,2020-21
2021-01-01,Andre Iguodala,MIA,@DAL,L,13,3,1,5,20.0,1,3,33.3,0,0,-,0,2,2,0,1,0,0,3,-7,2020-21
2021-01-01,P.J. Washington,CHA,vs.MEM,L,23,10,3,6,50.0,2,4,50.0,2,4,50.0,0,4,4,0,1,0,6,3,-18,2020-21
2021-01-01,Cody Martin,CHA,vs.MEM,L,15,4,2,4,50.0,0,1,0.0,0,1,0.0,0,1,1,1,1,0,0,0,7,2020-21
2021-01-01,Miles Bridges,CHA,vs.MEM,L,26,2,1,5,20.0,0,2,0.0,0,0,-,0,7,7,2,0,3,1,2,0,2020-21
2021-01-01,Sean McDermott,MEM,@CHA,W,19,3,1,3,33.3,1,3,33.3,0,0,-,0,0,0,1,0,0,2,0,-17,2020-21
2021-01-01,Desmond Bane,MEM,@CHA,W,28,10,4,12,33.3,2,7,28.6,0,0,-,0,2,2,4,1,0,2,2,-5,2020-21
2021-01-01,Dillon Brooks,MEM,@CHA,W,28,21,8,17,47.1,5,10,50.0,0,0,-,1,2,3,2,3,1,5,4,18,2020-21
2021-01-01,Jonas Valanciunas,MEM,@CHA,W,26,14,6,9,66.7,0,0,-,2,4,50.0,3,7,10,1,1,0,2,3,17,2020-21
2021-01-01,LaMelo Ball,CHA,vs.MEM,L,27,15,6,14,42.9,2,7,28.6,1,2,50.0,1,2,3,6,2,0,2,2,0,2020-21
2021-01-01,Nick Richards,CHA,vs.MEM,L,3,2,1,1,100,0,0,-,0,0,-,0,1,1,0,0,0,0,1,7,2020-21
2021-01-01,Gordon Hayward,CHA,vs.MEM,L,27,14,5,13,38.5,1,2,50.0,3,3,100,0,3,3,1,1,0,3,2,-24,2020-21
2021-01-01,Bismack Biyombo,CHA,vs.MEM,L,28,16,7,10,70.0,0,1,0.0,2,4,50.0,7,5,12,2,0,1,0,1,-17,2020-21
2021-01-01,Gorgui Dieng,MEM,@CHA,W,22,14,5,9,55.6,2,5,40.0,2,2,100,2,6,8,1,0,2,1,1,-2,2020-21
2021-01-01,Kyle Anderson,MEM,@CHA,W,29,18,7,15,46.7,2,6,33.3,2,2,100,1,10,11,5,2,1,0,2,25,2020-21
2021-01-01,Tyus Jones,MEM,@CHA,W,29,6,3,7,42.9,0,2,0.0,0,0,-,0,1,1,12,2,0,1,0,25,2020-21
2021-01-01,Terry Rozier,CHA,vs.MEM,L,28,6,1,11,9.1,1,3,33.3,3,3,100,1,1,2,2,1,0,4,2,-18,2020-21
2021-01-01,Devonte' Graham,CHA,vs.MEM,L,25,3,1,10,10.0,1,6,16.7,0,0,-,0,2,2,5,2,0,0,1,-10,2020-21
2021-01-01,Brandon Clarke,MEM,@CHA,W,32,15,6,11,54.5,1,4,25.0,2,2,100,1,3,4,3,0,2,2,3,12,2020-21
2021-01-01,Jalen McDaniels,CHA,vs.MEM,L,16,7,2,3,66.7,0,1,0.0,3,4,75.0,1,4,5,2,0,0,1,1,-2,2020-21
2021-01-01,John Konchar,MEM,@CHA,W,27,7,3,7,42.9,1,2,50.0,0,0,-,2,7,9,5,1,0,0,3,2,2020-21
2021-01-01,Caleb Martin,CHA,vs.MEM,L,23,14,6,9,66.7,2,4,50.0,0,0,-,0,2,2,2,1,0,1,0,0,2020-21
2020-12-31,Devin Booker,PHX,@UTA,W,35,25,10,17,58.8,1,2,50.0,4,7,57.1,0,3,3,7,0,1,6,3,-2,2020-21
2020-12-31,Cameron Payne,PHX,@UTA,W,18,10,4,8,50.0,2,3,66.7,0,0,-,0,1,1,2,0,0,1,3,-1,2020-21
2020-12-31,Mikal Bridges,PHX,@UTA,W,37,16,6,9,66.7,4,6,66.7,0,0,-,1,5,6,0,2,1,0,0,-2,2020-21
2020-12-31,Jevon Carter,PHX,@UTA,W,11,9,4,5,80.0,1,1,100,0,0,-,0,3,3,0,0,0,0,1,7,2020-21
2020-12-31,Deandre Ayton,PHX,@UTA,W,28,4,2,8,25.0,0,0,-,0,0,-,2,7,9,3,1,2,1,3,-7,2020-21
2020-12-31,Cameron Johnson,PHX,@UTA,W,18,10,4,4,100,2,2,100,0,0,-,0,2,2,2,0,1,1,0,7,2020-21
2020-12-31,Mike Conley,UTA,vs.PHX,L,35,16,5,13,38.5,4,8,50.0,2,2,100,0,5,5,4,2,0,2,2,-7,2020-21
2020-12-31,Derrick Favors,UTA,vs.PHX,L,14,10,4,8,50.0,0,0,-,2,3,66.7,3,2,5,1,0,1,0,0,-2,2020-21
2020-12-31,Bojan Bogdanovic,UTA,vs.PHX,L,29,3,0,5,0.0,0,4,0.0,3,4,75.0,0,1,1,1,0,0,3,0,-2,2020-21
2020-12-31,Rudy Gobert,UTA,vs.PHX,L,34,18,7,9,77.8,0,0,-,4,8,50.0,2,12,14,0,1,1,1,3,-3,2020-21
2020-12-31,Jordan Clarkson,UTA,vs.PHX,L,19,12,5,11,45.5,2,5,40.0,0,0,-,2,3,5,2,2,0,1,3,-8,2020-21
2020-12-31,Joe Ingles,UTA,vs.PHX,L,32,5,2,7,28.6,1,5,20.0,0,0,-,1,0,1,4,1,0,1,3,-10,2020-21
2020-12-31,Royce O'Neale,UTA,vs.PHX,L,35,8,3,6,50.0,2,3,66.7,0,0,-,1,8,9,1,1,1,2,2,3,2020-21
2020-12-31,Georges Niang,UTA,vs.PHX,L,6,0,0,2,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,1,-2,2020-21
2020-12-31,Donovan Mitchell,UTA,vs.PHX,L,36,23,9,23,39.1,3,8,37.5,2,2,100,1,5,6,3,1,0,3,1,3,2020-21
2020-12-31,Chris Paul,PHX,@UTA,W,30,11,4,13,30.8,2,4,50.0,1,1,100,1,3,4,8,0,0,3,2,6,2020-21
2020-12-31,Jae Crowder,PHX,@UTA,W,37,16,6,11,54.5,4,9,44.4,0,0,-,1,5,6,1,2,1,1,3,12,2020-21
2020-12-31,Dario Saric,PHX,@UTA,W,18,5,1,7,14.3,1,5,20.0,2,2,100,0,5,5,1,0,0,2,2,11,2020-21
2020-12-31,Langston Galloway,PHX,@UTA,W,6,0,0,2,0.0,0,1,0.0,0,0,-,0,2,2,2,0,0,0,0,6,2020-21
2020-12-31,Frank Kaminsky,PHX,@UTA,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,1,2020-21
2020-12-31,Theo Maledon,OKC,vs.NOP,L,26,6,2,9,22.2,2,7,28.6,0,0,-,0,5,5,2,0,0,1,3,-13,2020-21
2020-12-31,Isaiah Roby,OKC,vs.NOP,L,18,7,3,5,60.0,0,2,0.0,1,4,25.0,2,4,6,0,0,0,2,3,-15,2020-21
2020-12-31,Luguentz Dort,OKC,vs.NOP,L,17,8,3,8,37.5,2,4,50.0,0,0,-,1,2,3,1,1,0,2,3,-1,2020-21
2020-12-31,Moses Brown,OKC,vs.NOP,L,3,0,0,1,0.0,0,0,-,0,2,0.0,0,2,2,0,0,1,0,0,-6,2020-21
2020-12-31,Darius Bazley,OKC,vs.NOP,L,27,7,2,6,33.3,0,3,0.0,3,3,100,1,3,4,2,0,1,4,2,-11,2020-21
2020-12-31,Kenrich Williams,OKC,vs.NOP,L,7,0,0,3,0.0,0,1,0.0,0,0,-,1,0,1,0,0,0,0,0,-14,2020-21
2020-12-31,Shai Gilgeous-Alexander,OKC,vs.NOP,L,28,8,3,10,30.0,2,6,33.3,0,2,0.0,1,3,4,4,2,0,2,2,-14,2020-21
2020-12-31,Hamidou Diallo,OKC,vs.NOP,L,18,3,1,6,16.7,0,2,0.0,1,2,50.0,0,1,1,3,1,0,0,1,-12,2020-21
2020-12-31,Mike Muscala,OKC,vs.NOP,L,16,10,4,7,57.1,2,5,40.0,0,0,-,0,2,2,1,0,0,0,0,-10,2020-21
2020-12-31,George Hill,OKC,vs.NOP,L,24,8,3,7,42.9,2,5,40.0,0,0,-,0,0,0,4,0,0,2,1,-7,2020-21
2020-12-31,Al Horford,OKC,vs.NOP,L,24,17,7,9,77.8,3,5,60.0,0,0,-,1,5,6,3,0,0,0,1,-7,2020-21
2020-12-31,Nicolo Melli,NOP,@OKC,W,17,5,1,2,50.0,1,2,50.0,2,2,100,0,2,2,3,1,0,1,0,15,2020-21
2020-12-31,Nickeil Alexander-Walker,NOP,@OKC,W,19,14,6,13,46.2,2,5,40.0,0,0,-,0,3,3,1,2,0,3,1,3,2020-21
2020-12-31,Jaxson Hayes,NOP,@OKC,W,14,0,0,2,0.0,0,0,-,0,2,0.0,1,5,6,1,0,2,2,3,14,2020-21
2020-12-31,Zion Williamson,NOP,@OKC,W,17,12,4,6,66.7,0,0,-,4,6,66.7,4,1,5,1,0,0,3,4,8,2020-21
2020-12-31,Sindarius Thornwell,NOP,@OKC,W,3,0,0,0,-,0,0,-,0,0,-,0,1,1,0,2,0,0,0,6,2020-21
2020-12-31,Josh Hart,NOP,@OKC,W,34,12,3,9,33.3,3,7,42.9,3,4,75.0,1,10,11,2,1,0,1,2,13,2020-21
2020-12-31,Lonzo Ball,NOP,@OKC,W,32,16,7,15,46.7,2,7,28.6,0,1,0.0,1,7,8,9,1,0,3,2,13,2020-21
2020-12-31,Brandon Ingram,NOP,@OKC,W,26,20,8,16,50.0,2,6,33.3,2,3,66.7,1,6,7,2,0,1,0,2,7,2020-21
2020-12-31,Steven Adams,NOP,@OKC,W,31,14,7,13,53.8,0,0,-,0,0,-,6,4,10,2,1,1,0,1,15,2020-21
2020-12-31,Eric Bledsoe,NOP,@OKC,W,25,17,7,11,63.6,2,5,40.0,1,1,100,0,3,3,1,1,0,0,0,3,2020-21
2020-12-31,Aleksej Pokusevski,OKC,vs.NOP,L,21,3,1,4,25.0,1,4,25.0,0,0,-,0,5,5,4,2,1,6,1,-15,2020-21
